sample	moss_0.05_1x_1	moss_0.05_2x_1	moss_0.05_4x_1	moss_0.05_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	moss_0.15_1x_1	moss_0.15_2x_1	moss_0.15_4x_1	moss_0.15_8x_1	moss_0.1_1x_1	moss_0.1_2x_1	moss_0.1_4x_1	moss_0.1_8x_1	moss_0.2_1x_1	moss_0.2_2x_1	moss_0.2_4x_1	moss_0.2_8x_1
moss_0.05_1x_1	0.0	0.0	0.0	0.0	0.04684401430978488	0.04952719486689125	0.050468686659834915	0.04903671797670648	0.151550392956732	0.15454125702359278	0.15252314253223762	0.15324356622240934	0.11174034355717608	0.11325262310651556	None	None	0.19176365425852585	0.19283423804827363	0.1955534877258182	0.1938172564386924
moss_0.05_2x_1	0.0	0.0	0.0	0.0	0.045384473003676304	0.04828947220077082	0.04905620150009373	0.047563280666134924	0.15667395608427503	0.15931945006195544	0.15849741048093582	0.15939964561455597	0.11475399880142106	0.11696903188943562	None	None	0.196397638874687	0.19941494451563843	0.20142434217641625	0.19626640460690656
moss_0.05_4x_1	0.0	0.0	0.0	0.0	0.04586922962927434	0.048804312056806985	0.049619984881647324	0.04826161155709871	0.16051807450438338	0.16340439993902647	0.1624386966934039	0.16083204973581602	0.11735307490548472	0.11788669484883464	None	None	0.19959096543212854	0.20514437456182058	0.2056728381861467	0.2025161623658694
moss_0.05_8x_1	0.0	0.0	0.0	0.0	0.047221396194885475	0.04986515645434346	0.05076185060578569	0.049590346759654944	0.16387506934458393	0.16470295423098494	0.16268616739686353	0.16237977769558523	0.11895195587058859	0.11904034251508354	None	None	0.20548649775276387	0.20577460638326317	0.20569680968289938	0.20406853962481553
moss_0.0_1x_1	0.04846788264097969	0.046120267610497964	0.046799433594038445	0.047221051989942704	0.0	0.0	0.0	0.0	0.14425798959227665	0.1448897380361402	0.1442149188733917	0.14386024321073845	0.09624178854795981	0.09516027535412981	None	None	0.18827655994989792	0.18664851079531905	0.18524237109270952	0.1832600912190228
moss_0.0_2x_1	0.048866400290807646	0.046784490343153726	0.04752578667494313	0.047633278098344264	0.0	0.0	0.0	0.0	0.14491476828960215	0.1439648509103867	0.14318829189779358	0.14256470467678373	0.09621664452376569	0.09527381378028374	None	None	0.18641864400053465	0.1880071517680895	0.1855478850949323	0.18446886720803732
moss_0.0_4x_1	0.04954088402806291	0.04727658813182453	0.0480733536250323	0.048280762540175895	0.0	0.0	0.0	0.0	0.14536996833211954	0.14626551332666693	0.14536431450396398	0.14417612128844906	0.09671648684716713	0.09596021147146107	None	None	0.18620484751972732	0.19182367800059918	0.1877633839870122	0.18551568637491492
moss_0.0_8x_1	0.049536125932703214	0.04713530533459696	0.048060402018377024	0.04849856517127895	0.0	0.0	0.0	0.0	0.14696244309566417	0.14603615587257657	0.14520896143075282	0.1439248031748291	0.09815444843066118	0.09674777568886449	None	None	0.1890082907623504	0.19311566781762865	0.1901850291765213	0.18716085224884593
moss_0.15_1x_1	0.1518242138085676	0.15403718832077073	0.15769973918221028	0.1589872560799344	0.14117747072217876	0.145604260132227	0.14610514377299733	0.14485173043696165	0.0	0.0	0.0	0.0	0.17820860309997127	0.17897073171482245	None	None	0.23707370740136213	0.24353099669091657	0.24318680976223198	0.23997759944191005
moss_0.15_2x_1	0.1498905123561947	0.15160001896879918	0.15544487423887463	0.15472034824612454	0.13691040588637818	0.13974268760318123	0.14202493391166143	0.13897811557763073	0.0	0.0	0.0	0.0	0.17223753024089467	0.1733623071315243	None	None	0.23269472614637185	0.237068275831285	0.2325414628223889	0.22989209014405226
moss_0.15_4x_1	0.1477402062781039	0.15069335871328782	0.15447952276295762	0.15279987695079825	0.13601130079910448	0.13877890167617418	0.14097733378059543	0.1380294241652117	0.0	0.0	0.0	0.0	0.16926867461818668	0.17386811575484595	None	None	0.23321889735496468	0.2414232681374473	0.2345028867189904	0.23226655379660563
moss_0.15_8x_1	0.14604405699467823	0.14906649139507144	0.15034429512813544	0.1498698917611026	0.13336893016787627	0.13581823352883302	0.1374206923470291	0.13437058051819048	0.0	0.0	0.0	0.0	0.16704288329287156	0.1715002368671009	None	None	0.22960503612397234	0.23541788902753835	0.23136795345485894	0.22955847896460252
moss_0.1_1x_1	0.11174033177959568	0.11277641166195082	0.11548685497302778	0.11538311091473866	0.09361012387133752	0.09704222918676167	0.09783016675072143	0.09702353930475617	0.17790464744042736	0.17690804439437494	0.17389002043236873	0.17430078725337256	0.0	0.0	None	None	0.21520163141905482	0.21470852460858125	0.2180510786579106	0.21609786894836297
moss_0.1_2x_1	0.10882367278077038	0.11039663570947186	0.11143113997549108	0.1108738604622961	0.0884738375320966	0.09195057726088748	0.09290689210967411	0.09147498692508964	0.1737778641133818	0.17314295840040506	0.17353101474500005	0.17386065831107936	0.0	0.0	None	None	0.21809637080562944	0.22099651456872013	0.22143686220207218	0.2187415013626667
moss_0.1_4x_1	0.10698736570310587	0.10875138065117283	0.11025206347989391	0.10908801201436573	0.0865842955682199	0.09046476339645759	0.09110058433801674	0.08930386938234507	0.1733304943220755	0.1721668780038505	0.1721718756693506	0.17050571827561328	0.0	0.0	0.0	None	0.21915342541997504	0.2129550951130213	0.21072809384120594	0.21293789683123407
