sample	moss_0.05_1x_1	moss_0.05_2x_1	moss_0.05_4x_1	moss_0.05_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	moss_0.15_1x_1	moss_0.15_2x_1	moss_0.15_4x_1	moss_0.15_8x_1	moss_0.1_1x_1	moss_0.1_2x_1	moss_0.1_4x_1	moss_0.1_8x_1	moss_0.2_1x_1	moss_0.2_2x_1	moss_0.2_4x_1	moss_0.2_8x_1
moss_0.05_1x_1	0.0	0.0	0.0	0.0	0.04762607715366219	0.049819302318542286	0.05061820362408932	0.04939753547368013	0.1599988882822123	0.15693811992467793	0.15846277270525377	0.15577982805854693	0.11558158848748731	0.11526617304255947	None	None	0.2007436648342434	0.1972277906812706	0.19337094783550865	0.19443826925675226
moss_0.05_2x_1	0.0	0.0	0.0	0.0	0.045338909000979304	0.047756593825604224	0.048673398442801406	0.04778465962866894	0.16466176659791912	0.16152217805394553	0.16255467675412139	0.15999876392416007	0.11781052603977032	0.11696832239338376	None	None	0.21104675777497622	0.20570581460665768	0.20035886613751042	0.20375649399379042
moss_0.05_4x_1	0.0	0.0	0.0	0.0	0.04621217476310115	0.04877307100218752	0.04956029912589876	0.04845368560939242	0.1678569173377239	0.16341064979472833	0.16563459578444598	0.1622476499796715	0.12020396421513885	0.11890683448998593	None	None	0.2146304055545479	0.2063112126731203	0.20681680873254119	0.21091246719869688
moss_0.05_8x_1	0.0	0.0	0.0	0.0	0.0473554383204853	0.049674946658007334	0.05025578127989204	0.0495095681037257	0.1689917152785664	0.16366305175848786	0.16405062529991174	0.16137303481555895	0.12148955425917121	0.12066346311855332	None	None	0.21120511249886917	0.20636774018345963	0.20803569681633807	0.20709656029028964
moss_0.0_1x_1	0.04928775721758876	0.04609149138600981	0.04718181797232162	0.047380849753311666	0.0	0.0	0.0	0.0	0.14925866156917295	0.14356183885477805	0.1453661585511657	0.14389977478669458	0.09653986096721039	0.09625458302145089	None	None	0.19072691672268893	0.1927114781094988	0.19341236859927036	0.19123455483424345
moss_0.0_2x_1	0.04916150007353355	0.046271198450082804	0.04751683167679786	0.047462933011177426	0.0	0.0	0.0	0.0	0.14706766302617746	0.1443026467749479	0.1449108854451343	0.14308483408737602	0.09802167265898694	0.09682685295142376	None	None	0.19523408750396992	0.19253511603766046	0.1926388585942833	0.19066896540085868
moss_0.0_4x_1	0.04967655401969532	0.046894594601963414	0.048019269515685095	0.04778895784810888	0.0	0.0	0.0	0.0	0.1487962197480522	0.14574648379114244	0.1459167722524407	0.14300438681262545	0.09753717505434671	0.09692217731487579	None	None	0.19843522974881508	0.19507108140216614	0.19118304220570267	0.19274815461671735
moss_0.0_8x_1	0.049893427983193454	0.04735061769578722	0.048262046208305605	0.04842124811832399	0.0	0.0	0.0	0.0	0.15134910263940124	0.14628232489239995	0.1460747146348209	0.1436191313041653	0.09882372600639487	0.09758925804383765	None	None	0.20338195368932002	0.1945742887356967	0.1988293439898987	0.19657978969877768
moss_0.15_1x_1	0.16000075526033689	0.16153123340854822	0.16451766325902684	0.16360061548012364	0.14581817985537326	0.14744582813004728	0.1492105314952344	0.14883089200010546	0.0	0.0	0.0	0.0	0.18324951715084986	0.18621107825949337	None	None	0.26060123435224364	0.2432686709570925	0.251122927381854	0.2479446440910803
moss_0.15_2x_1	0.15212880452524308	0.15358613662825865	0.1553214665411732	0.15357455058404734	0.13543615278476123	0.13991667114611034	0.14139458191611126	0.13907506472433848	0.0	0.0	0.0	0.0	0.1758380802401134	0.17564780502052973	None	None	0.25928143370132367	0.24683712322548826	0.251717351929651	0.2491325422912309
moss_0.15_4x_1	0.15389090265674465	0.1548597089056612	0.15781395441828458	0.15432896910136548	0.13728229692192112	0.1406417457897435	0.1417198178898303	0.13905822784496433	0.0	0.0	0.0	0.0	0.17754061622957418	0.17826234679904818	None	None	0.2606839629221562	0.2488334807323631	0.2499020412548101	0.2522100093098176
