sample	moss_0.05_1x_1	moss_0.05_2x_1	moss_0.05_4x_1	moss_0.05_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	moss_0.15_1x_1	moss_0.15_2x_1	moss_0.15_4x_1	moss_0.15_8x_1	moss_0.1_1x_1	moss_0.1_2x_1	moss_0.1_4x_1	moss_0.1_8x_1	moss_0.2_1x_1	moss_0.2_2x_1	moss_0.2_4x_1	moss_0.2_8x_1
moss_0.05_1x_1	0.0	0.0	0.0	0.0	0.04495430090877988	0.049112372958623605	0.05167447688966004	0.05123320365545354	0.1507405259738777	0.14851445776779879	0.15089185052558307	0.14855272918098875	0.10770332101270318	0.10859559453472949	0.1089935183937373	0.10906750459688085	0.19152766545449934	0.1885940050208607	0.18539990580267648	0.18668497125825556
moss_0.05_2x_1	0.0	0.0	0.0	0.0	0.04592381201570321	0.05000397008332816	0.05248071875503927	0.052101246228427	0.15444487338799812	0.15221185860373265	0.15400864458051214	0.15197932547812634	0.1105763440185609	0.11091535096973328	0.11245588195483794	0.11224078309134151	0.1992247512367357	0.19466385895347457	0.19014156846497282	0.19373813997307748
moss_0.05_4x_1	0.0	0.0	0.0	0.0	0.04690481088218258	0.05086935536617337	0.05304883020253477	0.052331252442305305	0.1567403473964767	0.15323406319938088	0.15605694706521145	0.1532854606899974	0.11248446279143436	0.1122984691348434	0.11397596228701654	0.11319341821588484	0.2014682192429513	0.19405940976289507	0.19513182891385616	0.19938389895627187
moss_0.05_8x_1	0.0	0.0	0.0	0.0	0.04706411100153966	0.050736984974540024	0.05267185765536475	0.05215154602028499	0.15618299493723856	0.15185786452246117	0.15294156620776067	0.15090489684979216	0.11227740239352774	0.11248320978883969	0.11294448005017517	0.11131938324965578	0.196369101969931	0.19232884905535497	0.1945041369819046	0.19398484558766363
moss_0.0_1x_1	0.04881277539508109	0.04874518849592628	0.049186528735351086	0.04905316230700042	0.0	0.0	0.0005298457219488907	0.0006850183549942144	0.1457639592978837	0.14109986501913527	0.14381710256120664	0.14283068779837663	0.09491600409018379	0.09557775894066385	0.0958476712360543	0.09551303469784121	0.18664500393160566	0.1893108499040321	0.19075866599252728	0.1889661189962771
moss_0.0_2x_1	0.04920166049711343	0.049768117757962436	0.05082691799291223	0.05072850886862062	0.0	0.0	0.0010376993127276626	0.001631350864182853	0.14413181601019648	0.14269027309396096	0.1447020297879386	0.14369037678976068	0.09684111815936602	0.0970182049870317	0.09757338349268951	0.09743741247031824	0.19151532424284978	0.18991723617364462	0.191218036157958	0.18993647790691953
moss_0.0_4x_1	0.049101396822881	0.04918581802692053	0.04946147297076403	0.04882609361478611	0.0005036589641721588	0.0006627644461110665	0.0	0.0016508100827155793	0.14476610484741173	0.1425100656961566	0.14346500414613853	0.14116222794914787	0.09543218489121594	0.09561734911187707	0.09592092195786714	0.09587723965882035	0.19349008892457978	0.19074354246928607	0.18753531132738935	0.18948042151212188
moss_0.0_8x_1	0.048116260800679385	0.04807429217821492	0.047809788932512025	0.047380471377017896	0.0005726405018309802	0.0008570908960001388	0.001449964591125154	0.0	0.14537249923697326	0.14092334781850466	0.14122755111691898	0.13935815802622287	0.09500335719689981	0.09433621340827203	0.0936278143903996	0.09361806770560609	0.19630310899971343	0.18799152541596728	0.19252132019836096	0.1906842294214834
moss_0.15_1x_1	0.14899219519557358	0.15347549854243114	0.15601327978586532	0.15486684025421818	0.1347997138424929	0.1374858343914719	0.14044626980528663	0.14054645037126942	0.0	0.0	0.0	0.0	0.17233106036579246	0.1759614031711874	0.17976770421352686	0.17894591093605206	0.25047495605282283	0.23350253485779068	0.24212865095982997	0.23915516961830807
moss_0.15_2x_1	0.14698670208689157	0.15136591855937018	0.1526326603452765	0.15067240618518174	0.13047029403779625	0.1358798936097268	0.1385122061920944	0.1367368849218324	0.0	0.0	0.0	0.0	0.1705925566871719	0.1710609663009971	0.17643011797066677	0.17416256434692073	0.25428722325784836	0.24231922498547062	0.2478633229685572	0.24549189925345496
moss_0.15_4x_1	0.14963726389243281	0.15337434467365457	0.15570659823667524	0.1520138402366048	0.13337032501034593	0.13759292267032153	0.1397700861359446	0.13760847149085212	0.0	0.0	0.0	0.0	0.17284654748380457	0.17419505547353484	0.1769444983761977	0.17517472582190416	0.25490520676793527	0.2437353339513658	0.24542371394159465	0.24796827548774206
moss_0.15_8x_1	0.1477675702050012	0.1517842853111789	0.15340021189371536	0.15043087241855363	0.1327476765553454	0.136663080714804	0.1378912360714202	0.13623101269249013	0.0	0.0	0.0	0.0	0.17044952056953577	0.17331398263106684	0.1753801830698926	0.1743442703808502	0.25269766740748845	0.2420586651264964	0.248687591308907	0.24269709767535058
moss_0.1_1x_1	0.10624568746005754	0.1100286981307779	0.1123955257845878	0.11187957900753288	0.08565977694487895	0.09206181408561581	0.09368003444907833	0.09345261662195092	0.172493951561016	0.17073757181092572	0.17292012144179808	0.17012017649356376	0.0	0.0	0.0	0.0	0.20907283507337548	0.20495048015397777	0.2078455442847568	0.2023387624746486
moss_0.1_2x_1	0.10733949367504288	0.11038175866077314	0.11212536369015703	0.11192881102310193	0.08706780236660704	0.09233957546381344	0.09427084700990818	0.09339052250120694	0.17618318744875147	0.17119614086645404	0.1741319109432709	0.17277147260685763	0.0	0.0	0.0	0.0	0.2130155459739947	0.2124603611928349	0.2162944220944692	0.21114957187599256
moss_0.1_4x_1	0.10792805305175446	0.11201403945402448	0.11391508689692358	0.11250429587866011	0.0877934428402049	0.09274742532340642	0.09496639166091744	0.09338436595799929	0.1801068949987094	0.1767076162256303	0.17700102367363124	0.1749463096658233	0.0	0.0	0.0	0.0	0.213536141071931	0.21137205024496536	0.21431728914373996	0.2123265081884618
moss_0.1_8x_1	0.10835635897634942	0.11211616451058504	0.11346766585952701	0.11121015305696155	0.0877834055177432	0.09260720449184404	0.09517001981429395	0.09366248417031184	0.17976620286913872	0.1749241863069668	0.17570962245001223	0.1743864339563104	0.0	0.0	0.0	0.0	0.21632088594903542	0.20946837874319293	0.21547098303401915	0.21013317674774626
moss_0.2_1x_1	0.18983615510305946	0.19820766025635847	0.20053753284199663	0.19465560051637643	0.17554639586592313	0.18423714486896586	0.18791419523433975	0.18962611241345223	0.2505284640825733	0.25415699209176207	0.254464179518214	0.2515524090244894	0.208971157596599	0.2128020928320046	0.21312868388645545	0.21530823938630864	0.0	0.0	0.0	0.0
moss_0.2_2x_1	0.18702660964236278	0.19376314499232652	0.19334804225103416	0.19086956908057617	0.1782579444613427	0.18236126188035565	0.18547160861393602	0.1820715907507558	0.23360935759926493	0.2423219580962646	0.24347627965232027	0.241146916709745	0.20479600426837813	0.21233530697082434	0.21111017980257826	0.2086561081623742	0.0	0.0	0.0	0.0
