sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1	
nematode_0.001_1x_1	0.0	0.0197541	0.0201104	0.0134947	0.0264727	0.0226996	0.023129	0.0164557	0.0284005	0.0246037	0.0249466	0.0184105	0.0301299	0.0266428	0.0269881	0.020376	0.0324704	0.0287554	0.0291113	0.0225788	0.0345157	0.0305441	0.030909	0.0244328	0.043952	0.0400489	0.0406211	0.0342118	0.0247277	0.0206447	0.0212274	0.0144832	
nematode_0.001_2x_1	0.0197541	0.0	0.0134225	0.00773707	0.0228412	0.0174295	0.0166297	0.0108676	0.0246501	0.0193784	0.0185568	0.0128294	0.0264655	0.02132	0.0204697	0.014782	0.0286691	0.0233423	0.0224975	0.0168705	0.0308487	0.0252525	0.0244441	0.0188032	0.0403548	0.0349708	0.0341889	0.028678	0.0209274	0.0153294	0.0146527	0.00879559	
nematode_0.001_4x_1	0.0201104	0.0134225	0.0	0.00672075	0.0230596	0.0164047	0.0148212	0.00977728	0.0249036	0.01837	0.01674	0.0116945	0.0266446	0.0203302	0.0187432	0.0136673	0.0288551	0.0223055	0.0206427	0.015706	0.0309123	0.0242386	0.022592	0.0176151	0.0403614	0.0338553	0.0323798	0.0274727	0.0212206	0.0144397	0.0128731	0.00777666	
nematode_0.001_8x_1	0.0134947	0.00773707	0.00672075	0.0	0.0164509	0.010703	0.00981068	0.0040091	0.0183694	0.0127471	0.0117281	0.00604664	0.0201911	0.014722	0.0137922	0.00805138	0.0223852	0.016739	0.0157924	0.0101514	0.0244861	0.0186936	0.0178391	0.0121225	0.0342207	0.0285762	0.0278066	0.0222203	0.0145626	0.00867421	0.00780938	0.00194678	
nematode_0.002_1x_1	0.0264727	0.0228412	0.0230596	0.0164509	0.0	0.0195816	0.0201342	0.0135132	0.0295981	0.0257224	0.0259402	0.0195146	0.0311232	0.0276976	0.0280072	0.0213779	0.0332882	0.0295598	0.0298352	0.0234218	0.0352677	0.031288	0.0317466	0.0252601	0.0447087	0.0410312	0.0415959	0.0351559	0.0256546	0.0216166	0.0222159	0.0154451	
nematode_0.002_2x_1	0.0226996	0.0174295	0.0164047	0.010703	0.0195816	0.0	0.0132951	0.00766153	0.0257396	0.02034	0.0194014	0.0137984	0.0274353	0.0222325	0.0213393	0.0156859	0.0296136	0.024147	0.0233415	0.0177999	0.0316759	0.0259584	0.0252139	0.0196154	0.0410346	0.035734	0.0350341	0.0295072	0.0219015	0.0162485	0.0155211	0.00972662	
nematode_0.002_4x_1	0.023129	0.0166297	0.0148212	0.00981068	0.0201342	0.0132951	0.0	0.00665613	0.0260351	0.0194965	0.0177619	0.0127783	0.0277089	0.0213937	0.0197458	0.0147372	0.0298781	0.023327	0.0217027	0.0167491	0.0318152	0.0252332	0.0235133	0.0185699	0.0413791	0.0348277	0.0332967	0.0284347	0.022354	0.0154873	0.0139325	0.00886074	
nematode_0.002_8x_1	0.0164557	0.0108676	0.00977728	0.0040091	0.0135132	0.00766153	0.00665613	0.0	0.0193549	0.0138047	0.0127665	0.00710232	0.0212247	0.0157343	0.0148078	0.00908348	0.023428	0.0177863	0.0168247	0.0111893	0.0254348	0.0196161	0.0187199	0.0130791	0.0350843	0.0295134	0.0287127	0.0231388	0.0155776	0.00964752	0.00883627	0.00298875	
nematode_0.004_1x_1	0.0284005	0.0246501	0.0249036	0.0183694	0.0295981	0.0257396	0.0260351	0.0193549	0.0	0.0198581	0.0200107	0.013538	0.0331322	0.029565	0.0297944	0.0233408	0.0350486	0.0314913	0.0316714	0.0253266	0.0372224	0.0333776	0.0335291	0.0271976	0.0466265	0.0428721	0.0432846	0.036954	0.0276258	0.0235086	0.0240028	0.0173689	
nematode_0.004_2x_1	0.0246037	0.0193784	0.01837	0.0127471	0.0257224	0.02034	0.0194965	0.0138047	0.0198581	0.0	0.0132521	0.00767955	0.0293237	0.0241088	0.0233408	0.0177075	0.0314349	0.026134	0.0252584	0.0197004	0.033596	0.028037	0.027205	0.0216236	0.0430286	0.0375159	0.0368252	0.0313934	0.023801	0.0182485	0.0175495	0.0117851	
