sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1	
oyster_0.001_1x_1	0.0	0.00736104	0.0137289	0.0127243	0.0258336	0.0225209	0.0232023	0.01631	0.0277857	0.0244715	0.0251511	0.0183027	0.0298028	0.0264655	0.027146	0.0203642	0.0315545	0.0284769	0.0291033	0.0223678	0.0332552	0.0302341	0.0310402	0.0242978	0.0425459	0.0395428	0.0403234	0.0338792	0.0241478	0.0206566	0.0212624	0.014209	
oyster_0.001_2x_1	0.00736104	0.0	0.00538182	0.00724024	0.022595	0.017531	0.0169131	0.0109249	0.0244699	0.0192974	0.0188158	0.0129195	0.0263518	0.0213345	0.0208401	0.0149315	0.0283858	0.0233614	0.0228055	0.0168726	0.0300316	0.0251628	0.0248303	0.0189098	0.0394071	0.0347415	0.0342258	0.0286068	0.0207025	0.0155551	0.0149272	0.00884149	
oyster_0.001_4x_1	0.0137289	0.00538182	0.0	0.00656962	0.0232897	0.0169705	0.0155251	0.0102533	0.0251394	0.0188675	0.0174412	0.0122343	0.0271745	0.0208951	0.0194324	0.0142104	0.0290609	0.0227891	0.0213538	0.0162532	0.0307329	0.0246697	0.0233392	0.018181	0.0401472	0.0341927	0.0326706	0.0278294	0.0213882	0.0150222	0.0135517	0.00821524	
oyster_0.001_8x_1	0.0127243	0.00724024	0.00656962	0.0	0.0162517	0.0109076	0.010187	0.00410928	0.0181897	0.0128625	0.0121894	0.00619226	0.0202119	0.01493	0.0141924	0.00827342	0.0221139	0.0168285	0.0162553	0.0103165	0.0239138	0.0187924	0.0182846	0.0123436	0.0334921	0.0285831	0.0279784	0.0223221	0.0142644	0.00885389	0.00815202	0.00198254	
oyster_0.002_1x_1	0.0258336	0.022595	0.0232897	0.0162517	0.0	0.00730768	0.0135978	0.0127088	0.0287962	0.0255316	0.0260919	0.019324	0.0306915	0.0273962	0.028088	0.0212898	0.0325448	0.0291863	0.0299337	0.0232243	0.0340607	0.0310557	0.0318106	0.0251637	0.0433556	0.0404012	0.0411728	0.034592	0.0249383	0.021517	0.0221569	0.0151871	
oyster_0.002_2x_1	0.0225209	0.017531	0.0169705	0.0109076	0.00730768	0.0	0.00532664	0.0072097	0.0253806	0.0203178	0.0197787	0.0139407	0.0272707	0.0223577	0.0217877	0.0158772	0.0291356	0.0241732	0.023755	0.0178898	0.0309707	0.0260072	0.0256016	0.0197477	0.0401997	0.0355888	0.0349576	0.0293247	0.0215782	0.016481	0.0158416	0.0098466	
oyster_0.002_4x_1	0.0232023	0.0169131	0.0155251	0.010187	0.0135978	0.00532664	0.0	0.0064674	0.0260727	0.0197768	0.0183039	0.0131614	0.0280697	0.0217856	0.0203068	0.0151251	0.0297756	0.0235726	0.0221282	0.0171037	0.0315647	0.025495	0.0241382	0.0190431	0.0408717	0.0348552	0.0333163	0.0285191	0.0222628	0.0159098	0.0144266	0.00915327	
oyster_0.002_8x_1	0.01631	0.0109249	0.0102533	0.00410928	0.0127088	0.0072097	0.0064674	0.0	0.0191622	0.0138719	0.0131515	0.00723471	0.0211803	0.0159031	0.0151773	0.00927066	0.0231078	0.01783	0.0171985	0.0113022	0.0249251	0.0197654	0.0192266	0.0133375	0.0344024	0.029462	0.0288561	0.0232327	0.0152929	0.00986616	0.00913995	0.00302886	
oyster_0.004_1x_1	0.0277857	0.0244699	0.0251394	0.0181897	0.0287962	0.0253806	0.0260727	0.0191622	0.0	0.00734782	0.0136454	0.0127256	0.032388	0.0292381	0.0298143	0.0231093	0.03418	0.0309872	0.0316691	0.0250353	0.0359034	0.0328978	0.033632	0.0271128	0.0451691	0.0420016	0.0428373	0.0364151	0.0266374	0.0232722	0.0240146	0.0171272	
oyster_0.004_2x_1	0.0244715	0.0192974	0.0188675	0.0128625	0.0255316	0.0203178	0.0197768	0.0138719	0.00734782	0.0	0.00527346	0.00712685	0.0292686	0.0242514	0.023664	0.0178016	0.0310722	0.0260832	0.0256033	0.0198149	0.0328618	0.0279564	0.0275074	0.021787	0.0419803	0.0372848	0.0367327	0.0312903	0.0234541	0.0183477	0.0177891	0.0118101	
