sample	leech_0.001_1x	leech_0.001_2x	leech_0.001_4x	leech_0.001_8x	leech_0.002_1x	leech_0.002_2x	leech_0.002_4x	leech_0.002_8x	leech_0.004_1x	leech_0.004_2x	leech_0.004_4x	leech_0.004_8x	leech_0.006_1x	leech_0.006_2x	leech_0.006_4x	leech_0.006_8x	leech_0.008_1x	leech_0.008_2x	leech_0.008_4x	leech_0.008_8x	leech_0.01_1x	leech_0.01_2x	leech_0.01_4x	leech_0.01_8x	leech_0.02_1x	leech_0.02_2x	leech_0.02_4x	leech_0.02_8x	leech_0.0_1x	leech_0.0_2x	leech_0.0_4x	leech_0.0_8x
leech_0.001_1x	0.0	0.0	0.0	0.0	0.00267	0.00268	0.00293	0.0	0.0044	0.0047	0.00475	0.0	0.00689	0.00675	0.00684	0.0	0.00879	0.00871	0.00892	0.0	0.01059	0.01071	0.01086	0.0	0.02066	0.02096	0.02104	0.0106	0.00065	0.00087	0.00088	0.0
leech_0.001_2x	0.0	0.0	0.0	0.0	0.00278	0.0028	0.00298	0.0	0.00474	0.00481	0.00492	0.0	0.00669	0.00687	0.00686	0.0	0.00885	0.0089	0.009	0.0	0.01065	0.01084	0.01091	0.00197	0.02066	0.02082	0.02083	0.01222	0.00082	0.00096	0.00097	0.0
leech_0.001_4x	0.0	0.0	0.0	0.0	0.00261	0.00276	0.003	0.0	0.00464	0.00483	0.00492	0.0	0.0067	0.00681	0.00687	0.0	0.00889	0.00893	0.00896	0.0013	0.01071	0.01075	0.0108	0.00317	0.02065	0.02078	0.02079	0.01338	0.00066	0.0009	0.00093	0.0
leech_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00138	0.0	0.0	0.00194	0.00326	0.0	0.01056	0.01227	0.01354	0.00616	0.0	0.0	0.0	0.0
leech_0.002_1x	0.00267	0.00281	0.00264	0.0	0.0	0.0	0.0	0.0	0.00536	0.00573	0.00574	0.0	0.00745	0.0077	0.00755	0.0	0.00974	0.00964	0.00971	0.0	0.01161	0.01143	0.01159	0.00098	0.02164	0.02178	0.02187	0.01134	0.00172	0.00176	0.00173	0.0
leech_0.002_2x	0.00265	0.0028	0.00277	0.0	0.0	0.0	0.0	0.0	0.00558	0.00568	0.00581	0.0	0.00752	0.00767	0.00766	0.0	0.00975	0.0098	0.00987	0.00085	0.01154	0.01155	0.01165	0.00278	0.02161	0.02157	0.02167	0.01301	0.00172	0.0018	0.00182	0.0
leech_0.002_4x	0.00289	0.00297	0.003	0.0	0.0	0.0	0.0	0.0	0.00574	0.00589	0.00596	0.0	0.00773	0.00789	0.00788	0.0	0.01007	0.01008	0.00999	0.00239	0.01169	0.01176	0.01185	0.00429	0.02176	0.02175	0.02177	0.01439	0.00177	0.00191	0.00201	0.0
leech_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00105	0.00237	0.0	0.00112	0.00287	0.00425	0.0	0.01137	0.01319	0.01444	0.00705	0.0	0.0	0.0	0.0
leech_0.004_1x	0.0044	0.00478	0.00469	0.0	0.00536	0.00563	0.00581	0.0	0.0	0.0	0.0	0.0	0.00943	0.00969	0.00966	0.0	0.01181	0.01179	0.0117	0.00117	0.01366	0.01363	0.01354	0.00297	0.02347	0.02341	0.02341	0.01308	0.00354	0.00369	0.00373	0.0
leech_0.004_2x	0.00466	0.00481	0.00484	0.0	0.00567	0.00568	0.00591	0.0	0.0	0.0	0.0	0.0	0.00956	0.00979	0.00977	0.00088	0.01185	0.01185	0.01186	0.00294	0.0135	0.01365	0.01364	0.00481	0.02338	0.02354	0.02342	0.01495	0.00369	0.00381	0.00386	0.0
leech_0.004_4x	0.00469	0.00491	0.00492	0.0	0.00567	0.00579	0.00596	0.0	0.0	0.0	0.0	0.0	0.00956	0.00984	0.00979	0.00228	0.01195	0.012	0.01185	0.00435	0.0136	0.01378	0.01376	0.00625	0.02356	0.02361	0.02359	0.01627	0.00367	0.00392	0.00394	0.0
leech_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101	0.00225	0.0	0.00137	0.00312	0.00434	0.0	0.00316	0.005	0.00624	0.0	0.01346	0.01512	0.0164	0.00904	0.0	0.0	0.0	0.0
leech_0.006_1x	0.00689	0.00675	0.00678	0.0	0.00746	0.0076	0.00783	0.0	0.00943	0.00966	0.00968	0.0	0.0	0.0	0.0	0.0	0.0135	0.01357	0.01366	0.00311	0.01537	0.01555	0.01551	0.00502	0.0252	0.02567	0.02537	0.01532	0.00575	0.00574	0.00577	0.0
leech_0.006_2x	0.00669	0.00687	0.00683	0.0	0.00763	0.00767	0.00792	0.0	0.00959	0.00979	0.00988	0.00101	0.0	0.0	0.0	0.0	0.01396	0.01377	0.01382	0.00499	0.01543	0.01564	0.01575	0.00696	0.02531	0.02554	0.02557	0.01696	0.00563	0.00582	0.00588	0.0
leech_0.006_4x	0.00676	0.00684	0.00687	0.0	0.00746	0.00763	0.00788	0.0	0.00954	0.00974	0.00979	0.00224	0.0	0.0	0.0	0.0	0.01374	0.01375	0.01371	0.00623	0.01533	0.01552	0.01567	0.00818	0.02531	0.02544	0.02549	0.01817	0.00559	0.00579	0.00583	0.0
leech_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00088	0.00229	0.0	0.0	0.0	0.0	0.0	0.0034	0.00497	0.00635	0.0	0.00503	0.0069	0.00825	0.0007	0.0154	0.01707	0.01834	0.01102	0.0	0.0	0.0	0.0
leech_0.008_1x	0.00879	0.00894	0.00901	0.0	0.00974	0.00984	0.01019	0.0	0.01181	0.01197	0.01209	0.00138	0.0135	0.0141	0.01391	0.00343	0.0	0.0	0.0	0.0	0.0175	0.01772	0.01773	0.00722	0.02748	0.02756	0.02751	0.01736	0.00758	0.00801	0.00817	0.0
leech_0.008_2x	0.00863	0.0089	0.00896	0.0	0.00955	0.0098	0.01011	0.00105	0.01168	0.01185	0.01204	0.00311	0.01344	0.01377	0.01379	0.00496	0.0	0.0	0.0	0.0	0.01733	0.01765	0.01767	0.00895	0.02747	0.0273	0.02736	0.01891	0.00765	0.00797	0.00805	0.0
leech_0.008_4x	0.00881	0.00897	0.00896	0.00137	0.00959	0.00984	0.00999	0.00236	0.01155	0.01182	0.01185	0.00432	0.01349	0.01378	0.01371	0.00632	0.0	0.0	0.0	0.0	0.01747	0.01756	0.01762	0.01025	0.0274	0.02739	0.0273	0.02015	0.00769	0.00789	0.00797	0.00038
