sample	oyster_0.001_1x	oyster_0.001_2x	oyster_0.001_4x	oyster_0.001_8x	oyster_0.002_1x	oyster_0.002_2x	oyster_0.002_4x	oyster_0.002_8x	oyster_0.004_1x	oyster_0.004_2x	oyster_0.004_4x	oyster_0.004_8x	oyster_0.006_1x	oyster_0.006_2x	oyster_0.006_4x	oyster_0.006_8x	oyster_0.008_1x	oyster_0.008_2x	oyster_0.008_4x	oyster_0.008_8x	oyster_0.01_1x	oyster_0.01_2x	oyster_0.01_4x	oyster_0.01_8x	oyster_0.02_1x	oyster_0.02_2x	oyster_0.02_4x	oyster_0.02_8x	oyster_0.0_1x	oyster_0.0_2x	oyster_0.0_4x	oyster_0.0_8x
oyster_0.001_1x	0.0	0.0	0.0	0.0	0.00299	0.00273	0.00258	0.0	0.00476	0.00492	0.00441	0.0	0.00655	0.00665	0.00611	0.0	0.00894	0.00875	0.00831	0.0	0.01067	0.01038	0.00994	0.0	0.0195	0.01937	0.0189	0.00667	0.00076	0.00072	0.00064	0.0
oyster_0.001_2x	0.0	0.0	0.0	0.0	0.00281	0.0024	0.00214	0.0	0.00481	0.00457	0.00408	0.0	0.00655	0.0064	0.00585	0.0	0.00894	0.00856	0.008	0.0	0.01072	0.01027	0.00979	0.0	0.01961	0.01944	0.01882	0.00867	0.00076	0.0005	0.0	0.0
oyster_0.001_4x	0.0	0.0	0.0	0.0	0.00264	0.00223	0.00193	0.0	0.00471	0.00434	0.00384	0.0	0.00652	0.00612	0.00569	0.0	0.00862	0.00828	0.00771	0.0	0.0105	0.0101	0.00961	0.00051	0.01956	0.01929	0.01859	0.01015	0.00069	0.0	0.0	0.0
oyster_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00104	0.0	0.00792	0.00975	0.01087	0.00231	0.0	0.0	0.0	0.0
oyster_0.002_1x	0.00299	0.00287	0.00269	0.0	0.0	0.0	0.0	0.0	0.00568	0.00581	0.00544	0.0	0.00755	0.00757	0.00722	0.0	0.00977	0.00977	0.00929	0.0	0.01158	0.01147	0.01095	0.0	0.02033	0.02031	0.01981	0.00758	0.00174	0.0017	0.00172	0.0
oyster_0.002_2x	0.00267	0.00239	0.00223	0.0	0.0	0.0	0.0	0.0	0.00574	0.00557	0.00508	0.0	0.00753	0.0073	0.00687	0.0	0.00971	0.00948	0.00897	0.0	0.01162	0.01132	0.01085	0.0	0.02054	0.02032	0.01954	0.00957	0.00172	0.00142	0.00128	0.0
oyster_0.002_4x	0.00252	0.00214	0.00193	0.0	0.0	0.0	0.0	0.0	0.00557	0.00531	0.00478	0.0	0.0074	0.00708	0.0066	0.0	0.0096	0.00926	0.00865	0.0	0.01136	0.01106	0.01046	0.00151	0.02054	0.02009	0.0194	0.01101	0.00156	0.00112	0.00098	0.0
oyster_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.00203	0.0	0.0089	0.01069	0.01176	0.00325	0.0	0.0	0.0	0.0
oyster_0.004_1x	0.00475	0.0049	0.0048	0.0	0.00567	0.00585	0.00568	0.0	0.0	0.0	0.0	0.0	0.00981	0.0098	0.00933	0.0	0.01155	0.01167	0.01116	0.0	0.01359	0.01344	0.01305	0.0	0.02221	0.02228	0.02159	0.00964	0.00403	0.00407	0.00396	0.0
oyster_0.004_2x	0.0048	0.00455	0.00432	0.0	0.00567	0.00555	0.0053	0.0	0.0	0.0	0.0	0.0	0.00958	0.00949	0.00896	0.0	0.0116	0.01146	0.01081	0.0	0.01353	0.01312	0.01269	0.0021	0.02217	0.02206	0.02144	0.01151	0.004	0.00363	0.00339	0.0
oyster_0.004_4x	0.0043	0.00406	0.00382	0.0	0.00531	0.00506	0.00477	0.0	0.0	0.0	0.0	0.0	0.00913	0.0089	0.00845	0.0	0.01124	0.01099	0.01036	0.00146	0.01311	0.01272	0.01222	0.00335	0.02199	0.02178	0.02119	0.01283	0.00348	0.00308	0.00286	0.0
