sample	oyster_0.001_1x_1	oyster_0.001_2x_1	oyster_0.001_4x_1	oyster_0.001_8x_1	oyster_0.002_1x_1	oyster_0.002_2x_1	oyster_0.002_4x_1	oyster_0.002_8x_1	oyster_0.004_1x_1	oyster_0.004_2x_1	oyster_0.004_4x_1	oyster_0.004_8x_1	oyster_0.006_1x_1	oyster_0.006_2x_1	oyster_0.006_4x_1	oyster_0.006_8x_1	oyster_0.008_1x_1	oyster_0.008_2x_1	oyster_0.008_4x_1	oyster_0.008_8x_1	oyster_0.01_1x_1	oyster_0.01_2x_1	oyster_0.01_4x_1	oyster_0.01_8x_1	oyster_0.02_1x_1	oyster_0.02_2x_1	oyster_0.02_4x_1	oyster_0.02_8x_1	oyster_0.0_1x_1	oyster_0.0_2x_1	oyster_0.0_4x_1	oyster_0.0_8x_1
oyster_0.001_1x_1	0.0	0.0	0.0	0.0	0.002716386757962684	0.0024612233526708893	0.0022173024762320677	0.0023353718182852587	0.004676622047696608	0.004656158244344017	0.004068563260493567	0.004001035072937712	0.006755931449071408	0.006530874818436489	0.0059180942696858444	0.0058463107595081755	0.008479503498901284	0.008462912026802527	0.0077299056433464824	0.007645653359887992	0.01017006715250641	0.010101205665636914	0.009554498696433286	0.009360930367304354	0.019284539244515394	0.01903384255408936	0.018392986360039013	0.018021990591383652	0.0010087337028717419	0.0006154603987360544	0.0003720501599207541	0.0006480810860754837
oyster_0.001_2x_1	0.0	0.0	0.0	0.0	0.0025276635505848757	0.0020882314972645393	0.001676265964022641	0.0017758655652615036	0.004446504155305772	0.004115919870665733	0.003502287589226665	0.0034804519529757897	0.006410088256578899	0.006072741315319319	0.005409575137491321	0.00534881629252404	0.008473489323503782	0.008051649920436308	0.007254621287267562	0.00711607794191427	0.010138314191041066	0.009767838425245442	0.009192599617439795	0.009023095661166701	0.019448703098207006	0.019075659360324276	0.01821151193432617	0.017784299371656383	0.0005477746709053823	0.0	0.0	0.0
oyster_0.001_4x_1	0.0	0.0	0.0	0.0	0.002360512620979519	0.001798353346693499	0.0014994024423718051	0.001697912104078696	0.004305513257630193	0.004005851267067838	0.0033639214453708016	0.0034634487081355264	0.006482077653072332	0.005999584220652191	0.005273795842808349	0.00532805986744097	0.008433221350765397	0.00787729912745834	0.007108516171681162	0.007159936447762586	0.010170365860492457	0.009720573566143477	0.009037187695347317	0.008954234701414711	0.019710924159288955	0.01913734885957935	0.01813186974610594	0.017869818038339837	0.0	0.0	0.0	0.0
oyster_0.001_8x_1	0.0	0.0	0.0	0.0	0.0024640928819110695	0.0019152041628094911	0.0016630242880497368	0.002218798175316274	0.0044123398715994475	0.004066060049805564	0.003523937675215853	0.004006794697347171	0.006616234420283877	0.006153663940820347	0.005525450884446162	0.005856809954554057	0.008480484296932825	0.007901836746307043	0.007282389558062625	0.007641065671145673	0.010465195018949552	0.009892192216806336	0.009215400930806448	0.00943449976985179	0.02003256756664807	0.01921822178599492	0.01828997801071728	0.018427524996876974	0.0	0.0	0.0	0.0006563747294848033
oyster_0.002_1x_1	0.002715696237122731	0.002564487533183966	0.0023814298770790457	0.00241220424102411	0.0	0.0	0.0	0.0	0.005651607281318856	0.005727918245691397	0.005034883094883929	0.004962492778711568	0.007594574791836512	0.007457586173487567	0.0068834515572531	0.006709604442927312	0.009425492401320729	0.009145021144379211	0.00857044323138241	0.008485469519805566	0.010913929504286142	0.010904035127111885	0.010327204188560448	0.009944259330362734	0.020019549779930833	0.01986310403397422	0.019239420847998522	0.018729501810247497	0.0017477834208648865	0.0014708687254279802	0.0012903824246545792	0.0015094669834349696
oyster_0.002_2x_1	0.0024234618779533272	0.002086794080379973	0.0017925550572210874	0.0018648757437277213	0.0	0.0	0.0	0.0	0.005314951845512275	0.005143019812441194	0.0044911377400665715	0.0044403939026049135	0.007283686952866276	0.007099310111809297	0.0063790083712069725	0.006266194963898476	0.009161365678847932	0.00884615654588315	0.0082233078307949	0.008019133382751871	0.011026476786658586	0.010595000576433212	0.009965737154361816	0.009677495343294167	0.02016425575536592	0.019890223398338923	0.01892979052213254	0.018444138354009196	0.0013853729843296542	0.0010028127870436072	0.0006918115025613566	0.000967157684099227
oyster_0.002_4x_1	0.0021943138019333308	0.00167866692441577	0.0014978789401204739	0.0016296650644968718	0.0	0.0	0.0	0.0	0.005179297727716177	0.004880724881128336	0.004201238734902461	0.004153461709464924	0.0073086554040530365	0.006849847014644523	0.006120640367529132	0.006025172658554605	0.00905979765796793	0.008607821208624331	0.007844120604855037	0.00777696014290776	0.010919722153410253	0.010492899599723998	0.009796168079612033	0.009551557179446023	0.020323939089002558	0.019717144663219353	0.018711431772151586	0.018423101283466754	0.0011357003953518649	0.0006209519319327182	0.00041510305494042114	0.0007699574328113914
oyster_0.002_8x_1	0.002381513620367666	0.0018204869596071282	0.001729263200744908	0.0022168689544219034	0.0	0.0	0.0	0.0	0.005273866878512541	0.004953920209291507	0.004298143913502821	0.004748748014382846	0.0074012572356508925	0.006975710996108051	0.006295297078054044	0.006541542513421054	0.009262977531652096	0.00865743868553144	0.008036357033475957	0.008361269264118919	0.011206097260995213	0.010634237251613462	0.009930100520248876	0.010096827458012672	0.020621421574803893	0.01984423207269742	0.01892005560036294	0.019090533916111038	0.0011934994886479836	0.000712043977236574	0.0006703716942388177	0.0013562226781149633
oyster_0.004_1x_1	0.004671887650507047	0.004509959375956647	0.004343661751281619	0.004320559078566559	0.005647333661966498	0.00539582882041525	0.005234008869320632	0.005174025883534619	0.0	0.0	0.0	0.0	0.00925529588148157	0.00935339629474878	0.008699227511242778	0.00852740612523511	0.011013997729196945	0.010990870668525693	0.010391740178475427	0.010234658586106449	0.012721087542799835	0.012788847563125852	0.012237022587759242	0.01194809586404019	0.021760600399010593	0.021456734720150604	0.020949374536474823	0.020425668775951054	0.003430298634231352	0.0032869724465359063	0.003263896858471268	0.003477149880413891
oyster_0.004_2x_1	0.004564074584525778	0.004098554603119671	0.003981141562616202	0.003948238082619025	0.005615123062410618	0.005124940851341257	0.004856869321037297	0.00481718962525277	0.0	0.0	0.0	0.0	0.009443313164771414	0.009227194441610052	0.008529198642223956	0.008279998985447382	0.01124324999131575	0.010982119537678997	0.01033442726789695	0.01000405078476371	0.013048240636818156	0.012763088398209556	0.012129883942753151	0.011702186947119372	0.022011979120241252	0.021735398502101374	0.02090557902142171	0.02046293010004315	0.003451616647697774	0.003128456535866728	0.002938641457446631	0.0030955215988913557
oyster_0.004_4x_1	0.004009901160604083	0.003496541556025077	0.003352237527578723	0.0034454191096567667	0.004962036998433406	0.00448613803025642	0.0041909127537664344	0.004206765726956055	0.0	0.0	0.0	0.0	0.009020517568457714	0.008645003708170108	0.007921462590547192	0.007792463817970952	0.010806283596993824	0.010378933463933827	0.009639553932794804	0.009533476665374262	0.01254447829845506	0.012177452066997977	0.011514336632634986	0.011228883242737537	0.021910104279418176	0.021385908567301087	0.020475260459558452	0.020186242826739916	0.002893613123596473	0.002497156678839435	0.002344099913621734	0.0025958479966817
oyster_0.004_8x_1	0.0040685873617859695	0.0035609413591820515	0.0035224611525959543	0.003998786222598238	0.0050452262851707974	0.0045449626989996755	0.00422813555727501	0.004743370621396461	0.0	0.0	0.0	0.0	0.009155242838298204	0.008658968069909472	0.007984847769151858	0.008305607174930167	0.010815376437757183	0.010347532209453713	0.009783789654935988	0.01014336287564277	0.012861310342131085	0.012208311413168197	0.01160551217270786	0.011804590646068919	0.02219925018784663	0.021510104520461325	0.020625096132118107	0.020782711462134673	0.002882473811381495	0.002535073524546139	0.0024861434845760777	0.0031563114409153764
oyster_0.006_1x_1	0.006744091062900157	0.0064992089794862085	0.00653923332324527	0.006480243280678039	0.007583195316094034	0.007391548896847746	0.00738502672230855	0.007262275817505637	0.009248388114700858	0.009623507758628243	0.009149293129240487	0.009006450816024749	0.0	0.0	0.0	0.0	0.013186261327449003	0.013082770761276993	0.012563138084726647	0.012290836355551461	0.014671203953961206	0.014659637693139264	0.014355624307769616	0.014087468268127864	0.023517494913111697	0.023945855724874218	0.02326987001813246	0.02269359576989211	0.00556512243684544	0.005575906030804012	0.00545229117657282	0.00558781975829235
oyster_0.006_2x_1	0.006399017709097798	0.006046407741444251	0.005963084283867014	0.005977405088284671	0.007307966766529909	0.007073437485308108	0.0068167558297418905	0.006785196552725988	0.009170466706669616	0.0092255686213638	0.00862902848040057	0.008438353342508916	0.0	0.0	0.0	0.0	0.01311729891764374	0.012861087306399841	0.012205015241600939	0.011883505067597935	0.01479440991102567	0.014572820327792927	0.01397971791503194	0.013722800139719878	0.023775788271466963	0.023632783835436735	0.022709233293406107	0.02224752953204381	0.0053626409524536595	0.005082223113377216	0.004912369221477984	0.00513074723916149
oyster_0.006_4x_1	0.005828668188027582	0.0053988869376421	0.005254802679154448	0.005402566530297523	0.006779378784579613	0.006369801862421966	0.006104755365450211	0.00616165445406797	0.008570060086122546	0.008542109000663337	0.007920197208397933	0.00782626717232236	0.0	0.0	0.0	0.0	0.012677759578638452	0.012314708529773271	0.01149963628799534	0.011375922481196003	0.014329921113058704	0.014038038300819417	0.013411947101756083	0.013107118388264222	0.023661622175545044	0.023081906705235477	0.022203683062291982	0.021899005432592433	0.00471752051827837	0.0043509556767015985	0.004232756011866262	0.0044725099046004435
oyster_0.006_8x_1	0.005930402053930373	0.005463262217953926	0.005412360409287239	0.005839537146302983	0.006805353436169758	0.006403054330372965	0.0061261180604895325	0.0065278927973276765	0.00864947064346406	0.00848438084056603	0.007940755950117045	0.008297665779585482	0.0	0.0	0.0	0.0	0.012713757948229307	0.012123888808045553	0.011495528240066749	0.011832380640229807	0.0144847927068783	0.014012765945679205	0.013373314582389346	0.013459418876699424	0.02378854743621347	0.022967928960821383	0.022271439923197456	0.02244163512470895	0.004645669801373007	0.004387072400883988	0.004314241647450909	0.005014009669403346
oyster_0.008_1x_1	0.008461409418379197	0.008590439893794967	0.008508497087420085	0.008309028863958706	0.009407767927911946	0.009295559978871746	0.009154650113503195	0.009091699216306261	0.01100146530943112	0.011454744839858158	0.010959864593822763	0.01064108386424945	0.013181035165754609	0.013367425270478763	0.012863787225770694	0.012535535303588592	0.0	0.0	0.0	0.0	0.016275487412262667	0.016623525874766114	0.016293138514533508	0.01598019884923627	0.024914280887106753	0.025185668849990423	0.024639087480186696	0.023980450722181277	0.007378050472296774	0.0074588308587926104	0.007475978358601384	0.007497887568472845
