sample	moss_0.05_1x_1	moss_0.05_2x_1	moss_0.05_4x_1	moss_0.05_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	moss_0.15_1x_1	moss_0.15_2x_1	moss_0.15_4x_1	moss_0.15_8x_1	moss_0.1_1x_1	moss_0.1_2x_1	moss_0.1_4x_1	moss_0.1_8x_1	moss_0.2_1x_1	moss_0.2_2x_1	moss_0.2_4x_1	moss_0.2_8x_1
moss_0.05_1x_1	0.0	0	0	0	0.04166983894501319	0.04222486462728137	0.041112539251216385	0.04496422702993985	0.14547209592594224	0.1447111410469657	0.1432310587644695	0.14573758564011075	0.1022257834778394	0.10471347406389886	0.10588814429349047	0.10644258284677732	0.18372839753863024	0.185307119184414	0.18396975155592432	0.1869394159825284
moss_0.05_2x_1	0	0.0	0	0	0.043871846262959924	0.04414485047052441	0.04351458137980635	0.04700068419388137	0.14612092094340245	0.14637818704548922	0.14537700939041454	0.14842780895192353	0.10612976821321196	0.10832148547697962	0.1100371447339723	0.11047850977562501	0.18940912220716632	0.18919266865150397	0.18930538295900046	0.19163844609928904
moss_0.05_4x_1	0	0	0.0	0	0.04549875389817848	0.0459827176764952	0.04514692948222565	0.048535637796105036	0.14724276745297982	0.1487350738290002	0.1474405938296779	0.1497266997440898	0.10710915725064707	0.10945297405083909	0.11023656295657891	0.11096564510902918	0.1895257571799246	0.19074439379637098	0.18846204625981644	0.19230612789203938
moss_0.05_8x_1	0	0	0	0.0	0.045601846290382886	0.04578211514873842	0.04512714076521984	0.04831665368621929	0.1496709960889986	0.1498351891989531	0.14935133164311154	0.15111473727699132	0.10883613005435044	0.11127174245883553	0.11208971301341464	0.1127347546503008	0.191092303518006	0.19123746842033418	0.19254037696187065	0.1940763746520937
moss_0.0_1x_1	0.04166983894501319	0.043871846262959924	0.04549875389817848	0.045601846290382886	0.0	0	0	0.0003016958927034574	0.12870923126464884	0.1298005880659252	0.13012906323546702	0.13082562775069484	0.08410220862714501	0.08619546266770817	0.08707198058868626	0.08718388503006635	0.17516509227482058	0.17993817369108278	0.17758074259228163	0.1814965120515798
moss_0.0_2x_1	0.04222486462728137	0.04414485047052441	0.0459827176764952	0.04578211514873842	0	0.0	0	0	0.1284878265305197	0.130289172940125	0.13182258498072585	0.13213315865379405	0.08480863840131048	0.08732137150045238	0.08836767255053424	0.08805299286933543	0.17909971958259086	0.18168510942326044	0.18005993197177173	0.18224555381724605
moss_0.0_4x_1	0.041112539251216385	0.04351458137980635	0.04514692948222565	0.04512714076521984	0	0	0.0	0	0.1274187545280424	0.12996239900423245	0.1315026220099632	0.13171516498436586	0.0836518486226876	0.0864503873591298	0.0878896765782945	0.08734992621263504	0.17633917878098115	0.17748586582435388	0.17879294619017172	0.17888263180622044
moss_0.0_8x_1	0.04496422702993985	0.04700068419388137	0.048535637796105036	0.04831665368621929	0.0003016958927034574	0	0	0.0	0.1328584359141992	0.13507928960708626	0.13594840172064482	0.13643435178575924	0.08801712025795827	0.09084229940789679	0.09201456720434176	0.0917814735338286	0.1824916078401021	0.1842247084856774	0.18469151197345424	0.18604686435644513
moss_0.15_1x_1	0.14547209592594224	0.14612092094340245	0.14724276745297982	0.1496709960889986	0.12870923126464884	0.1284878265305197	0.1274187545280424	0.1328584359141992	0.0	1.3141380393766333e-05	7.497465933548053e-05	8.727384527895676e-05	0.1678004163101351	0.16641400971518638	0.16762417336270496	0.16892006067465637	0.25987852794943156	0.24685633628731385	0.2638221082212412	0.2683382983569381
moss_0.15_2x_1	0.1447111410469657	0.14637818704548922	0.1487350738290002	0.1498351891989531	0.1298005880659252	0.130289172940125	0.12996239900423245	0.13507928960708626	1.3141380393766333e-05	0.0	9.603180790573873e-07	4.4724799568740536e-05	0.1679449598623851	0.16877078166727544	0.16997318661330518	0.17176540841317145	0.23693539050074952	0.22924293070744817	0.247389400350979	0.2370796226917462
