sample	nematode_0.001_1x	nematode_0.001_2x	nematode_0.001_4x	nematode_0.001_8x	nematode_0.002_1x	nematode_0.002_2x	nematode_0.002_4x	nematode_0.002_8x	nematode_0.004_1x	nematode_0.004_2x	nematode_0.004_4x	nematode_0.004_8x	nematode_0.006_1x	nematode_0.006_2x	nematode_0.006_4x	nematode_0.006_8x	nematode_0.008_1x	nematode_0.008_2x	nematode_0.008_4x	nematode_0.008_8x	nematode_0.01_1x	nematode_0.01_2x	nematode_0.01_4x	nematode_0.01_8x	nematode_0.02_1x	nematode_0.02_2x	nematode_0.02_4x	nematode_0.02_8x	nematode_0.0_1x	nematode_0.0_2x	nematode_0.0_4x	nematode_0.0_8x
nematode_0.001_1x	0.0	0.0	0.0	0.0	0.00308	0.00267	0.00246	0.0	0.00464	0.00467	0.00434	0.0	0.00658	0.00668	0.0061	0.0	0.00861	0.00855	0.00783	0.0	0.01057	0.01054	0.0098	0.0	0.02007	0.01964	0.01883	0.00745	0.001	0.0008	0.00055	0.0
nematode_0.001_2x	0.0	0.0	0.0	0.0	0.00299	0.0025	0.00213	0.0	0.00466	0.00466	0.00414	0.0	0.00659	0.00655	0.00586	0.0	0.00861	0.00834	0.00761	0.0	0.01066	0.01033	0.00973	0.0	0.02026	0.01961	0.01881	0.00921	0.00081	0.00046	0.0	0.0
nematode_0.001_4x	0.0	0.0	0.0	0.0	0.00288	0.00223	0.00191	0.0	0.00452	0.00441	0.00388	0.0	0.00649	0.00626	0.00566	0.0	0.00857	0.00822	0.00754	0.0	0.01054	0.0103	0.00958	0.00119	0.02015	0.01943	0.01869	0.01058	0.00076	0.0	0.0	0.0
nematode_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00057	0.00158	0.0	0.00918	0.01047	0.01129	0.00313	0.0	0.0	0.0	0.0
nematode_0.002_1x	0.00308	0.003	0.00287	0.0	0.0	0.0	0.0	0.0	0.00585	0.00595	0.00572	0.0	0.00811	0.00793	0.00749	0.0	0.01001	0.00967	0.00912	0.0	0.01155	0.01166	0.01121	0.0	0.02127	0.02078	0.02016	0.00881	0.00217	0.00209	0.00185	0.0
nematode_0.002_2x	0.00266	0.0025	0.00221	0.0	0.0	0.0	0.0	0.0	0.00544	0.0056	0.00514	0.0	0.00772	0.00749	0.0069	0.0	0.00964	0.00922	0.00866	0.0	0.01141	0.01112	0.01067	0.0007	0.02105	0.02039	0.01966	0.0101	0.00178	0.00148	0.00126	0.0
nematode_0.002_4x	0.00247	0.00215	0.00191	0.0	0.0	0.0	0.0	0.0	0.00544	0.00538	0.00484	0.0	0.00749	0.00719	0.00664	0.0	0.00934	0.00907	0.00843	0.0	0.01126	0.01114	0.01045	0.00214	0.02106	0.02024	0.0196	0.01146	0.00167	0.00117	0.00092	0.0
nematode_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.00245	0.0	0.01004	0.01134	0.01213	0.00402	0.0	0.0	0.0	0.0
nematode_0.004_1x	0.00464	0.00468	0.00451	0.0	0.00585	0.00547	0.00543	0.0	0.0	0.0	0.0	0.0	0.00956	0.00939	0.00899	0.0	0.01147	0.01126	0.0108	0.0	0.01323	0.01314	0.01273	0.00105	0.02254	0.0224	0.02182	0.01051	0.00387	0.00364	0.00351	0.0
nematode_0.004_2x	0.00464	0.00465	0.00437	0.0	0.0059	0.00558	0.00533	0.0	0.0	0.0	0.0	0.0	0.0096	0.00956	0.00896	0.0	0.01151	0.0114	0.01074	0.001	0.01343	0.0134	0.0129	0.00301	0.02291	0.02238	0.02164	0.01226	0.00388	0.00365	0.00342	0.0
