sample	club-moss_0.001_1x	club-moss_0.001_2x	club-moss_0.001_4x	club-moss_0.001_8x	club-moss_0.002_1x	club-moss_0.002_2x	club-moss_0.002_4x	club-moss_0.002_8x	club-moss_0.004_1x	club-moss_0.004_2x	club-moss_0.004_4x	club-moss_0.004_8x	club-moss_0.006_1x	club-moss_0.006_2x	club-moss_0.006_4x	club-moss_0.006_8x	club-moss_0.008_1x	club-moss_0.008_2x	club-moss_0.008_4x	club-moss_0.008_8x	club-moss_0.01_1x	club-moss_0.01_2x	club-moss_0.01_4x	club-moss_0.01_8x	club-moss_0.02_1x	club-moss_0.02_2x	club-moss_0.02_4x	club-moss_0.02_8x	club-moss_0.0_1x	club-moss_0.0_2x	club-moss_0.0_4x	club-moss_0.0_8x
club-moss_0.001_1x	0.0	0.0	0.00587	0.01015	0.00253	0.00211	0.00831	0.01219	0.00426	0.00369	0.00991	0.01333	0.00566	0.0053	0.01145	0.01465	0.00745	0.00689	0.01292	0.01595	0.00904	0.00834	0.01435	0.01701	0.0173	0.01709	0.02148	0.0235	0.00087	0.00053	0.00643	0.0109
club-moss_0.001_2x	0.0	0.0	0.00411	0.00821	0.00223	0.00178	0.00652	0.01035	0.00387	0.0032	0.00801	0.01136	0.00564	0.00499	0.00943	0.01256	0.00722	0.00676	0.01082	0.01381	0.00908	0.00838	0.01217	0.01482	0.01733	0.01704	0.01931	0.02149	0.00052	0.0	0.00478	0.00909
club-moss_0.001_4x	0.0058	0.0042	0.0	0.00672	0.00815	0.00639	0.0075	0.01057	0.00977	0.00785	0.00867	0.01137	0.01141	0.00964	0.00984	0.01224	0.01301	0.01126	0.01099	0.01313	0.0147	0.01263	0.01226	0.01428	0.02296	0.02105	0.0189	0.02074	0.00659	0.00492	0.00637	0.00972
club-moss_0.001_8x	0.01054	0.00879	0.00703	0.0	0.01284	0.01101	0.01085	0.01432	0.01456	0.01255	0.01183	0.0149	0.01609	0.01416	0.01284	0.01558	0.01755	0.01592	0.01386	0.01655	0.01944	0.01708	0.01515	0.01754	0.02737	0.02567	0.02143	0.02358	0.01123	0.00949	0.01011	0.01394
club-moss_0.002_1x	0.00253	0.00231	0.00827	0.01241	0.0	0.0	0.0064	0.01017	0.00489	0.00436	0.01081	0.01423	0.00649	0.00598	0.01236	0.01556	0.00822	0.00771	0.01396	0.01698	0.00971	0.0092	0.01521	0.01808	0.0183	0.0178	0.02252	0.02468	0.00166	0.00131	0.00743	0.01169
club-moss_0.002_2x	0.00204	0.00178	0.00628	0.01031	0.0	0.0	0.00407	0.00792	0.00448	0.004	0.00859	0.01195	0.00626	0.00576	0.00995	0.01318	0.00785	0.00734	0.01138	0.01443	0.00968	0.00896	0.01275	0.01552	0.01796	0.01757	0.01967	0.02203	0.00137	0.00105	0.00547	0.00971
club-moss_0.002_4x	0.00814	0.0066	0.00744	0.01031	0.00627	0.00412	0.0	0.00482	0.01067	0.00867	0.00917	0.01155	0.01237	0.01035	0.0103	0.01254	0.01379	0.012	0.01152	0.01344	0.01551	0.01331	0.01263	0.01438	0.02348	0.02162	0.01921	0.02074	0.00759	0.00573	0.00685	0.01005
club-moss_0.002_8x	0.0126	0.01104	0.01102	0.01429	0.01052	0.00846	0.00507	0.0	0.01518	0.01321	0.01226	0.01514	0.01679	0.01473	0.01314	0.01583	0.01832	0.01654	0.0142	0.01667	0.02018	0.0177	0.01547	0.01763	0.02785	0.02611	0.02165	0.02363	0.01191	0.01021	0.01061	0.0141
club-moss_0.004_1x	0.00428	0.00402	0.00994	0.01412	0.00491	0.00464	0.01094	0.01476	0.0	0.0	0.00669	0.01007	0.00846	0.00788	0.01402	0.0171	0.00971	0.00938	0.01539	0.01846	0.01143	0.01087	0.01685	0.01937	0.01946	0.01914	0.02393	0.02596	0.00341	0.00328	0.00904	0.01345
club-moss_0.004_2x	0.00359	0.00322	0.00774	0.0118	0.00423	0.00401	0.00861	0.01246	0.0	0.0	0.00396	0.0074	0.00781	0.00715	0.01135	0.0147	0.00926	0.00887	0.01284	0.01585	0.01087	0.01033	0.01423	0.01691	0.01905	0.01876	0.02103	0.0233	0.00286	0.00249	0.00695	0.0113
club-moss_0.004_4x	0.00967	0.00808	0.00859	0.01121	0.01054	0.00865	0.00914	0.01165	0.00652	0.00399	0.0	0.00179	0.01386	0.01171	0.01127	0.01315	0.01531	0.01323	0.01248	0.01416	0.017	0.01457	0.01353	0.01506	0.02478	0.02274	0.01981	0.02124	0.00913	0.00726	0.00797	0.01086
club-moss_0.004_8x	0.01371	0.01205	0.0118	0.01483	0.01461	0.01266	0.01207	0.01509	0.01035	0.00784	0.00189	0.0	0.0178	0.01581	0.01377	0.01625	0.01934	0.01744	0.01482	0.01711	0.02098	0.01875	0.01584	0.01796	0.0289	0.02684	0.022	0.02394	0.01307	0.01128	0.01146	0.01457
club-moss_0.006_1x	0.00569	0.00586	0.01163	0.01564	0.00652	0.0065	0.0127	0.01637	0.00848	0.00808	0.01428	0.01743	0.0	0.0	0.00692	0.00999	0.01145	0.01107	0.01713	0.01999	0.01295	0.01257	0.01849	0.02093	0.02103	0.02083	0.02521	0.02723	0.00504	0.0052	0.01077	0.01502
club-moss_0.006_2x	0.00516	0.00503	0.00953	0.01337	0.00581	0.00579	0.01031	0.01395	0.00765	0.00717	0.0117	0.01504	0.0	0.0	0.00399	0.0071	0.01068	0.01034	0.01434	0.01737	0.01233	0.01185	0.01563	0.01841	0.02063	0.02034	0.02245	0.02478	0.00446	0.0043	0.0087	0.01286
club-moss_0.006_4x	0.0112	0.00953	0.00977	0.01221	0.01208	0.01005	0.0103	0.01252	0.01367	0.01142	0.01129	0.01318	0.00674	0.00401	0.0	0.0	0.01654	0.01459	0.01339	0.015	0.01842	0.01589	0.01454	0.01595	0.026	0.02388	0.02071	0.02197	0.01056	0.00868	0.00926	0.01197
club-moss_0.006_8x	0.01498	0.01324	0.01264	0.01545	0.01588	0.01387	0.01305	0.01572	0.0174	0.01542	0.01371	0.01618	0.01019	0.00747	0.0	0.0	0.02054	0.01856	0.01572	0.01762	0.0222	0.01983	0.01672	0.01848	0.02983	0.02802	0.02269	0.02428	0.01432	0.01249	0.0123	0.01537
club-moss_0.008_1x	0.00751	0.00753	0.01329	0.01711	0.00827	0.00817	0.01419	0.0179	0.00975	0.0096	0.0158	0.01898	0.01147	0.01105	0.01703	0.02026	0.0	0.0	0.00708	0.00999	0.01458	0.01396	0.01985	0.0225	0.02245	0.02224	0.02665	0.02886	0.00683	0.00684	0.01239	0.01653
club-moss_0.008_2x	0.00673	0.00682	0.01116	0.01508	0.00751	0.0074	0.01198	0.01571	0.00912	0.00892	0.01324	0.01664	0.01075	0.01036	0.01458	0.0178	0.0	0.0	0.00383	0.00689	0.01409	0.01342	0.01746	0.02001	0.02184	0.02163	0.02403	0.02623	0.00598	0.00594	0.01038	0.01458
club-moss_0.008_4x	0.01266	0.01095	0.01094	0.01322	0.01367	0.0115	0.01155	0.01357	0.01504	0.01294	0.01254	0.01422	0.01671	0.01442	0.01341	0.01516	0.0069	0.00385	0.0	0.0	0.01983	0.01731	0.01562	0.01688	0.02722	0.02522	0.02151	0.02279	0.0121	0.01012	0.01045	0.01298
club-moss_0.008_8x	0.01626	0.01452	0.01353	0.01638	0.01728	0.01514	0.01395	0.01653	0.01875	0.01658	0.01474	0.01702	0.02025	0.01811	0.01557	0.01759	0.01014	0.00721	0.0	0.0	0.02345	0.02101	0.01766	0.01904	0.03073	0.02889	0.02344	0.0249	0.01557	0.01384	0.01332	0.01617
club-moss_0.01_1x	0.00914	0.00948	0.01505	0.019	0.0098	0.01009	0.01599	0.01977	0.0115	0.01131	0.01757	0.02064	0.01301	0.01277	0.019	0.02196	0.01461	0.01457	0.0204	0.02325	0.0	0.0	0.00711	0.00966	0.02372	0.02382	0.02813	0.03055	0.00875	0.0087	0.01428	0.01843
club-moss_0.01_2x	0.00816	0.00847	0.01255	0.01623	0.00898	0.00904	0.01331	0.01686	0.0106	0.0104	0.01462	0.01794	0.01223	0.0119	0.0159	0.01908	0.01356	0.01345	0.01729	0.02026	0.0	0.0	0.00357	0.00612	0.02306	0.02313	0.0251	0.02736	0.00765	0.00764	0.01184	0.01578
club-moss_0.01_4x	0.0141	0.01235	0.01222	0.01449	0.01492	0.01292	0.01268	0.01482	0.0165	0.01438	0.01362	0.01524	0.01807	0.01575	0.0146	0.01615	0.01937	0.01755	0.01565	0.0171	0.00694	0.00359	0.0	0.0	0.02843	0.02633	0.0227	0.02373	0.01356	0.01159	0.01173	0.0142
club-moss_0.01_8x	0.01732	0.01556	0.0147	0.01735	0.01839	0.01627	0.01491	0.01746	0.01965	0.01767	0.01566	0.01785	0.02119	0.01917	0.01654	0.01844	0.02273	0.02078	0.01745	0.01903	0.00978	0.00639	0.0	0.0	0.03185	0.02987	0.02421	0.02541	0.01676	0.01491	0.01443	0.01709
club-moss_0.02_1x	0.01762	0.01822	0.02368	0.02702	0.0186	0.01884	0.02437	0.02755	0.01975	0.01993	0.02577	0.0287	0.0213	0.02152	0.02697	0.02975	0.02269	0.02273	0.02818	0.0307	0.02392	0.02394	0.02936	0.03184	0.0	0.0	0.00681	0.00871	0.01722	0.01776	0.0228	0.02656
club-moss_0.02_2x	0.01687	0.01736	0.02111	0.0247	0.01755	0.01788	0.02182	0.02517	0.01884	0.01904	0.023	0.02598	0.02046	0.02059	0.0241	0.02724	0.02182	0.02185	0.0254	0.02814	0.02333	0.02332	0.02647	0.02912	0.0	0.0	0.00253	0.0048	0.01617	0.01665	0.02045	0.02424
club-moss_0.02_4x	0.02128	0.01972	0.019	0.02071	0.02228	0.02007	0.01944	0.02096	0.02364	0.02139	0.02008	0.02137	0.02487	0.02278	0.02095	0.02214	0.02625	0.02433	0.02171	0.02291	0.02766	0.02537	0.02287	0.02368	0.00664	0.00255	0.0	0.0	0.02076	0.01899	0.01876	0.0206
club-moss_0.02_8x	0.02406	0.02264	0.02145	0.02345	0.02522	0.02317	0.02159	0.02354	0.02648	0.02444	0.02217	0.02392	0.02772	0.0259	0.02287	0.02434	0.02933	0.02736	0.02366	0.02501	0.03099	0.02848	0.02459	0.02554	0.00881	0.005	0.0	0.0	0.02358	0.02203	0.02123	0.02361
club-moss_0.0_1x	0.00087	0.00054	0.00666	0.01081	0.00166	0.00141	0.00774	0.01149	0.00339	0.00294	0.00934	0.01268	0.00501	0.00457	0.01078	0.01398	0.00677	0.00612	0.01233	0.01525	0.00864	0.00781	0.01378	0.01643	0.01688	0.01637	0.02094	0.02301	0.0	0.0	0.00571	0.01018
club-moss_0.0_2x	0.00051	0.0	0.00481	0.00885	0.00126	0.00104	0.00565	0.00955	0.00316	0.00247	0.00719	0.0106	0.00499	0.00426	0.00857	0.01182	0.00655	0.00588	0.00998	0.01313	0.00831	0.00754	0.0114	0.01417	0.01687	0.01632	0.01856	0.02088	0.0	0.0	0.00397	0.00828
club-moss_0.0_4x	0.00639	0.0049	0.0064	0.00973	0.00736	0.0056	0.00693	0.01023	0.00894	0.00709	0.00808	0.01109	0.01061	0.00884	0.00937	0.01195	0.01219	0.01052	0.01055	0.01298	0.01401	0.01197	0.01181	0.01407	0.02219	0.02048	0.01874	0.02062	0.00568	0.00409	0.0	0.00901
club-moss_0.0_8x	0.01133	0.00976	0.01017	0.01396	0.01213	0.0104	0.01059	0.01415	0.01391	0.01204	0.01148	0.01466	0.0155	0.01366	0.01261	0.01553	0.017	0.01542	0.01364	0.01636	0.0189	0.01664	0.01488	0.01731	0.02697	0.02525	0.02135	0.02377	0.01061	0.00891	0.00939	0.0
