sample	nematode_0.001_1x	nematode_0.001_2x	nematode_0.001_4x	nematode_0.001_8x	nematode_0.002_1x	nematode_0.002_2x	nematode_0.002_4x	nematode_0.002_8x	nematode_0.004_1x	nematode_0.004_2x	nematode_0.004_4x	nematode_0.004_8x	nematode_0.006_1x	nematode_0.006_2x	nematode_0.006_4x	nematode_0.006_8x	nematode_0.008_1x	nematode_0.008_2x	nematode_0.008_4x	nematode_0.008_8x	nematode_0.01_1x	nematode_0.01_2x	nematode_0.01_4x	nematode_0.01_8x	nematode_0.02_1x	nematode_0.02_2x	nematode_0.02_4x	nematode_0.02_8x	nematode_0.0_1x	nematode_0.0_2x	nematode_0.0_4x	nematode_0.0_8x
nematode_0.001_1x	0.0	0.0	0.0	0.0	0.00298	0.00264	0.00252	0.0	0.00453	0.00446	0.00432	0.0	0.00645	0.00667	0.00617	0.0	0.00844	0.00853	0.00789	0.0	0.01038	0.0105	0.00985	0.0	0.01988	0.01955	0.01882	0.00754	0.00091	0.00077	0.0006	0.0
nematode_0.001_2x	0.0	0.0	0.0	0.0	0.00295	0.0025	0.00223	0.0	0.00461	0.0045	0.00416	0.0	0.00652	0.00658	0.00597	0.0	0.00849	0.00836	0.0077	0.0	0.01053	0.01035	0.00981	0.0	0.02014	0.01957	0.01884	0.00933	0.00078	0.00048	0.0	0.0
nematode_0.001_4x	0.0	0.0	0.0	0.0	0.00291	0.0023	0.00207	0.0	0.00453	0.00432	0.00398	0.0	0.00648	0.00635	0.00582	0.0	0.00852	0.0083	0.00769	0.0	0.01047	0.01037	0.00972	0.00141	0.02008	0.01944	0.01878	0.01076	0.00081	0.0	0.0	0.0
nematode_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00077	0.00182	0.0	0.00925	0.01058	0.01146	0.00341	0.0	0.0	0.0	0.0
nematode_0.002_1x	0.00298	0.00297	0.00292	0.0	0.0	0.0	0.0	0.0	0.00573	0.00573	0.00569	0.0	0.00797	0.00791	0.00755	0.0	0.00982	0.00965	0.00917	0.0	0.01135	0.01162	0.01125	0.0	0.02106	0.02068	0.02014	0.0089	0.00207	0.00206	0.0019	0.0
nematode_0.002_2x	0.00262	0.0025	0.00229	0.0	0.0	0.0	0.0	0.0	0.00538	0.00543	0.00515	0.0	0.00764	0.00752	0.007	0.0	0.00952	0.00924	0.00875	0.0	0.01128	0.01113	0.01075	0.00085	0.02092	0.02034	0.0197	0.01022	0.00175	0.00149	0.00134	0.0
nematode_0.002_4x	0.00251	0.00223	0.00207	0.0	0.0	0.0	0.0	0.0	0.00546	0.0053	0.00494	0.0	0.00749	0.00729	0.00681	0.0	0.0093	0.00917	0.0086	0.0	0.01121	0.01122	0.01061	0.00236	0.021	0.02026	0.01969	0.01165	0.00172	0.00127	0.00108	0.0
nematode_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.00161	0.00269	0.0	0.0101	0.01145	0.0123	0.00429	0.0	0.0	0.0	0.0
nematode_0.004_1x	0.00453	0.00464	0.00455	0.0	0.00573	0.00542	0.00548	0.0	0.0	0.0	0.0	0.0	0.0094	0.00936	0.00905	0.0	0.01128	0.01122	0.01085	0.0	0.01302	0.01309	0.01277	0.00117	0.02232	0.02229	0.0218	0.0106	0.00376	0.0036	0.00355	0.0
nematode_0.004_2x	0.00443	0.00449	0.0043	0.0	0.00568	0.00543	0.00528	0.0	0.0	0.0	0.0	0.0	0.00936	0.00943	0.00891	0.0	0.01124	0.01127	0.01068	0.00101	0.01314	0.01326	0.01284	0.00302	0.02264	0.02219	0.02153	0.01224	0.00368	0.00349	0.00334	0.0
nematode_0.004_4x	0.00429	0.00417	0.00397	0.0	0.00566	0.00516	0.00494	0.0	0.0	0.0	0.0	0.0	0.00921	0.00914	0.00867	0.0005	0.01107	0.01098	0.01046	0.00232	0.01302	0.01298	0.01247	0.00423	0.02273	0.0221	0.02151	0.01355	0.00361	0.00324	0.00308	0.0
nematode_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00056	0.0	0.0	0.00149	0.00247	0.0	0.00162	0.00344	0.00458	0.0	0.01175	0.0132	0.01407	0.00615	0.0	0.0	0.0	0.0
nematode_0.006_1x	0.00645	0.00657	0.00651	0.0	0.00797	0.0077	0.00753	0.0	0.0094	0.00944	0.00927	0.0	0.0	0.0	0.0	0.0	0.01303	0.01321	0.01275	0.00124	0.01481	0.01528	0.01458	0.00326	0.02447	0.02403	0.02345	0.01242	0.00579	0.00569	0.0056	0.0
nematode_0.006_2x	0.0066	0.00656	0.00631	0.0	0.00783	0.00751	0.00726	0.0	0.00927	0.00942	0.00911	0.0	0.0	0.0	0.0	0.0	0.01339	0.01317	0.01253	0.00305	0.01516	0.01508	0.01459	0.00502	0.02461	0.02407	0.0234	0.01423	0.00585	0.00553	0.0054	0.0
nematode_0.006_4x	0.00612	0.00596	0.0058	0.0	0.00749	0.007	0.00679	0.0	0.00898	0.00891	0.00866	0.00055	0.0	0.0	0.0	0.0	0.01278	0.01277	0.01221	0.0041	0.0149	0.01476	0.01423	0.00617	0.0244	0.02381	0.02323	0.0154	0.00538	0.00505	0.00492	0.0
nematode_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00051	0.0	0.0	0.0	0.0	0.0	0.00158	0.00324	0.00425	0.0	0.00365	0.00536	0.00639	0.0	0.01361	0.01499	0.01584	0.00803	0.0	0.0	0.0	0.0
nematode_0.008_1x	0.00843	0.00856	0.00855	0.0	0.00982	0.00959	0.00935	0.0	0.01127	0.01133	0.01114	0.0	0.01303	0.01352	0.01288	0.00156	0.0	0.0	0.0	0.0	0.01694	0.0169	0.01661	0.00533	0.02558	0.02566	0.02518	0.01416	0.00764	0.00785	0.00752	0.0
nematode_0.008_2x	0.00844	0.00834	0.00825	0.0	0.00955	0.00923	0.00913	0.0	0.01111	0.01125	0.01095	0.00146	0.01307	0.01317	0.01275	0.00318	0.0	0.0	0.0	0.0	0.01675	0.01685	0.01649	0.00685	0.02606	0.02571	0.02513	0.01596	0.00759	0.0075	0.00735	0.0
nematode_0.008_4x	0.00782	0.0077	0.00767	0.0	0.0091	0.00875	0.00857	0.00055	0.01077	0.01069	0.01044	0.00243	0.01265	0.01255	0.01221	0.00419	0.0	0.0	0.0	0.0	0.01636	0.01625	0.01587	0.00784	0.02576	0.02534	0.02472	0.01698	0.0071	0.00691	0.0067	0.0
nematode_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00102	0.00235	0.0	0.00125	0.0031	0.00416	0.0	0.0	0.0	0.0	0.0	0.00517	0.00698	0.00813	0.0	0.015	0.01662	0.01743	0.00975	0.0	0.0	0.0	0.0
nematode_0.01_1x	0.01037	0.01061	0.01051	0.0	0.01134	0.01137	0.01126	0.0	0.01301	0.01325	0.0131	0.00161	0.01481	0.0153	0.01502	0.00362	0.01694	0.01691	0.01649	0.00513	0.0	0.0	0.0	0.0	0.02773	0.02758	0.02706	0.01617	0.00963	0.00963	0.00952	0.0
nematode_0.01_2x	0.0104	0.01032	0.01032	0.00076	0.0115	0.01111	0.01117	0.00158	0.01296	0.01324	0.01294	0.00337	0.01513	0.01508	0.01474	0.00527	0.01673	0.01685	0.01623	0.00686	0.0	0.0	0.0	0.0	0.02773	0.02736	0.02694	0.01786	0.00946	0.00942	0.00929	0.0
nematode_0.01_4x	0.00977	0.00981	0.00969	0.00179	0.01116	0.01075	0.01058	0.00264	0.01267	0.01284	0.01245	0.00451	0.01447	0.01461	0.01423	0.0063	0.01648	0.01651	0.01587	0.00802	0.0	0.0	0.0	0.0	0.02761	0.02702	0.02646	0.01887	0.0091	0.00898	0.00876	0.00085
