sample	leech_0.001_1x	leech_0.001_2x	leech_0.001_4x	leech_0.001_8x	leech_0.002_1x	leech_0.002_2x	leech_0.002_4x	leech_0.002_8x	leech_0.004_1x	leech_0.004_2x	leech_0.004_4x	leech_0.004_8x	leech_0.006_1x	leech_0.006_2x	leech_0.006_4x	leech_0.006_8x	leech_0.008_1x	leech_0.008_2x	leech_0.008_4x	leech_0.008_8x	leech_0.01_1x	leech_0.01_2x	leech_0.01_4x	leech_0.01_8x	leech_0.02_1x	leech_0.02_2x	leech_0.02_4x	leech_0.02_8x	leech_0.0_1x	leech_0.0_2x	leech_0.0_4x	leech_0.0_8x
leech_0.001_1x	0.0	0.0	0.0	0.0	0.0026	0.00267	0.0026	0.0	0.00458	0.00456	0.00464	0.0	0.00653	0.00663	0.00668	0.0	0.00863	0.00872	0.0087	0.0	0.01039	0.01072	0.01069	0.0	0.02039	0.02058	0.02063	0.01024	0.00067	0.00064	0.00066	0.0
leech_0.001_2x	0.0	0.0	0.0	0.0	0.00275	0.00277	0.00279	0.0	0.00475	0.00487	0.00487	0.0	0.00679	0.00678	0.00684	0.0	0.00857	0.00865	0.00882	0.0	0.01038	0.01076	0.0107	0.00183	0.02059	0.02066	0.02068	0.01207	0.0008	0.0007	0.00083	0.0
leech_0.001_4x	0.0	0.0	0.0	0.0	0.00284	0.00292	0.00291	0.0	0.0048	0.00498	0.00502	0.0	0.00669	0.00689	0.00703	0.0	0.00869	0.00888	0.00885	0.00129	0.0104	0.01084	0.01082	0.00327	0.02061	0.02077	0.02079	0.0135	0.00097	0.00082	0.00099	0.0
leech_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013	0.0	0.0	0.00195	0.00328	0.0	0.01039	0.01218	0.01351	0.00603	0.0	0.0	0.0	0.0
leech_0.002_1x	0.0026	0.00278	0.00287	0.0	0.0	0.0	0.0	0.0	0.00564	0.00581	0.0059	0.0	0.00734	0.00772	0.00784	0.0	0.00959	0.00971	0.00981	0.0	0.01142	0.01169	0.01173	0.00116	0.02172	0.02189	0.02184	0.01147	0.00168	0.00168	0.00184	0.0
leech_0.002_2x	0.00265	0.00277	0.00293	0.0	0.0	0.0	0.0	0.0	0.00571	0.00571	0.0059	0.0	0.00766	0.0077	0.0079	0.0	0.00949	0.00975	0.00977	0.00085	0.01138	0.01176	0.01183	0.00292	0.02145	0.02171	0.02164	0.01308	0.00171	0.00166	0.00188	0.0
leech_0.002_4x	0.00257	0.00278	0.00291	0.0	0.0	0.0	0.0	0.0	0.0057	0.00586	0.00587	0.0	0.00755	0.00772	0.00788	0.0	0.00968	0.00973	0.00975	0.00225	0.0113	0.01169	0.01175	0.00423	0.02135	0.02166	0.02164	0.01439	0.00168	0.00174	0.0019	0.0
leech_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.00227	0.0	0.00087	0.00297	0.00426	0.0	0.01133	0.01314	0.01443	0.00698	0.0	0.0	0.0	0.0
leech_0.004_1x	0.00458	0.00479	0.00486	0.0	0.00564	0.00577	0.00577	0.0	0.0	0.0	0.0	0.0	0.0092	0.0095	0.00978	0.0	0.01163	0.01178	0.01172	0.0012	0.01296	0.01345	0.01361	0.0031	0.02312	0.02335	0.02335	0.01308	0.00369	0.00371	0.0038	0.0
leech_0.004_2x	0.00451	0.00487	0.005	0.0	0.00575	0.00571	0.00588	0.0	0.0	0.0	0.0	0.0	0.00967	0.0097	0.00989	0.00087	0.01154	0.01166	0.01166	0.0029	0.01333	0.01361	0.01369	0.00491	0.02334	0.02369	0.02343	0.01496	0.00383	0.00374	0.0039	0.0
leech_0.004_4x	0.00459	0.00485	0.00502	0.0	0.00583	0.00588	0.00587	0.0	0.0	0.0	0.0	0.0	0.00965	0.00979	0.00994	0.00229	0.01154	0.01173	0.01172	0.00427	0.01306	0.01355	0.01363	0.00616	0.02346	0.02371	0.02364	0.01632	0.0037	0.00378	0.00396	0.0
leech_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00093	0.00239	0.0	0.00107	0.00288	0.00431	0.0	0.00279	0.00488	0.0062	0.0	0.01329	0.01514	0.01633	0.00898	0.0	0.0	0.0	0.0
leech_0.006_1x	0.00653	0.00686	0.00677	0.0	0.00734	0.00773	0.00764	0.0	0.0092	0.00977	0.00977	0.0	0.0	0.0	0.0	0.0	0.01331	0.01367	0.01365	0.00324	0.01495	0.01544	0.01543	0.00504	0.02517	0.02525	0.02542	0.01505	0.00568	0.00573	0.00572	0.0
leech_0.006_2x	0.00657	0.00678	0.00691	0.0	0.00765	0.0077	0.00775	0.0	0.00941	0.0097	0.00982	0.00093	0.0	0.0	0.0	0.0	0.0134	0.0136	0.01375	0.00501	0.01521	0.01551	0.01558	0.0068	0.02512	0.0255	0.02541	0.01681	0.00585	0.00567	0.00588	0.0
leech_0.006_4x	0.0066	0.00682	0.00703	0.0	0.00774	0.00788	0.00789	0.0	0.00966	0.00986	0.00994	0.00239	0.0	0.0	0.0	0.0	0.01348	0.0137	0.01379	0.00637	0.01533	0.01567	0.01575	0.00832	0.02535	0.02559	0.0255	0.01827	0.00577	0.00583	0.006	0.0
leech_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00087	0.0023	0.0	0.0	0.0	0.0	0.0	0.00303	0.00492	0.0063	0.0	0.00482	0.00692	0.00822	0.00068	0.01502	0.01706	0.01817	0.01088	0.0	0.0	0.0	0.0
leech_0.008_1x	0.00863	0.00865	0.0088	0.0	0.00959	0.00958	0.00981	0.0	0.01163	0.01165	0.01168	0.00108	0.0133	0.01353	0.01364	0.00306	0.0	0.0	0.0	0.0	0.0172	0.01744	0.01739	0.0071	0.02718	0.02716	0.02732	0.01707	0.00763	0.00761	0.00773	0.0
leech_0.008_2x	0.00863	0.00865	0.00891	0.0	0.00962	0.00975	0.00976	0.00093	0.01167	0.01166	0.01177	0.00288	0.01354	0.0136	0.01375	0.00492	0.0	0.0	0.0	0.0	0.01716	0.01745	0.01739	0.00885	0.02713	0.02735	0.02723	0.01888	0.00753	0.00766	0.00781	0.0
leech_0.008_4x	0.0086	0.00879	0.00886	0.00129	0.00969	0.00974	0.00975	0.00226	0.01158	0.01162	0.01172	0.0043	0.01348	0.01371	0.01379	0.00627	0.0	0.0	0.0	0.0	0.01729	0.01744	0.01754	0.01023	0.02716	0.02726	0.02731	0.02006	0.00753	0.00771	0.00783	0.0
leech_0.008_8x	0.0	0.0	0.0013	0.0	0.0	0.00085	0.00226	0.0	0.00119	0.0029	0.00428	0.0	0.00322	0.00501	0.0064	0.0	0.0	0.0	0.0	0.0	0.00696	0.009	0.01017	0.00279	0.01709	0.01901	0.02012	0.01292	0.0	0.0	0.0	0.0
leech_0.01_1x	0.01039	0.01048	0.01053	0.0	0.01142	0.01149	0.01145	0.00088	0.01296	0.01346	0.01322	0.00281	0.01495	0.01535	0.01552	0.00486	0.01721	0.01732	0.0175	0.00702	0.0	0.0	0.0	0.0	0.02885	0.02861	0.02889	0.01879	0.00934	0.0093	0.00952	0.0
leech_0.01_2x	0.01062	0.01077	0.01088	0.00195	0.01158	0.01176	0.01173	0.00297	0.01333	0.01361	0.0136	0.00488	0.01529	0.01551	0.01572	0.00691	0.01728	0.01745	0.0175	0.00899	0.0	0.0	0.0	0.0	0.02896	0.02909	0.02907	0.02079	0.00948	0.00964	0.00979	0.00092
leech_0.01_4x	0.01056	0.01067	0.01082	0.00327	0.01159	0.0118	0.01175	0.00425	0.01345	0.01365	0.01364	0.00617	0.01524	0.01553	0.01575	0.00819	0.01718	0.01733	0.01754	0.01013	0.0	0.0	0.0	0.0	0.02897	0.02914	0.02915	0.02197	0.00948	0.00962	0.00976	0.00224
leech_0.01_8x	0.0	0.00183	0.00328	0.0	0.00115	0.00293	0.00425	0.0	0.00308	0.00492	0.00618	0.0	0.005	0.00681	0.00835	0.00068	0.00704	0.00885	0.01027	0.00279	0.0	0.0	0.0	0.0	0.01903	0.02079	0.02207	0.01483	0.0	0.00077	0.00222	0.0
leech_0.02_1x	0.02038	0.02079	0.02086	0.01048	0.02172	0.02165	0.02161	0.01142	0.02311	0.02355	0.02374	0.01341	0.02517	0.02535	0.02565	0.01514	0.02718	0.02737	0.02748	0.01724	0.02884	0.02922	0.0293	0.01918	0.0	0.0	0.0	0.0	0.01966	0.01954	0.01982	0.0094
leech_0.02_2x	0.0204	0.02067	0.02084	0.01217	0.0217	0.02172	0.02174	0.01314	0.02314	0.02369	0.02379	0.01514	0.02503	0.0255	0.02567	0.01706	0.02692	0.02736	0.02734	0.019	0.02836	0.02909	0.02923	0.02078	0.0	0.0	0.0	0.0	0.01948	0.01976	0.01992	0.01119
leech_0.02_4x	0.02039	0.02062	0.0208	0.01347	0.02159	0.02159	0.02165	0.01438	0.02308	0.02337	0.02365	0.01628	0.02513	0.02534	0.02551	0.01811	0.02701	0.02716	0.02731	0.02006	0.02856	0.02899	0.02916	0.022	0.0	0.0	0.0	0.0	0.01949	0.01953	0.01979	0.01243
leech_0.02_8x	0.01016	0.01208	0.01356	0.00604	0.01138	0.01309	0.01445	0.00699	0.01297	0.01497	0.01639	0.00899	0.01493	0.01683	0.01834	0.01088	0.01694	0.0189	0.02014	0.01292	0.01864	0.02081	0.02206	0.01483	0.0	0.0	0.0	0.0	0.00936	0.01099	0.0125	0.005
leech_0.0_1x	0.00067	0.0008	0.00098	0.0	0.00168	0.00172	0.0017	0.0	0.00369	0.00386	0.00374	0.0	0.00568	0.00591	0.00584	0.0	0.00763	0.0076	0.00763	0.0	0.00934	0.00957	0.0096	0.0	0.01966	0.01966	0.01972	0.00943	0.0	0.0	0.0	0.0
leech_0.0_2x	0.00064	0.0007	0.00083	0.0	0.00166	0.00166	0.00175	0.0	0.00368	0.00374	0.0038	0.0	0.00568	0.00567	0.00585	0.0	0.00754	0.00766	0.00773	0.0	0.00921	0.00964	0.00965	0.00077	0.01936	0.01975	0.01958	0.01098	0.0	0.0	0.0	0.0
