sample	rotifer_0.001_1x	rotifer_0.001_2x	rotifer_0.001_4x	rotifer_0.001_8x	rotifer_0.002_1x	rotifer_0.002_2x	rotifer_0.002_4x	rotifer_0.002_8x	rotifer_0.004_1x	rotifer_0.004_2x	rotifer_0.004_4x	rotifer_0.004_8x	rotifer_0.006_1x	rotifer_0.006_2x	rotifer_0.006_4x	rotifer_0.006_8x	rotifer_0.008_1x	rotifer_0.008_2x	rotifer_0.008_4x	rotifer_0.008_8x	rotifer_0.01_1x	rotifer_0.01_2x	rotifer_0.01_4x	rotifer_0.01_8x	rotifer_0.02_1x	rotifer_0.02_2x	rotifer_0.02_4x	rotifer_0.02_8x	rotifer_0.0_1x	rotifer_0.0_2x	rotifer_0.0_4x	rotifer_0.0_8x
rotifer_0.001_1x	0.0	0.0	0.0	0.0	0.003	0.00299	0.00271	0.0	0.00488	0.00491	0.00466	0.0	0.00682	0.00682	0.00642	0.0	0.00868	0.00877	0.00868	0.0	0.0107	0.01049	0.01034	0.0	0.02062	0.02032	0.02022	0.00918	0.001	0.00092	0.00072	0.0
rotifer_0.001_2x	0.0	0.0	0.0	0.0	0.00304	0.00291	0.00266	0.0	0.00491	0.00486	0.00464	0.0	0.00674	0.00679	0.00644	0.0	0.00882	0.00884	0.00855	0.0	0.01076	0.01074	0.01041	0.00107	0.02069	0.02055	0.02032	0.01114	0.001	0.00075	0.00068	0.0
rotifer_0.001_4x	0.0	0.0	0.0	0.0	0.00281	0.00277	0.00244	0.0	0.00479	0.00466	0.00435	0.0	0.0064	0.00648	0.0062	0.0	0.00867	0.00856	0.00832	0.00035	0.01059	0.01045	0.01007	0.00222	0.02061	0.02036	0.02024	0.01236	0.00075	0.00063	0.00042	0.0
rotifer_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.00117	0.00228	0.0	0.00991	0.0115	0.01268	0.00471	0.0	0.0	0.0	0.0
rotifer_0.002_1x	0.00299	0.00308	0.00285	0.0	0.0	0.0	0.0	0.0	0.00581	0.00593	0.00574	0.0	0.00784	0.00784	0.0076	0.0	0.00972	0.00969	0.00969	0.0	0.01136	0.01169	0.01144	0.0	0.02158	0.02154	0.02135	0.0104	0.00167	0.00193	0.0018	0.0
rotifer_0.002_2x	0.00295	0.00291	0.00278	0.0	0.0	0.0	0.0	0.0	0.00593	0.00594	0.00569	0.0	0.00771	0.00766	0.00748	0.0	0.00965	0.00971	0.00955	0.0	0.01188	0.01165	0.01136	0.00211	0.02183	0.02161	0.02145	0.0122	0.00191	0.00178	0.00173	0.0
rotifer_0.002_4x	0.00267	0.00265	0.00244	0.0	0.0	0.0	0.0	0.0	0.00578	0.00561	0.00535	0.0	0.00746	0.00752	0.00724	0.0	0.00957	0.00951	0.0093	0.00132	0.01164	0.01144	0.01111	0.00321	0.02151	0.02132	0.02111	0.01329	0.00178	0.0016	0.00142	0.0
rotifer_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00142	0.0	0.00054	0.00214	0.00328	0.0	0.01094	0.01249	0.0136	0.00568	0.0	0.0	0.0	0.0
rotifer_0.004_1x	0.00488	0.00498	0.00486	0.0	0.00581	0.00601	0.00587	0.0	0.0	0.0	0.0	0.0	0.00973	0.00975	0.00957	0.0	0.01166	0.01146	0.01152	0.0	0.0136	0.01367	0.01339	0.00229	0.02325	0.02313	0.02311	0.01225	0.00365	0.00391	0.00388	0.0
rotifer_0.004_2x	0.00485	0.00486	0.00468	0.0	0.00585	0.00594	0.00563	0.0	0.0	0.0	0.0	0.0	0.00965	0.00963	0.00938	0.0	0.01169	0.01156	0.01142	0.0021	0.01357	0.01342	0.01319	0.004	0.02343	0.02342	0.02322	0.01414	0.00372	0.00378	0.00363	0.0
