sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1	
nematode_0.001_1x_1	0.0	0.0195459	0.0199665	0.0134045	0.0264557	0.0227033	0.0230499	0.0164194	0.028529	0.024576	0.0248986	0.0183618	0.0302746	0.0263837	0.026827	0.0203159	0.0324268	0.0286029	0.0288461	0.022304	0.0342003	0.0303419	0.0306752	0.0242011	0.0438011	0.0403416	0.0405492	0.0341825	0.0245809	0.0207251	0.0210226	0.0143921	
nematode_0.001_2x_1	0.0195459	0.0	0.0133795	0.00770091	0.0228337	0.0173329	0.0165221	0.0107923	0.0247851	0.0192451	0.01837	0.0127201	0.0268587	0.0211687	0.02045	0.0147715	0.0285713	0.0231917	0.0223823	0.016677	0.0305635	0.0250969	0.0242011	0.0186096	0.0401144	0.0347754	0.0340303	0.0284612	0.020828	0.0152905	0.0145569	0.00876085	
nematode_0.001_4x_1	0.0199665	0.0133795	0.0	0.00668687	0.0231252	0.0164425	0.0148212	0.00978041	0.0250536	0.0183935	0.0167347	0.0117139	0.0270522	0.0202729	0.018763	0.0136922	0.0288611	0.0223228	0.0207058	0.0155671	0.0308104	0.0242546	0.0226295	0.0176106	0.0406127	0.0339811	0.032441	0.0275383	0.0211892	0.0144804	0.0129016	0.00779483	
nematode_0.001_8x_1	0.0134045	0.00770091	0.00668687	0.0	0.0164999	0.0107281	0.00978562	0.00398861	0.0184552	0.0126748	0.0117312	0.00599977	0.0204487	0.0146315	0.0137926	0.00806002	0.0223852	0.016747	0.0157555	0.0100233	0.0244578	0.0186513	0.0177437	0.0120756	0.0342462	0.0285841	0.0277705	0.0221778	0.0143776	0.00863527	0.00775761	0.00192242	
nematode_0.002_1x_1	0.0264557	0.0228337	0.0231252	0.0164999	0.0	0.01986	0.0201046	0.0135819	0.0294312	0.0256735	0.0260491	0.0194972	0.0314383	0.0276465	0.0280446	0.0214906	0.0333948	0.0296426	0.029961	0.0234119	0.0352131	0.0316044	0.0318989	0.0254339	0.0446989	0.0410755	0.041386	0.035079	0.0257276	0.0217737	0.0222066	0.0154972	
nematode_0.002_2x_1	0.0227033	0.0173329	0.0164425	0.0107281	0.01986	0.0	0.0133449	0.00774583	0.0256529	0.0202697	0.01934	0.0137482	0.027762	0.0221778	0.0213414	0.0157509	0.0296167	0.0241501	0.0233331	0.0176523	0.0315026	0.0260499	0.0253004	0.0196846	0.0415628	0.0360079	0.0351639	0.0296945	0.0218605	0.0162563	0.0155127	0.00975575	
nematode_0.002_4x_1	0.0230499	0.0165221	0.0148212	0.00978562	0.0201046	0.0133449	0.0	0.00666954	0.0260011	0.019425	0.0177352	0.0127521	0.0280668	0.0213469	0.0197105	0.0146997	0.029855	0.0232509	0.021655	0.0165755	0.0317101	0.0251227	0.0235595	0.0185521	0.041636	0.0349655	0.0333862	0.0284514	0.0222037	0.0155197	0.0138931	0.00880404	
nematode_0.002_8x_1	0.0164194	0.0107923	0.00978041	0.00398861	0.0135819	0.00774583	0.00666954	0.0	0.0194169	0.013682	0.0127416	0.0070333	0.021483	0.0157161	0.0148092	0.00911434	0.0233897	0.0177539	0.0167518	0.0110423	0.0254068	0.0196349	0.0187241	0.0130752	0.0352317	0.0295629	0.0286364	0.0231539	0.0154788	0.00968236	0.00878844	0.00298162	
nematode_0.004_1x_1	0.028529	0.0247851	0.0250536	0.0184552	0.0294312	0.0256529	0.0260011	0.0194169	0.0	0.0197168	0.0201924	0.0136583	0.0334933	0.0295764	0.0300084	0.0234372	0.035087	0.0314113	0.0317375	0.0251754	0.0372601	0.0331565	0.0335613	0.0272087	0.0466563	0.0430489	0.0432604	0.0370345	0.0274737	0.0236974	0.0240613	0.0174846	
nematode_0.004_2x_1	0.024576	0.0192451	0.0183935	0.0126748	0.0256735	0.0202697	0.019425	0.013682	0.0197168	0.0	0.0132138	0.00762706	0.0296022	0.024032	0.0233553	0.0176303	0.0314879	0.0260482	0.0252651	0.0195897	0.033591	0.0278637	0.0271912	0.0215281	0.0429861	0.0374865	0.0366759	0.0312802	0.0237316	0.0182281	0.0174746	0.0117068	
