sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1
nematode_0.001_1x_1	0.0	0	0	0.00014896287089083415	0.0023527784963517373	0.002431081147566738	0.002379227948681395	0.0031448323244963605	0.004220857982783266	0.004427969319746872	0.004328625666334407	0.005104078638976883	0.006038183306631972	0.006345691306899326	0.00638347740027978	0.007053125817394257	0.00789167953277714	0.008347323864916212	0.008380007777128662	0.009117431201359216	0.00974056479287011	0.010328509302556799	0.01043577750967617	0.011073943503503214	0.018838860277501923	0.019644882758996007	0.02008592747600646	0.02067578598073727	0.00024123644163032143	0.0003831818400732434	0.00011998873468377358	0.0011427305990042713
nematode_0.001_2x_1	0	0.0	0	0	0.0023322444934618103	0.002373968751274713	0.00230063949799586	0.0028950431631422635	0.004302257532667442	0.004386587155399968	0.004331019949078696	0.004939477745645959	0.006002942198048422	0.006292641928828169	0.006469730113553895	0.006883760797212424	0.008177843025615084	0.008448790455155453	0.008545247021973346	0.009065834030328124	0.009719811406573853	0.010320723538976506	0.010529686371560043	0.010880649021090427	0.01929510851800298	0.019807310260104072	0.02016858087861395	0.02048003176990576	0.00041234890171426564	0.00029231110188132625	0.0001530976684096519	0.0009199727847208905
nematode_0.001_4x_1	0	0	0.0	0	0.002220419192247025	0.0021975929712051423	0.00224548844873107	0.002684718516663742	0.004091634368915464	0.004089635792283164	0.004275233023977587	0.004670960736483654	0.00572542354528871	0.006100604350659622	0.006286615808352325	0.006610907224792406	0.007780180179375318	0.00809548595800047	0.008248251353239255	0.008678744603280997	0.009452771866801268	0.01005547242004734	0.01028618624469313	0.010599053946794168	0.01894722287812023	0.019524123085343903	0.02008355958421182	0.020292408257761685	0.0002754357338846658	0.00015311202569823212	6.771845333053417e-05	0.0007336294663717879
nematode_0.001_8x_1	0.00014896287089083415	0	0	0.0	0.003163698748649413	0.0029869331176319847	0.0028184888813166387	0.0033377666034364317	0.0051012097193854355	0.005061027210058744	0.004920127356941917	0.005416904615167528	0.006807863951984849	0.006980293589551878	0.0070484570367006505	0.007394622111210558	0.00899404942904991	0.00910601858281479	0.009103527210015505	0.009542921018672823	0.0106465224224912	0.011085550586310111	0.01114925418720214	0.01146332455454746	0.020403599456721877	0.02073706090845473	0.021113754281033903	0.021393012826789293	0.0010867629771671439	0.0008679809070154532	0.000649530257233244	0.0013114945154655278
nematode_0.002_1x_1	0.0023527784963517373	0.0023322444934618103	0.002220419192247025	0.003163698748649413	0.0	0	0	0.00018218581788065347	0.0048831941403822965	0.005324561534887584	0.005260785261158918	0.006073797728247787	0.007050908536733846	0.007339557526880092	0.0073784466240655044	0.00806072705788452	0.009105782530235196	0.009436843967949304	0.009548006142203302	0.010294792348084725	0.010106748232567853	0.011285076728681731	0.011383632161117818	0.011954257877995533	0.020171420169310617	0.020881520050537117	0.021114405826145988	0.0217164650092877	0.001216932365086576	0.001365511109778228	0.0011294478454902945	0.0021176180369471
nematode_0.002_2x_1	0.002431081147566738	0.002373968751274713	0.0021975929712051423	0.0029869331176319847	0	0.0	0	0	0.00533360011385664	0.005360573667888224	0.005359963908746823	0.005992026079079005	0.006901083576692391	0.0074224258636044205	0.007364094492031681	0.007889439086882888	0.009040548063879994	0.009317641349604111	0.00938414934856302	0.010000481903698177	0.01059870746919167	0.011252409664269991	0.011377374764697468	0.01185045749225433	0.020412998074302635	0.020866179808254004	0.021131507019362616	0.02156963356141517	0.0014710213267352668	0.0013826174934653546	0.0011728839203701824	0.0019833103345640035
nematode_0.002_4x_1	0.002379227948681395	0.00230063949799586	0.00224548844873107	0.0028184888813166387	0	0	0.0	0	0.005298059073846506	0.005177001429648831	0.005302870357305256	0.005742747594661313	0.006740463338921088	0.00721493575116372	0.007245009054169249	0.0077137317947102435	0.008893833287734743	0.009216130886941287	0.009298671488599752	0.009831772110312609	0.010572582509370543	0.01106899124358074	0.011274003690613488	0.011656210485659901	0.019898907513187458	0.020453541701326072	0.02096391192024072	0.021192242038995168	0.0013383093941639057	0.0012239369698401337	0.0011572117504525803	0.0018275552055809774
nematode_0.002_8x_1	0.0031448323244963605	0.0028950431631422635	0.002684718516663742	0.0033377666034364317	0.00018218581788065347	0	0	0.0	0.006060668940279346	0.005936221416935283	0.005837235517048955	0.006393062906906444	0.007736342305401878	0.007954955611264358	0.00794381898501828	0.008310975695160261	0.009875984216128897	0.0100053028056587	0.010035374016422072	0.010465794160963604	0.011526836804500284	0.011949264156233541	0.012016927428226909	0.012396018273301723	0.02119398697355257	0.021575644661032012	0.021874409539302198	0.022235279525599005	0.0020838978666767316	0.0018589112855874612	0.0016094310417824609	0.0023178734730534556
nematode_0.004_1x_1	0.004220857982783266	0.004302257532667442	0.004091634368915464	0.0051012097193854355	0.0048831941403822965	0.00533360011385664	0.005298059073846506	0.006060668940279346	0.0	0	0	0.00013409720999546515	0.00868357020381838	0.009136607718467693	0.009198125710116689	0.009886772245170539	0.010648173046653775	0.011188394880067065	0.011280477722852122	0.011976120734099038	0.012420204772760957	0.013049193169961337	0.013260306150710277	0.013853720884631993	0.021799648933690907	0.02251958459057124	0.022818704218397712	0.023393365419626444	0.0031785674387198037	0.003242859214489635	0.0030765555451601756	0.004092409634688043
nematode_0.004_2x_1	0.004427969319746872	0.004386587155399968	0.004089635792283164	0.005061027210058744	0.005324561534887584	0.005360573667888224	0.005177001429648831	0.005936221416935283	0	0.0	0	0	0.008871498674909328	0.009267687676601355	0.009114336705232762	0.009834068845320232	0.01100233208948076	0.011181140871058592	0.01109923076580499	0.011839343934166524	0.01249405801256609	0.013022758410357715	0.013281668364943156	0.01372854213494945	0.022205871933373533	0.022597960449919574	0.022927037067699385	0.023322984092590593	0.003443337519995482	0.003277544400068	0.0030197947301032757	0.004040869515250178
nematode_0.004_4x_1	0.004328625666334407	0.004331019949078696	0.004275233023977587	0.004920127356941917	0.005260785261158918	0.005359963908746823	0.005302870357305256	0.005837235517048955	0	0	0.0	0	0.008666876861856077	0.00914684087023121	0.009286364952689086	0.009729573955414517	0.010715505303458661	0.011062308479895644	0.011160098804599006	0.011717610783255061	0.012465263051545161	0.013042229974491892	0.013307083875778614	0.013640891241075592	0.021997419666072382	0.022533777116058973	0.02288927910107541	0.023260238141499134	0.0033632968592197665	0.003199267074839085	0.0031891730655613237	0.00391840445671654
nematode_0.004_8x_1	0.005104078638976883	0.004939477745645959	0.004670960736483654	0.005416904615167528	0.006073797728247787	0.005992026079079005	0.005742747594661313	0.006393062906906444	0.00013409720999546515	0	0	0.0	0.009647972651555148	0.009947606389760999	0.009857092712593274	0.010343968021632288	0.011731725259910508	0.01188703788623513	0.011909829231077751	0.012453679116914085	0.013424179190112073	0.013878149017340968	0.013961530923509602	0.014394760893123304	0.02307634705985584	0.0234328078972299	0.023771432820964167	0.024074213532037425	0.004140339988154773	0.003880392928023335	0.0036332593552305115	0.004385805097653628
nematode_0.006_1x_1	0.006038183306631972	0.006002942198048422	0.00572542354528871	0.006807863951984849	0.007050908536733846	0.006901083576692391	0.006740463338921088	0.007736342305401878	0.00868357020381838	0.008871498674909328	0.008666876861856077	0.009647972651555148	0.0	0	0	2.8172306854035156e-05	0.012324606131715266	0.012628142227008476	0.012740681151282018	0.01355925672150149	0.014007902561648078	0.014831100383888463	0.014893815571016322	0.015577985001095973	0.023440020483903923	0.024183371344044247	0.024590545100789396	0.025230556324857933	0.005047444588208605	0.0050547483610124955	0.004672134617072388	0.005818087354216295
