sample	rotifer_0.001_1x	rotifer_0.001_2x	rotifer_0.001_4x	rotifer_0.001_8x	rotifer_0.002_1x	rotifer_0.002_2x	rotifer_0.002_4x	rotifer_0.002_8x	rotifer_0.004_1x	rotifer_0.004_2x	rotifer_0.004_4x	rotifer_0.004_8x	rotifer_0.006_1x	rotifer_0.006_2x	rotifer_0.006_4x	rotifer_0.006_8x	rotifer_0.008_1x	rotifer_0.008_2x	rotifer_0.008_4x	rotifer_0.008_8x	rotifer_0.01_1x	rotifer_0.01_2x	rotifer_0.01_4x	rotifer_0.01_8x	rotifer_0.02_1x	rotifer_0.02_2x	rotifer_0.02_4x	rotifer_0.02_8x	rotifer_0.0_1x	rotifer_0.0_2x	rotifer_0.0_4x	rotifer_0.0_8x
rotifer_0.001_1x	0.0	0.0	0.0	0.0	0.00297	0.0028	0.00263	0.0	0.00483	0.00503	0.00468	0.0	0.00686	0.00689	0.00664	0.0	0.009	0.00865	0.00862	0.0	0.01085	0.01087	0.01061	0.0	0.02072	0.02028	0.02001	0.00922	0.0009	0.00079	0.00069	0.0
rotifer_0.001_2x	0.0	0.0	0.0	0.0	0.00293	0.00285	0.00257	0.0	0.00487	0.00489	0.00452	0.0	0.0068	0.00678	0.00653	0.0	0.00869	0.00863	0.00849	0.0	0.01095	0.01079	0.0106	0.00114	0.0207	0.02019	0.01989	0.01077	0.00077	0.00076	0.0006	0.0
rotifer_0.001_4x	0.0	0.0	0.0	0.0	0.00285	0.0027	0.0025	0.0	0.00474	0.00465	0.00436	0.0	0.00675	0.00665	0.00636	0.0	0.00852	0.00859	0.00845	0.0	0.01075	0.01079	0.01054	0.00247	0.02061	0.02013	0.01993	0.01215	0.00066	0.00062	0.00042	0.0
rotifer_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00034	0.0	0.0	0.00131	0.00254	0.0	0.00995	0.01107	0.01227	0.00442	0.0	0.0	0.0	0.0
rotifer_0.002_1x	0.00297	0.00297	0.0029	0.0	0.0	0.0	0.0	0.0	0.00574	0.00591	0.00571	0.0	0.00784	0.00794	0.00774	0.0	0.00982	0.00982	0.00969	0.0	0.01198	0.01186	0.01176	0.00042	0.02172	0.02142	0.02132	0.01025	0.00205	0.00192	0.00178	0.0
rotifer_0.002_2x	0.00277	0.00285	0.00271	0.0	0.0	0.0	0.0	0.0	0.00592	0.00587	0.00556	0.0	0.00787	0.0078	0.00751	0.0	0.0096	0.00964	0.00955	0.0	0.01176	0.01175	0.01162	0.00215	0.02193	0.02105	0.02099	0.01195	0.00194	0.00175	0.00161	0.0
rotifer_0.002_4x	0.00259	0.00256	0.0025	0.0	0.0	0.0	0.0	0.0	0.00567	0.00561	0.0053	0.0	0.00761	0.00755	0.00726	0.0	0.00931	0.00955	0.00937	0.00125	0.01155	0.01159	0.0114	0.00338	0.0215	0.02097	0.02082	0.01309	0.00176	0.00157	0.00134	0.0
rotifer_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0	0.00062	0.00229	0.00349	0.0	0.01096	0.01202	0.01322	0.0054	0.0	0.0	0.0	0.0
rotifer_0.004_1x	0.00483	0.00494	0.00482	0.0	0.00574	0.006	0.00576	0.0	0.0	0.0	0.0	0.0	0.00981	0.00993	0.00965	0.0	0.01159	0.01175	0.01173	0.00045	0.01359	0.01389	0.0137	0.00249	0.02326	0.0229	0.02284	0.01198	0.00397	0.00393	0.00374	0.0
rotifer_0.004_2x	0.00497	0.00489	0.00467	0.0	0.00583	0.00587	0.00563	0.0	0.0	0.0	0.0	0.0	0.00969	0.00978	0.00957	0.0	0.01138	0.01164	0.01149	0.00202	0.01379	0.01374	0.01359	0.00416	0.02366	0.02306	0.02303	0.01389	0.00386	0.00384	0.00364	0.0
rotifer_0.004_4x	0.0046	0.0045	0.00436	0.0	0.00562	0.00554	0.0053	0.0	0.0	0.0	0.0	0.0	0.00945	0.00949	0.00924	0.00124	0.0112	0.01138	0.01123	0.00319	0.01345	0.01357	0.01334	0.00535	0.02324	0.0228	0.02272	0.01492	0.0036	0.00355	0.00327	0.0
rotifer_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123	0.0	0.0	0.002	0.00326	0.0	0.00255	0.00429	0.00544	0.0	0.01277	0.0139	0.01509	0.00729	0.0	0.0	0.0	0.0
