sample	leech_0.001_1x	leech_0.001_2x	leech_0.001_4x	leech_0.001_8x	leech_0.002_1x	leech_0.002_2x	leech_0.002_4x	leech_0.002_8x	leech_0.004_1x	leech_0.004_2x	leech_0.004_4x	leech_0.004_8x	leech_0.006_1x	leech_0.006_2x	leech_0.006_4x	leech_0.006_8x	leech_0.008_1x	leech_0.008_2x	leech_0.008_4x	leech_0.008_8x	leech_0.01_1x	leech_0.01_2x	leech_0.01_4x	leech_0.01_8x	leech_0.02_1x	leech_0.02_2x	leech_0.02_4x	leech_0.02_8x	leech_0.0_1x	leech_0.0_2x	leech_0.0_4x	leech_0.0_8x
leech_0.001_1x	0.0	0.0	0.0	0.0	0.0028	0.00257	0.0027	0.0	0.00497	0.00483	0.00465	0.0	0.0068	0.00664	0.00665	0.0	0.00861	0.00867	0.00862	0.0	0.01059	0.01047	0.01057	0.0	0.02072	0.02047	0.02055	0.01027	0.00083	0.00084	0.00069	0.0
leech_0.001_2x	0.0	0.0	0.0	0.0	0.00287	0.00293	0.00294	0.0	0.00491	0.00497	0.00486	0.0	0.00676	0.00699	0.00704	0.0	0.00875	0.00895	0.00891	0.0	0.01055	0.01081	0.01087	0.00196	0.02058	0.02064	0.02082	0.01212	0.00079	0.00097	0.00101	0.0
leech_0.001_4x	0.0	0.0	0.0	0.0	0.00283	0.00275	0.00286	0.0	0.00462	0.00493	0.00477	0.0	0.0065	0.00683	0.00682	0.0	0.00885	0.00888	0.00881	0.00121	0.01038	0.01066	0.0107	0.0031	0.02059	0.02065	0.02065	0.01323	0.00074	0.00081	0.00089	0.0
leech_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133	0.0	0.0	0.00198	0.00331	0.0	0.01054	0.0122	0.01347	0.00605	0.0	0.0	0.0	0.0
leech_0.002_1x	0.0028	0.0029	0.00287	0.0	0.0	0.0	0.0	0.0	0.00588	0.00599	0.00588	0.0	0.00767	0.00778	0.00777	0.0	0.00966	0.00996	0.0099	0.0	0.01149	0.01162	0.0117	0.00106	0.02165	0.02137	0.02151	0.01104	0.0017	0.00178	0.00188	0.0
leech_0.002_2x	0.00255	0.00293	0.00276	0.0	0.0	0.0	0.0	0.0	0.00566	0.00584	0.0057	0.0	0.00766	0.00783	0.0078	0.0	0.0098	0.00982	0.00975	0.00092	0.0114	0.01178	0.01168	0.00287	0.02143	0.02168	0.02163	0.01307	0.00178	0.0018	0.00186	0.0
leech_0.002_4x	0.00266	0.00293	0.00286	0.0	0.0	0.0	0.0	0.0	0.00572	0.00594	0.00583	0.0	0.00755	0.008	0.00786	0.0	0.00985	0.00989	0.00984	0.00228	0.01148	0.01177	0.01173	0.00422	0.02158	0.02162	0.02172	0.01425	0.00171	0.00185	0.00196	0.0
leech_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.00231	0.0	0.00109	0.00301	0.00428	0.0	0.01148	0.01313	0.01445	0.00703	0.0	0.0	0.0	0.0
leech_0.004_1x	0.00497	0.00496	0.00468	0.0	0.00588	0.00571	0.00579	0.0	0.0	0.0	0.0	0.0	0.00942	0.00976	0.00965	0.0	0.01175	0.01182	0.01162	0.00115	0.01362	0.0135	0.01355	0.00309	0.02374	0.02349	0.02346	0.01331	0.00362	0.00381	0.00376	0.0
leech_0.004_2x	0.00478	0.00497	0.00495	0.0	0.00593	0.00584	0.00596	0.0	0.0	0.0	0.0	0.0	0.00982	0.00984	0.00993	0.00106	0.01187	0.01196	0.0118	0.00305	0.01334	0.01368	0.01375	0.0049	0.02367	0.02361	0.02369	0.01508	0.00386	0.00394	0.00404	0.0
