sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1
nematode_0.001_1x_1	0.0	0.0	0.0	0.0	0.0026389131010724027	0.002477149883055499	0.0023450728350271053	0.002394931701931145	0.004498428454607365	0.004534528900252866	0.004195235632328956	0.003998364717631947	0.006352064660789176	0.006348551966662197	0.005934045762157387	0.005907323787177219	0.008141841890379635	0.008307480045894513	0.007775896796482077	0.007653183952852495	0.010288054141569624	0.01023075462262869	0.009586981130574357	0.0093757962304449	0.019703590886069516	0.019003308554511877	0.018643531439188343	0.01830363287641707	0.000943946886500551	0.0006262383758708929	0.0006752729438174492	0.0007056316766413029
nematode_0.001_2x_1	0.0	0.0	0.0	0.0	0.0025401198674190307	0.0021528897475883223	0.0018470413652362772	0.0019060587744922448	0.004398684494324377	0.0042164501830504785	0.0037166259498211105	0.00365212348400323	0.006033194155598767	0.006079851898927999	0.005516583815817659	0.005369719760978006	0.008029652707175006	0.007889614958865579	0.0072975203196105586	0.007165590475867896	0.010037541530393107	0.00966638641130302	0.008980238784843822	0.00893682570746144	0.01974118738858965	0.018900765532490486	0.018328896032554547	0.0181982516610555	0.0006039405282197727	0.0	0.0	0.0
nematode_0.001_4x_1	0.0	0.0	0.0	0.0	0.0025007353105227703	0.001972120121467913	0.001627428751664043	0.0017464778311299162	0.004274182725440062	0.003980312404744133	0.0035953231480909983	0.0035687597226027323	0.006101447562970393	0.005913788127529084	0.005267883649389294	0.0052906607612214366	0.00804096404127967	0.00784665933524179	0.007215997093769468	0.007121950429133926	0.009984610996204232	0.009731619710919846	0.008988450785818187	0.008855577584350491	0.01999067243164024	0.018874801079443806	0.018344241206444966	0.018083949146568707	0.0005933810621143996	0.0	0.0	0.0
nematode_0.001_8x_1	0.0	0.0	0.0	0.0	0.0026406329580711593	0.0020408367923256208	0.0017465612369854209	0.002139262741070981	0.00428666617028042	0.003995064706170035	0.0037019528497811245	0.0038683192259825615	0.006227784369366458	0.006053710137413673	0.00540341903599295	0.005604374852835983	0.008136462908941312	0.00789126482168555	0.007314867654362959	0.007468809553442504	0.010126546308794452	0.00978327975407344	0.00907026985153136	0.009128236837182108	0.020131551753971536	0.0190013672493133	0.018380118293020678	0.018360640395954173	0.0006207787056446717	0.0	0.0	0.00044017816110051
nematode_0.002_1x_1	0.002638534667910188	0.0025513481088647676	0.0024976299646647855	0.0025888507217605404	0.0	0.0	0.0	0.0	0.005557534926377641	0.005529230207900675	0.005243224998475085	0.005111407856298164	0.007356041899782777	0.007337112362971082	0.006886304865643165	0.006770801281895155	0.00927314136286741	0.009321780217242842	0.008831599689828358	0.00866078461050596	0.011236741101503571	0.011253054144602093	0.010603436426268422	0.01039937039436057	0.0203276143978815	0.020010046516188932	0.019568166243447697	0.01917861755419975	0.0019594391324022375	0.0016185001395034987	0.0016599476595650939	0.001765955144990002
nematode_0.002_2x_1	0.00246539859476924	0.0021524827988089433	0.001963819943279515	0.0020021935883266584	0.0	0.0	0.0	0.0	0.005344887498787247	0.0051311308687619775	0.004834281842956859	0.004692938815158207	0.007105814147949257	0.007097358553188932	0.006550400227714133	0.006390666839597603	0.00925543156588041	0.009014611807154082	0.008384184248946505	0.008239855858973513	0.010971481162414894	0.01061256267284134	0.0100297251655048	0.009880306763276066	0.0206929534586892	0.01990763820274342	0.019334303949075843	0.01900491799846459	0.0016670265663277259	0.0013223827979502315	0.0011162335554953408	0.0011827858359892026
nematode_0.002_4x_1	0.0023466596371733025	0.0018538428113173489	0.0016269034659104676	0.0017239363563442075	0.0	0.0	0.0	0.0	0.0051507874433733645	0.004856346308030391	0.004445373525512129	0.0044808003788593806	0.006995983742922804	0.0068600086687766555	0.006257067554627314	0.006207574824041926	0.00901248455081777	0.008732039044768557	0.008144523762206219	0.008007750837218651	0.010856506303113054	0.010416673095619338	0.009789904874606853	0.009687642786350878	0.020776291368075243	0.019697674930959624	0.01917012831172747	0.018950286437951484	0.0015025378454611923	0.0010057486941226492	0.0007057172229906619	0.0008889567817690556
nematode_0.002_8x_1	0.002441539019978279	0.0019418769310115148	0.0017683548468668943	0.0021387053719142896	0.0	0.0	0.0	0.0	0.005143104307058472	0.004940044634028694	0.004636448708936908	0.004849229668038064	0.0071768151581684345	0.006960130428910882	0.006345009866127034	0.006512587537828462	0.009212258746002986	0.008824949628664737	0.008305877338570779	0.008361520837570977	0.011058452447175349	0.01063509083552362	0.00990491316108677	0.009985926061422182	0.021070500411152774	0.019930545019524126	0.01928630410544296	0.019280578896832705	0.001662697864761219	0.001080146050733161	0.0008683069373624505	0.001358656155388377
nematode_0.004_1x_1	0.0044971619190232286	0.004417922820186041	0.004268985884213809	0.004202932675704258	0.0055567629506060815	0.005369609687913027	0.005147188672462401	0.005045267505466052	0.0	0.0	0.0	0.0	0.00896264236330958	0.009222813466518544	0.00863611784919532	0.008469444859456695	0.010930463806129186	0.010921864044291534	0.010286479788279046	0.010175061433067905	0.012506482784085412	0.012644649099251021	0.01197086154512256	0.011863338013352582	0.022249752000416692	0.021595699566817946	0.02094405451792327	0.02089096705714588	0.003522226539996142	0.003446570525290239	0.0034005229293672815	0.003393768249787827
nematode_0.004_2x_1	0.004510771666614481	0.0042141544227434595	0.003962557790508048	0.003918699397466387	0.005500788012695831	0.005129305025030504	0.0048366248304304105	0.004847537859590556	0.0	0.0	0.0	0.0	0.00917381060112814	0.00892889558679879	0.00840133300869255	0.008272630334033365	0.01110716330692102	0.010854140521293191	0.010273407228748315	0.010117159005339434	0.012848467566595257	0.012578813505584785	0.011866835495562477	0.01165593630687527	0.022464889124295957	0.021500885109806453	0.021054088520077126	0.020814571435886494	0.003534703726469093	0.003315168648161414	0.003048436287073397	0.0031377380990604037
