sample	nematode_0.001_1x	nematode_0.001_2x	nematode_0.001_4x	nematode_0.001_8x	nematode_0.002_1x	nematode_0.002_2x	nematode_0.002_4x	nematode_0.002_8x	nematode_0.004_1x	nematode_0.004_2x	nematode_0.004_4x	nematode_0.004_8x	nematode_0.006_1x	nematode_0.006_2x	nematode_0.006_4x	nematode_0.006_8x	nematode_0.008_1x	nematode_0.008_2x	nematode_0.008_4x	nematode_0.008_8x	nematode_0.01_1x	nematode_0.01_2x	nematode_0.01_4x	nematode_0.01_8x	nematode_0.02_1x	nematode_0.02_2x	nematode_0.02_4x	nematode_0.02_8x	nematode_0.0_1x	nematode_0.0_2x	nematode_0.0_4x	nematode_0.0_8x
nematode_0.001_1x	0.0	0.0	0.0	0.0	0.00307	0.00302	0.00268	0.0	0.00489	0.00485	0.00465	0.0	0.00688	0.00682	0.00634	0.0	0.0088	0.00866	0.00838	0.0	0.01088	0.0107	0.0101	0.0	0.0205	0.02022	0.01943	0.0079	0.00117	0.00093	0.00086	0.0
nematode_0.001_2x	0.0	0.0	0.0	0.0	0.00282	0.00257	0.00217	0.0	0.00458	0.00452	0.00412	0.0	0.00663	0.00644	0.0059	0.0	0.00864	0.00834	0.00788	0.0	0.01069	0.01042	0.00974	0.0	0.02039	0.01997	0.01918	0.00946	0.00094	0.00049	0.0	0.0
nematode_0.001_4x	0.0	0.0	0.0	0.0	0.00259	0.00225	0.00188	0.0	0.00444	0.0043	0.00388	0.0	0.00649	0.00632	0.00564	0.0	0.00847	0.00815	0.00777	0.0	0.01035	0.01001	0.00946	0.00102	0.02019	0.01977	0.01896	0.01074	0.00065	0.0	0.0	0.0
nematode_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00055	0.00151	0.0	0.00923	0.0108	0.01153	0.00329	0.0	0.0	0.0	0.0
nematode_0.002_1x	0.00307	0.00283	0.00258	0.0	0.0	0.0	0.0	0.0	0.00565	0.00587	0.00551	0.0	0.00787	0.00795	0.0073	0.0	0.00951	0.00977	0.00931	0.0	0.01157	0.01154	0.01087	0.0	0.02107	0.02078	0.02008	0.00858	0.00216	0.00192	0.00174	0.0
nematode_0.002_2x	0.003	0.00257	0.00223	0.0	0.0	0.0	0.0	0.0	0.00557	0.00553	0.00514	0.0	0.00744	0.00768	0.00691	0.0	0.00961	0.00944	0.00906	0.0	0.01155	0.01131	0.01072	0.0008	0.02114	0.0207	0.02002	0.0103	0.00186	0.00158	0.00139	0.0
nematode_0.002_4x	0.00268	0.00218	0.00188	0.0	0.0	0.0	0.0	0.0	0.00541	0.00527	0.00485	0.0	0.00734	0.00729	0.00653	0.0	0.00944	0.00914	0.00873	0.0	0.01132	0.01103	0.01038	0.00202	0.02097	0.02057	0.01981	0.01154	0.00163	0.00121	0.00105	0.0
nematode_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.00146	0.0024	0.0	0.01001	0.01152	0.01237	0.00411	0.0	0.0	0.0	0.0
nematode_0.004_1x	0.00489	0.0046	0.00442	0.0	0.00565	0.0056	0.00539	0.0	0.0	0.0	0.0	0.0	0.00969	0.00951	0.00918	0.0	0.01157	0.0115	0.01113	0.0	0.01338	0.01338	0.0127	0.00107	0.02288	0.02241	0.02177	0.01038	0.00397	0.00371	0.0036	0.0
nematode_0.004_2x	0.00482	0.00451	0.00426	0.0	0.00582	0.00551	0.00523	0.0	0.0	0.0	0.0	0.0	0.00965	0.00964	0.00902	0.0	0.01149	0.0114	0.01103	0.00106	0.01329	0.01324	0.01267	0.00283	0.0228	0.02243	0.02172	0.01214	0.00396	0.00356	0.00346	0.0
nematode_0.004_4x	0.00464	0.00413	0.00386	0.0	0.0055	0.00515	0.00484	0.0	0.0	0.0	0.0	0.0	0.00942	0.00929	0.0085	0.0	0.01127	0.0111	0.01062	0.00222	0.01319	0.0129	0.01224	0.00396	0.02268	0.02224	0.02159	0.01339	0.00364	0.00325	0.00306	0.0
