sample	SRR1607346	SRR1607348	SRR1607350	SRR1607351	SRR1607354	SRR1607356	SRR1607357	SRR1607359	SRR1607361	SRR1607363
SRR1607346	0.0	0.0	0.0	0.00073	0.00042	0.00061	0.00059	0.0	0.0	0.0
SRR1607348	0.0	0.0	0.0	0.00054	0.00041	0.0	0.00034	0.0	0.0	0.0
SRR1607350	0.0	0.0	0.0	0.00042	0.0	0.0	0.0	0.0	0.0	0.0
SRR1607351	0.00073	0.00054	0.00042	0.0	0.00074	0.00071	0.00048	0.0004	0.0005	0.00055
SRR1607354	0.00042	0.00041	0.0	0.00074	0.0	0.0	0.00069	0.0	0.0	0.0
SRR1607356	0.00061	0.0	0.0	0.00071	0.0	0.0	0.00045	0.0	0.0	0.0
SRR1607357	0.00059	0.00034	0.0	0.00048	0.00069	0.00045	0.0	0.0	0.0	0.00033
SRR1607359	0.0	0.0	0.0	0.0004	0.0	0.0	0.0	0.0	0.0	0.0
SRR1607361	0.0	0.0	0.0	0.0005	0.0	0.0	0.0	0.0	0.0	0.0
SRR1607363	0.0	0.0	0.0	0.00055	0.0	0.0	0.00033	0.0	0.0	0.0
