sample	moss_0.001_1x	moss_0.001_2x	moss_0.001_4x	moss_0.001_8x	moss_0.002_1x	moss_0.002_2x	moss_0.002_4x	moss_0.002_8x	moss_0.004_1x	moss_0.004_2x	moss_0.004_4x	moss_0.004_8x	moss_0.006_1x	moss_0.006_2x	moss_0.006_4x	moss_0.006_8x	moss_0.008_1x	moss_0.008_2x	moss_0.008_4x	moss_0.008_8x	moss_0.01_1x	moss_0.01_2x	moss_0.01_4x	moss_0.01_8x	moss_0.02_1x	moss_0.02_2x	moss_0.02_4x	moss_0.02_8x	moss_0.0_1x	moss_0.0_2x	moss_0.0_4x	moss_0.0_8x
moss_0.001_1x	0.0	0.0	0.0058	0.01025	0.00252	0.00248	0.00826	0.01235	0.00467	0.00461	0.01015	0.0138	0.00671	0.00645	0.01178	0.01523	0.00872	0.00784	0.01366	0.01656	0.01062	0.00986	0.01523	0.01776	0.01905	0.01854	0.02285	0.02484	0.00043	0.00057	0.00631	0.01104
moss_0.001_2x	0.0	0.0	0.00399	0.00841	0.00246	0.00215	0.00637	0.01036	0.00462	0.00422	0.00798	0.01173	0.00705	0.00607	0.00949	0.01303	0.00869	0.00764	0.01142	0.01449	0.01045	0.00964	0.01274	0.01558	0.01948	0.01872	0.02038	0.02261	0.00045	0.0	0.00455	0.00923
moss_0.001_4x	0.00574	0.00405	0.0	0.00706	0.0081	0.00658	0.00706	0.0102	0.01022	0.00844	0.0084	0.01111	0.01249	0.01027	0.00955	0.01226	0.0142	0.01167	0.01091	0.01331	0.016	0.01359	0.01205	0.01445	0.02455	0.02248	0.01901	0.0208	0.0063	0.00464	0.00593	0.00942
moss_0.001_8x	0.01057	0.00888	0.00732	0.0	0.01291	0.01148	0.01053	0.01398	0.01497	0.0132	0.01141	0.01449	0.01714	0.01497	0.01251	0.01539	0.01855	0.01636	0.01365	0.01631	0.02043	0.01814	0.01462	0.01712	0.02889	0.02658	0.02087	0.02343	0.0112	0.00942	0.00976	0.01335
moss_0.002_1x	0.00252	0.00252	0.00818	0.01253	0.0	0.0	0.00608	0.01009	0.00589	0.00567	0.01095	0.01462	0.00776	0.00735	0.01262	0.01599	0.00954	0.00883	0.01444	0.01746	0.01129	0.01084	0.01594	0.01871	0.01994	0.01918	0.0237	0.02562	0.00156	0.00151	0.00715	0.01179
moss_0.002_2x	0.00242	0.00215	0.00648	0.01088	0.0	0.0	0.0041	0.00823	0.00548	0.00523	0.009	0.01275	0.00798	0.00703	0.01051	0.01399	0.00956	0.00872	0.01232	0.01537	0.0113	0.01062	0.01364	0.01658	0.02017	0.01942	0.02119	0.02348	0.00124	0.00122	0.00563	0.01023
moss_0.002_4x	0.00814	0.00644	0.00703	0.01013	0.00601	0.00416	0.0	0.00517	0.01113	0.00924	0.00886	0.01145	0.01322	0.01102	0.01001	0.01242	0.01499	0.01244	0.01134	0.0135	0.01681	0.01434	0.0126	0.01466	0.02528	0.0231	0.01922	0.02088	0.00724	0.00546	0.00646	0.00973
moss_0.002_8x	0.01269	0.01091	0.01054	0.01397	0.0104	0.00869	0.00538	0.0	0.01545	0.01382	0.01187	0.01489	0.01771	0.01545	0.0128	0.01552	0.01906	0.01675	0.0139	0.01641	0.02103	0.01869	0.01498	0.01749	0.02938	0.02714	0.02098	0.02343	0.01179	0.01001	0.01016	0.01361
moss_0.004_1x	0.00464	0.00472	0.01029	0.01449	0.00587	0.00561	0.01126	0.01499	0.0	0.0	0.0067	0.01031	0.00997	0.00944	0.01455	0.01784	0.01167	0.01097	0.01644	0.01932	0.0133	0.01293	0.01817	0.02051	0.02183	0.02119	0.02544	0.02729	0.00373	0.00393	0.00938	0.01376
moss_0.004_2x	0.00447	0.0042	0.00829	0.01249	0.00551	0.00522	0.00911	0.0131	0.0	0.0	0.00428	0.00796	0.00956	0.00886	0.01227	0.01566	0.01144	0.01047	0.01399	0.01701	0.01307	0.01248	0.01531	0.01811	0.02169	0.02103	0.02277	0.02491	0.00332	0.00318	0.00738	0.01183
