sample	nematode_0.001_1x	nematode_0.001_2x	nematode_0.001_4x	nematode_0.001_8x	nematode_0.002_1x	nematode_0.002_2x	nematode_0.002_4x	nematode_0.002_8x	nematode_0.004_1x	nematode_0.004_2x	nematode_0.004_4x	nematode_0.004_8x	nematode_0.006_1x	nematode_0.006_2x	nematode_0.006_4x	nematode_0.006_8x	nematode_0.008_1x	nematode_0.008_2x	nematode_0.008_4x	nematode_0.008_8x	nematode_0.01_1x	nematode_0.01_2x	nematode_0.01_4x	nematode_0.01_8x	nematode_0.02_1x	nematode_0.02_2x	nematode_0.02_4x	nematode_0.02_8x	nematode_0.0_1x	nematode_0.0_2x	nematode_0.0_4x	nematode_0.0_8x
nematode_0.001_1x	0.0	0.0	0.0	0.0	0.00301	0.00285	0.00262	0.0	0.00492	0.00478	0.00447	0.0	0.0066	0.00676	0.00625	0.0	0.00835	0.00848	0.00827	0.0	0.01046	0.01024	0.00991	0.0	0.01979	0.01977	0.01886	0.00772	0.00095	0.00089	0.00064	0.0
nematode_0.001_2x	0.0	0.0	0.0	0.0	0.00284	0.00244	0.00219	0.0	0.00472	0.0045	0.00402	0.0	0.00653	0.00649	0.00596	0.0	0.00848	0.00827	0.00786	0.0	0.01033	0.00994	0.00945	0.0	0.02	0.01971	0.01876	0.00928	0.00076	0.00052	0.0	0.0
nematode_0.001_4x	0.0	0.0	0.0	0.0	0.00272	0.00228	0.00202	0.0	0.00451	0.00418	0.00387	0.0	0.00626	0.00633	0.00573	0.0	0.00838	0.00815	0.00779	0.0	0.01022	0.00989	0.00932	0.00112	0.01969	0.01958	0.01877	0.0106	0.00063	0.0	0.0	0.0
nematode_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00046	0.00154	0.0	0.00911	0.01085	0.01144	0.00345	0.0	0.0	0.0	0.0
nematode_0.002_1x	0.00301	0.00286	0.00273	0.0	0.0	0.0	0.0	0.0	0.00591	0.00575	0.00552	0.0	0.00746	0.00776	0.00741	0.0	0.00947	0.00971	0.00937	0.0	0.01139	0.01123	0.01074	0.0	0.0208	0.02061	0.0198	0.0087	0.00206	0.00194	0.00177	0.0
nematode_0.002_2x	0.00283	0.00244	0.00227	0.0	0.0	0.0	0.0	0.0	0.00564	0.00546	0.0051	0.0	0.00734	0.00764	0.00701	0.0	0.00941	0.00939	0.00896	0.0	0.01119	0.01103	0.0104	0.00081	0.02092	0.0206	0.01979	0.01031	0.00174	0.00152	0.00133	0.0
nematode_0.002_4x	0.00261	0.0022	0.00202	0.0	0.0	0.0	0.0	0.0	0.00556	0.00526	0.0049	0.0	0.00717	0.00734	0.00673	0.0	0.00947	0.00915	0.0088	0.00037	0.01101	0.01076	0.01021	0.00207	0.02072	0.02054	0.01973	0.01159	0.00161	0.00124	0.00104	0.0
nematode_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00082	0.0	0.0	0.00142	0.00242	0.0	0.01001	0.01169	0.01227	0.00438	0.0	0.0	0.0	0.0
nematode_0.004_1x	0.00492	0.00475	0.00452	0.0	0.00591	0.00568	0.00558	0.0	0.0	0.0	0.0	0.0	0.00952	0.00959	0.0093	0.0	0.01123	0.01135	0.01097	0.0	0.01315	0.01318	0.01257	0.0013	0.02253	0.02244	0.02142	0.01045	0.00381	0.00385	0.00366	0.0
nematode_0.004_2x	0.00474	0.00449	0.00416	0.0	0.0057	0.00545	0.00524	0.0	0.0	0.0	0.0	0.0	0.00924	0.00952	0.00904	0.0	0.01125	0.01116	0.01092	0.00106	0.01311	0.01286	0.01238	0.00284	0.02265	0.02243	0.02156	0.01221	0.0037	0.00359	0.00325	0.0
