sample	club-moss_0.001_1x_1	club-moss_0.001_2x_1	club-moss_0.001_4x_1	club-moss_0.001_8x_1	club-moss_0.002_1x_1	club-moss_0.002_2x_1	club-moss_0.002_4x_1	club-moss_0.002_8x_1	club-moss_0.004_1x_1	club-moss_0.004_2x_1	club-moss_0.004_4x_1	club-moss_0.004_8x_1	club-moss_0.006_1x_1	club-moss_0.006_2x_1	club-moss_0.006_4x_1	club-moss_0.006_8x_1	club-moss_0.008_1x_1	club-moss_0.008_2x_1	club-moss_0.008_4x_1	club-moss_0.008_8x_1	club-moss_0.01_1x_1	club-moss_0.01_2x_1	club-moss_0.01_4x_1	club-moss_0.01_8x_1	club-moss_0.02_1x_1	club-moss_0.02_2x_1	club-moss_0.02_4x_1	club-moss_0.02_8x_1	club-moss_0.0_1x_1	club-moss_0.0_2x_1	club-moss_0.0_4x_1	club-moss_0.0_8x_1
club-moss_0.001_1x_1	0.0	0.0	0.0	0.0	0.0023270817179086955	0.0017303557804766825	0.0011614257017560155	0.0009898043416786038	0.003781049666415482	0.003331500587610745	0.0026969502520484525	0.002577952612870502	0.005508113210335758	0.004864211760153104	0.0042391024456205585	0.003984198803832898	0.007219174086261923	0.006406347069838409	0.00573388196405269	0.005674678012193972	0.008660471197589793	0.007904844653052034	0.007170436529162613	0.006898730679982009	0.017030294562113153	0.016463449460548507	0.0153967492021951	0.015206687934694721	0.0005878646844050911	0.0	0.0	0.0
club-moss_0.001_2x_1	0.0	0.0	0.0	0.0	0.0019655707621494206	0.0012474998563077595	0.0006210632663970099	0.0005655563127546369	0.0034806952309982364	0.0028760204642629887	0.0021615861584000752	0.00213740982089928	0.005289530431146354	0.004430320196708103	0.0038160279542872465	0.003721483255838627	0.006847027894464337	0.005923553415033196	0.005245627249042594	0.005273899384377807	0.008402614883910486	0.007684791492158543	0.006718159576593482	0.0067181735803515975	0.017181646564063433	0.015997202977194484	0.015251832552579957	0.01502364957319396	0.0	0.0	0.0	0.0
club-moss_0.001_4x_1	0.0	0.0	0.0	0.0	0.0013055947567695717	0.0005421722938231022	0.0	0.0005409769514168635	0.003012562787026494	0.0022545583366566056	0.0015667653868150242	0.002170002564001501	0.004802645761404068	0.0038226696114147425	0.003238836189248485	0.003661647874691267	0.006514010636260381	0.005424791814485923	0.00485178632249384	0.005355768749264031	0.008054500870989917	0.00712414737287362	0.006317772448074724	0.0068290635038822725	0.016969932043468104	0.015751961756723644	0.015112825231307539	0.015393406252937973	0.0	0.0	0.0	0.0
club-moss_0.001_8x_1	0.0	0.0	0.0	0.0	0.0013809158373431758	0.0007397013221419234	0.0005095985759481928	0.002147649680988267	0.003051300024283338	0.0024542827356355797	0.002065697428941975	0.0036728651010919495	0.004855585847364057	0.004084456541723008	0.003766242434840132	0.0052168622903456105	0.006796357877923929	0.0056823324974850965	0.0053931448144862145	0.006991536127529458	0.008366625137114093	0.007377063214830668	0.006824713121364906	0.008421531246781843	0.017358524011208683	0.01621040525163446	0.015931180437347345	0.017102909527160082	0.0	0.0	0.0	0.0006778197728432609
club-moss_0.002_1x_1	0.002327595291854888	0.002030278404810205	0.0013253047643137163	0.0013291261291186352	0.0	0.0	0.0	0.0	0.004827392235700999	0.004190929738245286	0.003651896812667588	0.003471771735782213	0.006254804637670661	0.005651579933157604	0.005199163607645483	0.004867373406227939	0.008058342102183123	0.0072001785762746415	0.006655768311228051	0.006455172579095689	0.009628115880256909	0.00904585430366016	0.008153736115495032	0.007975573857889693	0.017906639121889886	0.016993129326581584	0.016278828796501874	0.01591390822456399	0.0015702294355171083	0.0012959903861507035	0.0005227795684505801	0.0005209128345368954
club-moss_0.002_2x_1	0.0016775268146334513	0.0012487768259602397	0.000536603147214007	0.0007025376438898172	0.0	0.0	0.0	0.0	0.00412946105538127	0.003589693955043011	0.0028925341667436436	0.0028807298614552264	0.005956835581310156	0.00510174922965607	0.004509805484496578	0.004431001208500756	0.007449475386110179	0.006711193414229081	0.0060235370609283785	0.006080635281041679	0.0090579464690066	0.008319928125125036	0.007441415503009079	0.007456013304254619	0.017693072309088075	0.016726930300692684	0.016032578775478812	0.01574654104884038	0.0008699422484995698	0.0004678261480950704	0.0	0.0
club-moss_0.002_4x_1	0.0011394306485471401	0.0006258113263223827	0.0	0.0004917058764967781	0.0	0.0	0.0	0.0	0.003749343763877441	0.0030735066859694576	0.0023926728327390624	0.002786506670583972	0.005569068233539831	0.004661594792722456	0.004065010999850103	0.004319679513245823	0.007208603246054935	0.006218641250644926	0.005587405623620303	0.005962494722103815	0.008842479771221184	0.007894164218810212	0.0070282127792324015	0.007364917378414224	0.017775016394846545	0.016478135637148568	0.015709863979050456	0.015846963743379208	0.0004462836809185821	0.0	0.0	0.0
club-moss_0.002_8x_1	0.0010280504431070857	0.000595739167912059	0.0005585320159997831	0.002146698462461587	0.0	0.0	0.0	0.0	0.0037676622572182013	0.003180576354643258	0.002784650809593695	0.004408527913188693	0.005617000050255405	0.0048565694786663295	0.004492833022829677	0.00608168523938988	0.007389640056587049	0.006347810156003218	0.006101640125119259	0.007691897875152266	0.008987878721998212	0.00808951715982364	0.007570264597373401	0.009156284481955794	0.018241525946178436	0.016983834926307975	0.0165695481215646	0.01787384967827172	0.0	0.0	0.0	0.0014673860070323827
club-moss_0.004_1x_1	0.0037873638104954665	0.003600203829902028	0.0030641755024035126	0.0029460169247241008	0.0048343048948117145	0.004266380541404789	0.003830803170968313	0.003642959276881522	0.0	0.0	0.0	0.0	0.008052848496384641	0.007356691400040242	0.006826644251120453	0.006520482689014981	0.009548357680123703	0.008861069900883685	0.008211392822952352	0.008261422044024446	0.010905118706329358	0.010490617615476282	0.009667650885397677	0.009676545467754587	0.019026487304894382	0.018522113324266197	0.017783881146983264	0.01752852445051639	0.0030635713292491685	0.002910746077303404	0.0022049611247413623	0.0023533714909866844
club-moss_0.004_2x_1	0.003234975578917367	0.0028831875824506573	0.002235454664194543	0.002336970646450076	0.004068569894036584	0.003594989236417802	0.0030588332577832352	0.003031829680976502	0.0	0.0	0.0	0.0	0.007352049942793394	0.006666662406487443	0.006142904857230962	0.005992686205130877	0.008952876465417533	0.00818659698160811	0.007629573732588218	0.00771890552770975	0.010629786473492884	0.009871845717442707	0.009073868069242578	0.009053861985151094	0.019042502477455862	0.018109132800901602	0.017475708599804025	0.01715377201147032	0.0024775712070963466	0.002190977028451423	0.001396517126163714	0.0016385580706127236
club-moss_0.004_4x_1	0.0026344076140398897	0.0021705200063446995	0.0015576673213737395	0.001988246341253729	0.0035656585159281567	0.002901431696044281	0.002386204202310366	0.002682212277553269	0.0	0.0	0.0	0.0	0.006799972036544078	0.0060942410076760154	0.005513979257782502	0.005686477388884504	0.008428698352347731	0.0075958684482336615	0.007055719004152067	0.007397390437422475	0.009960618994416175	0.009222405592468518	0.008375888874758168	0.00870981826257589	0.018766221513048735	0.017625429643106223	0.01708932957940486	0.017087463603237527	0.0018476980921348907	0.0014466318901950137	0.0006870329227197727	0.0013054100108159012
club-moss_0.004_8x_1	0.0026700060401460618	0.0022469267813496384	0.002237872595112972	0.003668929732538254	0.003592155725062274	0.0030239028558915002	0.002882422419114482	0.004405749855954295	0.0	0.0	0.0	0.0	0.006954422733570699	0.006455263038735705	0.00607607966255062	0.007483975019302742	0.008746719311030146	0.007875598834804707	0.00759628253431546	0.009221939091156088	0.010357652111380681	0.009509771403387789	0.009045460605811795	0.010541485006952117	0.01953046733166093	0.018208438635041478	0.018041638550467077	0.01923246790732068	0.0018310766451800002	0.0015311118645933745	0.0014110098758057408	0.0029809918974625297
club-moss_0.006_1x_1	0.005525318075792717	0.0054782375084519806	0.0048940809588020944	0.004702189136315998	0.0062728399492745085	0.006162228928151689	0.00569984172048435	0.005447001340858707	0.008064477928967908	0.007592377839204036	0.0069860288990502405	0.0067576412854950495	0.0	0.0	0.0	0.0	0.011176199141934932	0.010525296052823497	0.010057415738489337	0.009803633581609432	0.012373288960349628	0.012179249188810361	0.011422022110769522	0.011229978568939654	0.020768205470438617	0.020240155982832932	0.019416007395759813	0.01917764276574713	0.004879796621187864	0.004833414205560767	0.0041645051340618465	0.00410367843707837
