sample	moss_0.001_1x	moss_0.001_2x	moss_0.001_4x	moss_0.001_8x	moss_0.002_1x	moss_0.002_2x	moss_0.002_4x	moss_0.002_8x	moss_0.004_1x	moss_0.004_2x	moss_0.004_4x	moss_0.004_8x	moss_0.006_1x	moss_0.006_2x	moss_0.006_4x	moss_0.006_8x	moss_0.008_1x	moss_0.008_2x	moss_0.008_4x	moss_0.008_8x	moss_0.01_1x	moss_0.01_2x	moss_0.01_4x	moss_0.01_8x	moss_0.02_1x	moss_0.02_2x	moss_0.02_4x	moss_0.02_8x	moss_0.0_1x	moss_0.0_2x	moss_0.0_4x	moss_0.0_8x
moss_0.001_1x	0.0	0.0	0.00435	0.00859	0.0024	0.00128	0.00689	0.01082	0.00443	0.00348	0.00886	0.01236	0.00626	0.00539	0.01058	0.0139	0.00833	0.00684	0.01256	0.01532	0.01028	0.00895	0.01423	0.01659	0.01886	0.01804	0.02231	0.02413	0.0	0.0	0.00493	0.00942
moss_0.001_2x	0.0	0.0	0.00159	0.00582	0.00126	0.0	0.00404	0.00788	0.00333	0.00214	0.00572	0.00934	0.00559	0.00407	0.00731	0.01075	0.00727	0.0057	0.00934	0.01229	0.0091	0.0078	0.01073	0.01344	0.01838	0.01736	0.01885	0.02092	0.0	0.0	0.00222	0.00668
moss_0.001_4x	0.00452	0.00167	0.0	0.00384	0.00702	0.00437	0.00437	0.00717	0.00906	0.00632	0.00577	0.00816	0.01117	0.00824	0.00698	0.00945	0.01295	0.00972	0.00841	0.01056	0.01482	0.01175	0.00963	0.01177	0.02369	0.02121	0.01711	0.01858	0.00521	0.00236	0.00323	0.00633
moss_0.001_8x	0.00956	0.00654	0.00412	0.0	0.01208	0.00938	0.00766	0.01063	0.0141	0.01122	0.00858	0.0112	0.01617	0.01311	0.00975	0.01231	0.01765	0.01461	0.01098	0.01328	0.01965	0.01653	0.01204	0.01415	0.0286	0.02572	0.01893	0.02106	0.01035	0.0072	0.00681	0.00991
moss_0.002_1x	0.0024	0.00127	0.00678	0.01091	0.0	0.0	0.00449	0.00833	0.00565	0.00452	0.00962	0.01314	0.00729	0.00627	0.01138	0.01463	0.00912	0.00779	0.0133	0.01618	0.01091	0.0099	0.01489	0.0175	0.01972	0.01863	0.02313	0.02487	0.00142	0.0	0.00573	0.01013
moss_0.002_2x	0.00127	0.0	0.00418	0.00837	0.0	0.0	0.00161	0.00559	0.00422	0.00318	0.00676	0.01036	0.00655	0.00506	0.00834	0.01172	0.00817	0.00682	0.01025	0.01317	0.00996	0.00881	0.01164	0.01444	0.01906	0.01806	0.01965	0.02179	0.0	0.0	0.00332	0.00769
moss_0.002_4x	0.0071	0.00421	0.00436	0.00715	0.00465	0.00168	0.0	0.00191	0.01	0.00713	0.00626	0.00858	0.01192	0.00901	0.00746	0.00968	0.01376	0.0105	0.00887	0.01082	0.01567	0.01253	0.01021	0.01205	0.02445	0.02185	0.01734	0.01872	0.00618	0.0032	0.00379	0.00672
moss_0.002_8x	0.01194	0.00879	0.00765	0.01061	0.00928	0.00629	0.00205	0.0	0.01464	0.0119	0.00908	0.01165	0.01679	0.01364	0.01007	0.01245	0.0182	0.01504	0.01126	0.0134	0.02031	0.01714	0.01244	0.01456	0.02913	0.02633	0.01906	0.02107	0.011	0.00786	0.00726	0.0102
moss_0.004_1x	0.00441	0.00333	0.00876	0.01275	0.00563	0.00424	0.00971	0.01328	0.0	0.0	0.00485	0.00833	0.00939	0.00822	0.01317	0.01635	0.01113	0.00981	0.01517	0.01792	0.01278	0.01185	0.017	0.01918	0.02147	0.02051	0.02472	0.02642	0.00348	0.00254	0.00782	0.01197
moss_0.004_2x	0.00343	0.00212	0.00603	0.01001	0.00446	0.00317	0.00683	0.01065	0.0	0.0	0.0017	0.00524	0.00818	0.00694	0.01013	0.0134	0.01012	0.00861	0.01194	0.01482	0.01179	0.01072	0.01334	0.01599	0.02061	0.01968	0.02125	0.02324	0.00225	0.00107	0.00509	0.0093
