sample	moss_0.001_1x_1	moss_0.001_2x_1	moss_0.001_4x_1	moss_0.001_8x_1	moss_0.002_1x_1	moss_0.002_2x_1	moss_0.002_4x_1	moss_0.002_8x_1	moss_0.004_1x_1	moss_0.004_2x_1	moss_0.004_4x_1	moss_0.004_8x_1	moss_0.006_1x_1	moss_0.006_2x_1	moss_0.006_4x_1	moss_0.006_8x_1	moss_0.008_1x_1	moss_0.008_2x_1	moss_0.008_4x_1	moss_0.008_8x_1	moss_0.01_1x_1	moss_0.01_2x_1	moss_0.01_4x_1	moss_0.01_8x_1	moss_0.02_1x_1	moss_0.02_2x_1	moss_0.02_4x_1	moss_0.02_8x_1	moss_0.0_1x_1	moss_0.0_2x_1	moss_0.0_4x_1	moss_0.0_8x_1	
moss_0.001_1x_1	0.0	0.01986	0.021106	0.0134423	0.0255308	0.0230483	0.0241748	0.0167256	0.0276004	0.0251319	0.026319	0.0188134	0.0295186	0.0268306	0.0283097	0.0209395	0.0312255	0.0287703	0.0299263	0.0228493	0.0329459	0.0307918	0.0319783	0.0249524	0.0416814	0.0398568	0.0412775	0.034614	0.0237448	0.0209086	0.0221082	0.0144729	
moss_0.001_2x_1	0.01986	0.0	0.0148025	0.00830417	0.0228523	0.0181776	0.0179539	0.0115545	0.0246983	0.0201581	0.0200653	0.0136427	0.0265495	0.0220895	0.0221175	0.0157863	0.0285457	0.0239413	0.0238166	0.0177505	0.0302373	0.0261357	0.0259567	0.0198606	0.0391161	0.0349524	0.0351586	0.0292931	0.0210084	0.016148	0.0159363	0.00945109	
moss_0.001_4x_1	0.021106	0.0148025	0.0	0.00803318	0.0241001	0.0180954	0.0168656	0.0113472	0.0257878	0.0200203	0.018917	0.0133716	0.0276371	0.0218294	0.0209106	0.0154649	0.0294764	0.0237152	0.0226177	0.017328	0.0313642	0.025799	0.0246354	0.019389	0.0398034	0.0346348	0.0337328	0.0286642	0.0221986	0.0160773	0.0148384	0.00925455	
moss_0.001_8x_1	0.0134423	0.00830417	0.00803318	0.0	0.0165586	0.011702	0.0113384	0.00476779	0.0185024	0.0137365	0.0135411	0.00694522	0.020359	0.0156407	0.0156497	0.00916893	0.0223729	0.0177177	0.0174735	0.0111904	0.0243074	0.0198587	0.0196311	0.0133826	0.0333801	0.0290942	0.029289	0.0232016	0.0145015	0.00954419	0.00919764	0.00251177	
moss_0.002_1x_1	0.0255308	0.0228523	0.0241001	0.0165586	0.0	0.0199186	0.0209113	0.0133655	0.028469	0.0258336	0.0272253	0.0197357	0.0303226	0.0277553	0.0291468	0.0218555	0.0320511	0.0295981	0.0308684	0.0237479	0.0339483	0.0318667	0.033097	0.0259541	0.0425025	0.0404278	0.0419697	0.035233	0.0248196	0.0218414	0.0229823	0.0153748	
moss_0.002_2x_1	0.0230483	0.0181776	0.0180954	0.011702	0.0199186	0.0	0.0147329	0.00832806	0.025902	0.0213111	0.0211782	0.0148126	0.0274251	0.0230679	0.0231373	0.0168452	0.0294025	0.0250436	0.0248434	0.0188471	0.0313194	0.0270083	0.0269635	0.0208817	0.0398163	0.0358377	0.0360148	0.0301469	0.0220217	0.0172898	0.0170269	0.0106013	
moss_0.002_4x_1	0.0241748	0.0179539	0.0168656	0.0113384	0.0209113	0.0147329	0.0	0.00788207	0.0268252	0.0209369	0.0199397	0.0144103	0.0284563	0.0229008	0.0218895	0.0164331	0.0303708	0.024646	0.0235348	0.0183068	0.0322685	0.0267338	0.0255325	0.0203107	0.0405126	0.0353358	0.0345002	0.0295237	0.0231766	0.017059	0.0158391	0.0102949	
moss_0.002_8x_1	0.0167256	0.0115545	0.0113472	0.00476779	0.0133655	0.00832806	0.00788207	0.0	0.0196173	0.0147296	0.0145843	0.0080064	0.0213882	0.016692	0.0166504	0.0102228	0.0233057	0.0186513	0.0184211	0.012189	0.0252651	0.0208059	0.0205633	0.0143233	0.0342475	0.0299316	0.0300886	0.0240304	0.0155911	0.0105643	0.0102131	0.00361071	
moss_0.004_1x_1	0.0276004	0.0246983	0.0257878	0.0185024	0.028469	0.025902	0.0268252	0.0196173	0.0	0.0198352	0.0208945	0.0133909	0.0321253	0.0294928	0.0307155	0.0237098	0.0339546	0.0315037	0.0324669	0.0256033	0.03585	0.0334933	0.0345183	0.0277098	0.0440519	0.0416395	0.043199	0.0366093	0.0267013	0.023716	0.0248007	0.0174089	
moss_0.004_2x_1	0.0251319	0.0201581	0.0200203	0.0137365	0.0258336	0.0213111	0.0209369	0.0147296	0.0198352	0.0	0.0145428	0.00813742	0.029565	0.0249474	0.0249971	0.0188296	0.0313272	0.0267058	0.0267591	0.0206905	0.0331249	0.0290306	0.0288331	0.0228486	0.0417234	0.037647	0.0378354	0.0320384	0.0239374	0.0192119	0.0189624	0.0126567	
moss_0.004_4x_1	0.026319	0.0200653	0.018917	0.0135411	0.0272253	0.0211782	0.0199397	0.0145843	0.0208945	0.0145428	0.0	0.00776396	0.0306166	0.0248731	0.0238182	0.0185568	0.0323751	0.0266068	0.0254933	0.0204152	0.0342935	0.0287097	0.0275168	0.0224449	0.0425477	0.0372688	0.0364712	0.0315693	0.0253223	0.0191573	0.0179367	0.012495	
moss_0.004_8x_1	0.0188134	0.0136427	0.0133716	0.00694522	0.0197357	0.0148126	0.0144103	0.0080064	0.0133909	0.00813742	0.00776396	0.0	0.0234579	0.0187229	0.0185728	0.0123005	0.0253493	0.0205633	0.0203786	0.0142834	0.0272809	0.0227951	0.0225085	0.0164394	0.036153	0.0317797	0.0318713	0.0259915	0.0177692	0.0126945	0.0122956	0.00583573	
moss_0.006_1x_1	0.0295186	0.0265495	0.0276371	0.020359	0.0303226	0.0274251	0.0284563	0.0213882	0.0321253	0.029565	0.0306166	0.0234579	0.0	0.0195922	0.0206321	0.0133948	0.0357258	0.0331164	0.0341647	0.0273803	0.0375762	0.0351785	0.0362544	0.0294517	0.0459122	0.0435679	0.045131	0.0385599	0.0285162	0.0256889	0.0265638	0.0192993	
