sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1	
nematode_0.001_1x_1	0.0	0.0197237	0.0201323	0.0134788	0.0264798	0.0226428	0.023273	0.016502	0.0286582	0.0245558	0.0251963	0.0184894	0.0303558	0.0267835	0.0271046	0.0205	0.032461	0.0284857	0.0291376	0.022507	0.0342922	0.0306329	0.0311721	0.0246208	0.0438736	0.0402261	0.0406362	0.0342883	0.0245687	0.0207872	0.0213297	0.0144706	
nematode_0.001_2x_1	0.0197237	0.0	0.013376	0.00767775	0.0226126	0.0173457	0.016619	0.010776	0.0248665	0.0192703	0.0186007	0.012804	0.0265997	0.0211339	0.0205606	0.0147629	0.0285083	0.0231131	0.0225033	0.0167963	0.0306589	0.0251503	0.0245379	0.0187894	0.0399902	0.0347558	0.0339068	0.0284054	0.0208689	0.0153664	0.0146978	0.00872458	
nematode_0.001_4x_1	0.0201323	0.013376	0.0	0.00670786	0.0229606	0.0164678	0.0149219	0.00979988	0.0251779	0.018437	0.0168199	0.0117997	0.0269097	0.0203146	0.0187372	0.0137141	0.0289723	0.0223272	0.0208307	0.0157378	0.0308871	0.0241931	0.022741	0.0176917	0.0403863	0.0339257	0.0323927	0.0274662	0.0212685	0.0146234	0.0129604	0.00779847	
nematode_0.001_8x_1	0.0134788	0.00767775	0.00670786	0.0	0.0163283	0.0106731	0.0098459	0.00401912	0.018577	0.0127745	0.0118737	0.00609286	0.0203766	0.0146041	0.0138061	0.00805014	0.0224471	0.0167037	0.0158314	0.0101389	0.0244239	0.0186799	0.0178334	0.0121858	0.0341012	0.0286127	0.0276872	0.0221333	0.014478	0.00875048	0.00784796	0.001932	
nematode_0.002_1x_1	0.0264798	0.0226126	0.0229606	0.0163283	0.0	0.0194076	0.0199377	0.013404	0.0294281	0.0256786	0.0260194	0.0194225	0.0312679	0.0274055	0.027858	0.0213359	0.0333543	0.0294014	0.0297986	0.0233438	0.0352904	0.0313586	0.0316532	0.0252676	0.0447364	0.0412088	0.0413912	0.0350328	0.025287	0.0216075	0.0220459	0.015319	
nematode_0.002_2x_1	0.0226428	0.0173457	0.0164678	0.0106731	0.0194076	0.0	0.0132773	0.00758222	0.0256178	0.0202417	0.0194225	0.0137128	0.0274699	0.0220188	0.0212932	0.0155986	0.0295371	0.0240052	0.0233874	0.0177036	0.0314113	0.0259593	0.0253443	0.0196985	0.0410874	0.0357381	0.0349945	0.0294373	0.0217027	0.0161728	0.0155446	0.00965338	
nematode_0.002_4x_1	0.023273	0.016619	0.0149219	0.0098459	0.0199377	0.0132773	0.0	0.00668491	0.0262289	0.0195121	0.0179602	0.0128901	0.0279458	0.02132	0.0197756	0.0147686	0.0299242	0.0233706	0.0217941	0.016777	0.0318255	0.025245	0.0237012	0.0187588	0.041355	0.0349011	0.0333813	0.0284015	0.0223693	0.0156146	0.0140116	0.00888819	
nematode_0.002_8x_1	0.016502	0.010776	0.00979988	0.00401912	0.013404	0.00758222	0.00668491	0.0	0.0195503	0.0137634	0.0128884	0.00713205	0.021371	0.0155946	0.0147868	0.00908348	0.0234748	0.0176742	0.016763	0.0111238	0.0253848	0.0196274	0.0187492	0.0131554	0.0350314	0.0295836	0.0286098	0.0231093	0.0155102	0.00975262	0.00887054	0.00298079	
nematode_0.004_1x_1	0.0286582	0.0248665	0.0251779	0.018577	0.0294281	0.0256178	0.0262289	0.0195503	0.0	0.0197509	0.0201284	0.0136098	0.0334133	0.029708	0.0302181	0.0236097	0.0353078	0.0315376	0.0318771	0.0254593	0.0373081	0.0332442	0.0337715	0.0274073	0.0468856	0.0431674	0.0431099	0.0369856	0.0277439	0.0239539	0.0242594	0.0175842	
nematode_0.004_2x_1	0.0245558	0.0192703	0.018437	0.0127745	0.0256786	0.0202417	0.0195121	0.0137634	0.0197509	0.0	0.0133239	0.0076994	0.0294774	0.0240922	0.0234249	0.0177738	0.0314428	0.0259645	0.0251997	0.0196557	0.0335663	0.0279947	0.0273794	0.0217153	0.0429714	0.0376382	0.0367853	0.0312757	0.0238197	0.0184676	0.0175629	0.0118204	
