sample	leech_0.001_1x_1	leech_0.001_2x_1	leech_0.001_4x_1	leech_0.001_8x_1	leech_0.002_1x_1	leech_0.002_2x_1	leech_0.002_4x_1	leech_0.002_8x_1	leech_0.004_1x_1	leech_0.004_2x_1	leech_0.004_4x_1	leech_0.004_8x_1	leech_0.006_1x_1	leech_0.006_2x_1	leech_0.006_4x_1	leech_0.006_8x_1	leech_0.008_1x_1	leech_0.008_2x_1	leech_0.008_4x_1	leech_0.008_8x_1	leech_0.01_1x_1	leech_0.01_2x_1	leech_0.01_4x_1	leech_0.01_8x_1	leech_0.02_1x_1	leech_0.02_2x_1	leech_0.02_4x_1	leech_0.02_8x_1	leech_0.0_1x_1	leech_0.0_2x_1	leech_0.0_4x_1	leech_0.0_8x_1	
leech_0.001_1x_1	0.0	0.0203668	0.0203068	0.0139688	0.0279305	0.023428	0.0233095	0.0170166	0.0297215	0.0253561	0.0253207	0.01896	0.0317044	0.0272744	0.0271745	0.0209847	0.0340316	0.0292819	0.0292076	0.0230198	0.0356592	0.0313014	0.0311732	0.024978	0.0458294	0.0411968	0.0413326	0.0350843	0.026098	0.0215434	0.0212658	0.0149353	
leech_0.001_2x_1	0.0203668	0.0	0.0130782	0.00760462	0.0235742	0.0172513	0.0160722	0.0106686	0.0253417	0.0192217	0.0180515	0.0126166	0.0271884	0.0211265	0.0199186	0.0145376	0.0295186	0.0230664	0.0219377	0.0165485	0.0312891	0.0251035	0.0239272	0.0185314	0.0413033	0.0353921	0.0342169	0.0288152	0.0216061	0.0153294	0.0140106	0.00860348	
leech_0.001_4x_1	0.0203068	0.0130782	0.0	0.00613576	0.0233385	0.016149	0.0140892	0.00921302	0.0252416	0.0180452	0.0160861	0.0111904	0.0269471	0.0199129	0.0179184	0.0131537	0.0292747	0.0219327	0.0198925	0.0151695	0.0311576	0.0238824	0.0218994	0.0171349	0.0413567	0.0341558	0.0321415	0.0273626	0.0214145	0.0140353	0.0119789	0.00715113	
leech_0.001_8x_1	0.0139688	0.00760462	0.00613576	0.0	0.0170345	0.0106134	0.0091596	0.00384276	0.0189327	0.0125465	0.0111637	0.00579667	0.0207618	0.0144518	0.0130726	0.00781454	0.0229988	0.0164715	0.0150619	0.00983194	0.024827	0.0184906	0.0171065	0.0117728	0.035273	0.0288192	0.0274083	0.0221046	0.0150522	0.00859514	0.00710982	0.00176034	
leech_0.002_1x_1	0.0279305	0.0235742	0.0233385	0.0170345	0.0	0.0205679	0.0203381	0.014086	0.031049	0.026605	0.026334	0.0200473	0.0331991	0.0283956	0.0284161	0.0221268	0.0351174	0.030216	0.0301458	0.0240289	0.0367497	0.0322417	0.0322032	0.0260124	0.0467996	0.0423493	0.0425079	0.0361599	0.0271967	0.0225268	0.0223736	0.0160392	
leech_0.002_2x_1	0.023428	0.0172513	0.016149	0.0106134	0.0205679	0.0	0.0129971	0.00756253	0.0264228	0.0203061	0.0190998	0.0136276	0.0281429	0.0221871	0.0209099	0.0156036	0.0304202	0.0241907	0.0229194	0.0175383	0.0322253	0.0261902	0.0250336	0.0196318	0.042283	0.0362293	0.0350685	0.0297642	0.0225898	0.0162985	0.0150421	0.00959697	
leech_0.002_4x_1	0.0233095	0.0160722	0.0140892	0.0091596	0.0203381	0.0129971	0.0	0.00614005	0.0262774	0.0190255	0.0170585	0.0121915	0.0279717	0.0208703	0.0189818	0.0141782	0.0302671	0.0229643	0.0209679	0.0161883	0.0320882	0.0249491	0.0229224	0.0181578	0.042249	0.0349695	0.0331796	0.0282708	0.0223962	0.0150314	0.0130044	0.00815979	
leech_0.002_8x_1	0.0170166	0.0106686	0.00921302	0.00384276	0.014086	0.00756253	0.00614005	0.0	0.0200171	0.0135987	0.0122053	0.00686593	0.0218279	0.0154992	0.0141148	0.00885715	0.0240423	0.0175053	0.0161062	0.0108676	0.025876	0.0195409	0.0181457	0.0128375	0.0362127	0.0297829	0.0284641	0.0231539	0.0161005	0.00962377	0.00815078	0.00281371	
leech_0.004_1x_1	0.0297215	0.0253417	0.0252416	0.0189327	0.031049	0.0264228	0.0262774	0.0200171	0.0	0.0205125	0.0202827	0.0140412	0.034884	0.0302192	0.0300812	0.0239154	0.0368809	0.0322265	0.0320199	0.0258595	0.0390753	0.0341139	0.0340417	0.0278408	0.0486774	0.044309	0.0441966	0.0379774	0.0289392	0.024411	0.0241812	0.0179327	
leech_0.004_2x_1	0.0253561	0.0192217	0.0180452	0.0125465	0.026605	0.0203061	0.0190255	0.0135987	0.0205125	0.0	0.0129322	0.00751374	0.0302085	0.024074	0.0228092	0.017507	0.0322954	0.0260657	0.024878	0.0195353	0.0341164	0.0280552	0.0269407	0.0214865	0.044276	0.0382305	0.0370273	0.0317021	0.0245209	0.0182025	0.0169385	0.0115381	
