sample	oyster_0.001_1x	oyster_0.001_2x	oyster_0.001_4x	oyster_0.001_8x	oyster_0.002_1x	oyster_0.002_2x	oyster_0.002_4x	oyster_0.002_8x	oyster_0.004_1x	oyster_0.004_2x	oyster_0.004_4x	oyster_0.004_8x	oyster_0.006_1x	oyster_0.006_2x	oyster_0.006_4x	oyster_0.006_8x	oyster_0.008_1x	oyster_0.008_2x	oyster_0.008_4x	oyster_0.008_8x	oyster_0.01_1x	oyster_0.01_2x	oyster_0.01_4x	oyster_0.01_8x	oyster_0.02_1x	oyster_0.02_2x	oyster_0.02_4x	oyster_0.02_8x	oyster_0.0_1x	oyster_0.0_2x	oyster_0.0_4x	oyster_0.0_8x
oyster_0.001_1x	0.0	0.0	0.0	0.0	0.00294	0.00283	0.00263	0.0	0.00484	0.00474	0.00433	0.0	0.00683	0.00687	0.00633	0.0	0.00898	0.00885	0.00833	0.0	0.01088	0.01073	0.01021	0.0	0.01974	0.01943	0.01905	0.00661	0.00115	0.00071	0.00056	0.0
oyster_0.001_2x	0.0	0.0	0.0	0.0	0.00267	0.00245	0.00222	0.0	0.00469	0.0045	0.00407	0.0	0.00671	0.00655	0.00598	0.0	0.00896	0.00866	0.00803	0.0	0.01067	0.01036	0.00981	0.0	0.01973	0.01935	0.01876	0.00853	0.00091	0.00042	0.0	0.0
oyster_0.001_4x	0.0	0.0	0.0	0.0	0.00259	0.00222	0.00197	0.0	0.00456	0.00436	0.00389	0.0	0.00657	0.00634	0.00577	0.0	0.00887	0.00851	0.00783	0.0	0.0106	0.01033	0.00963	0.00071	0.01983	0.01932	0.0187	0.01006	0.0007	0.0	0.0	0.0
oyster_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00112	0.0	0.00804	0.00967	0.01096	0.00226	0.0	0.0	0.0	0.0
oyster_0.002_1x	0.00294	0.00272	0.00264	0.0	0.0	0.0	0.0	0.0	0.00582	0.00596	0.00553	0.0	0.0077	0.00783	0.00726	0.0	0.00969	0.00972	0.00917	0.0	0.01156	0.01168	0.0112	0.0	0.02053	0.02036	0.02016	0.00775	0.00201	0.00167	0.00161	0.0
oyster_0.002_2x	0.00277	0.00244	0.00222	0.0	0.0	0.0	0.0	0.0	0.00574	0.00569	0.00508	0.0	0.00751	0.00742	0.00686	0.0	0.00973	0.00949	0.009	0.0	0.01159	0.01138	0.0108	0.0	0.02048	0.02024	0.01972	0.00948	0.00174	0.00139	0.00119	0.0
oyster_0.002_4x	0.00257	0.00222	0.00197	0.0	0.0	0.0	0.0	0.0	0.00551	0.0053	0.0048	0.0	0.00735	0.00715	0.00662	0.0	0.00967	0.00938	0.00874	0.0	0.01141	0.01123	0.01057	0.0017	0.02063	0.02015	0.01957	0.01105	0.0016	0.00113	0.00094	0.0
oyster_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00083	0.00205	0.0	0.00877	0.01049	0.01181	0.00313	0.0	0.0	0.0	0.0
oyster_0.004_1x	0.00483	0.00478	0.00464	0.0	0.00581	0.00586	0.00562	0.0	0.0	0.0	0.0	0.0	0.00952	0.0098	0.00937	0.0	0.01173	0.01169	0.0112	0.0	0.01358	0.01362	0.01296	0.0	0.0221	0.02212	0.02175	0.00951	0.00397	0.00373	0.00369	0.0
oyster_0.004_2x	0.00462	0.00448	0.00434	0.0	0.00581	0.00567	0.00528	0.0	0.0	0.0	0.0	0.0	0.00956	0.00954	0.00895	0.0	0.01182	0.01152	0.01097	0.0	0.01345	0.01333	0.01266	0.00213	0.02218	0.02208	0.02158	0.01159	0.00382	0.00348	0.00332	0.0
oyster_0.004_4x	0.00422	0.00404	0.00387	0.0	0.00539	0.00506	0.00478	0.0	0.0	0.0	0.0	0.0	0.00912	0.00906	0.00849	0.0	0.01142	0.01116	0.0105	0.00158	0.01312	0.01295	0.01223	0.00347	0.0221	0.02181	0.02117	0.01281	0.00337	0.003	0.0028	0.0
oyster_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00071	0.00185	0.0	0.00089	0.00267	0.00385	0.0	0.01057	0.0123	0.01361	0.00508	0.0	0.0	0.0	0.0
oyster_0.006_1x	0.00682	0.00683	0.00669	0.0	0.00769	0.00766	0.0075	0.0	0.00951	0.00979	0.00934	0.0	0.0	0.0	0.0	0.0	0.01332	0.01339	0.01303	0.00043	0.01535	0.01537	0.01476	0.00215	0.02422	0.024	0.02351	0.01149	0.00568	0.00564	0.00556	0.0
oyster_0.006_2x	0.0067	0.00652	0.00632	0.0	0.00763	0.00739	0.00713	0.0	0.00956	0.00953	0.00907	0.0	0.0	0.0	0.0	0.0	0.0134	0.01329	0.01286	0.00241	0.01519	0.01511	0.01457	0.00417	0.0238	0.02386	0.02329	0.01339	0.00568	0.00543	0.00524	0.0
oyster_0.006_4x	0.00617	0.00595	0.00574	0.0	0.00708	0.00683	0.0066	0.0	0.00914	0.00893	0.00849	0.0	0.0	0.0	0.0	0.0	0.01301	0.01286	0.01235	0.00358	0.01481	0.01462	0.01399	0.00534	0.02363	0.02333	0.02268	0.01444	0.00518	0.00482	0.00468	0.0
oyster_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00073	0.00248	0.00368	0.0	0.00261	0.00441	0.00555	0.0	0.01209	0.01387	0.01508	0.00663	0.0	0.0	0.0	0.0
oyster_0.008_1x	0.00895	0.00912	0.00903	0.0	0.00967	0.00992	0.00986	0.0	0.01171	0.01209	0.01169	0.0	0.0133	0.01371	0.01332	0.00073	0.0	0.0	0.0	0.0	0.01715	0.01729	0.01694	0.00445	0.02574	0.02554	0.02531	0.01338	0.00793	0.00805	0.008	0.0
oyster_0.008_2x	0.00862	0.00862	0.00848	0.0	0.00948	0.00945	0.00935	0.0	0.0114	0.01151	0.01117	0.00069	0.01307	0.01328	0.01288	0.00244	0.0	0.0	0.0	0.0	0.01683	0.01692	0.01635	0.00618	0.02568	0.02551	0.02508	0.01529	0.00765	0.00753	0.00735	0.0
oyster_0.008_4x	0.00812	0.00798	0.00779	0.0	0.00894	0.00896	0.0087	0.0	0.01092	0.01095	0.01049	0.00181	0.0127	0.01283	0.01235	0.00362	0.0	0.0	0.0	0.0	0.01647	0.01643	0.01579	0.00738	0.02542	0.02521	0.02476	0.01645	0.00703	0.00683	0.00676	0.0
oyster_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00161	0.0	0.00043	0.00245	0.00365	0.0	0.0	0.0	0.0	0.0	0.00448	0.00639	0.00755	0.0	0.01395	0.01578	0.01706	0.00872	0.0	0.0	0.0	0.0
oyster_0.01_1x	0.01085	0.01087	0.0108	0.0	0.01153	0.01182	0.01164	0.0	0.01356	0.01376	0.01344	0.00089	0.01533	0.01554	0.01517	0.00262	0.01715	0.01723	0.01688	0.0045	0.0	0.0	0.0	0.0	0.0272	0.02727	0.02689	0.01514	0.00978	0.00976	0.00966	0.0
