sample	oyster_0.001_1x	oyster_0.001_2x	oyster_0.001_4x	oyster_0.001_8x	oyster_0.002_1x	oyster_0.002_2x	oyster_0.002_4x	oyster_0.002_8x	oyster_0.004_1x	oyster_0.004_2x	oyster_0.004_4x	oyster_0.004_8x	oyster_0.006_1x	oyster_0.006_2x	oyster_0.006_4x	oyster_0.006_8x	oyster_0.008_1x	oyster_0.008_2x	oyster_0.008_4x	oyster_0.008_8x	oyster_0.01_1x	oyster_0.01_2x	oyster_0.01_4x	oyster_0.01_8x	oyster_0.02_1x	oyster_0.02_2x	oyster_0.02_4x	oyster_0.02_8x	oyster_0.0_1x	oyster_0.0_2x	oyster_0.0_4x	oyster_0.0_8x
oyster_0.001_1x	0.0	0.0	0.0	0.0	0.00278	0.00266	0.00203	0.0	0.00467	0.00428	0.00363	0.0	0.00676	0.0064	0.00563	0.0	0.00877	0.00838	0.00764	0.0	0.01067	0.01025	0.00952	0.0	0.01954	0.01897	0.01839	0.00586	0.00099	0.0	0.0	0.0
oyster_0.001_2x	0.0	0.0	0.0	0.0	0.00236	0.00214	0.0015	0.0	0.00439	0.00391	0.00324	0.0	0.00649	0.00595	0.00516	0.0	0.00862	0.00806	0.00721	0.0	0.01033	0.00975	0.009	0.0	0.01938	0.01875	0.01797	0.00767	0.00061	0.0	0.0	0.0
oyster_0.001_4x	0.0	0.0	0.0	0.0	0.00206	0.00166	0.00098	0.0	0.00402	0.00353	0.00283	0.0	0.00612	0.0055	0.00471	0.0	0.00829	0.00767	0.00677	0.0	0.01001	0.00949	0.00857	0.0	0.01924	0.01848	0.01766	0.00896	0.0	0.0	0.0	0.0
oyster_0.001_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00723	0.00865	0.00983	0.00116	0.0	0.0	0.0	0.0
oyster_0.002_1x	0.00278	0.00241	0.0021	0.0	0.0	0.0	0.0	0.0	0.00566	0.00549	0.00483	0.0	0.00763	0.00736	0.00656	0.0	0.00949	0.00925	0.00847	0.0	0.01135	0.01121	0.0105	0.0	0.02033	0.01989	0.0195	0.007	0.00185	0.00131	0.00101	0.0
oyster_0.002_2x	0.0026	0.00213	0.00166	0.0	0.0	0.0	0.0	0.0	0.00556	0.00522	0.00438	0.0	0.00742	0.00694	0.00616	0.0	0.00951	0.00901	0.0083	0.0	0.01136	0.0109	0.01009	0.0	0.02024	0.01974	0.01903	0.00872	0.00157	0.00103	0.00059	0.0
oyster_0.002_4x	0.002	0.0015	0.00098	0.0	0.0	0.0	0.0	0.0	0.00494	0.00443	0.00371	0.0	0.00686	0.00628	0.00553	0.0	0.00906	0.00851	0.00765	0.0	0.0108	0.01035	0.00949	0.00057	0.02002	0.01928	0.01852	0.00995	0.00103	0.0	0.0	0.0
oyster_0.002_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00085	0.0	0.00797	0.00948	0.01071	0.00205	0.0	0.0	0.0	0.0
oyster_0.004_1x	0.00467	0.00447	0.00409	0.0	0.00565	0.00568	0.00503	0.0	0.0	0.0	0.0	0.0	0.00944	0.00932	0.00866	0.0	0.01152	0.01121	0.0105	0.0	0.01338	0.01314	0.01226	0.0	0.0219	0.02165	0.02108	0.00875	0.0038	0.00337	0.00308	0.0
oyster_0.004_2x	0.00418	0.00389	0.00352	0.0	0.00537	0.00522	0.00441	0.0	0.0	0.0	0.0	0.0	0.00921	0.0088	0.00799	0.0	0.01134	0.01077	0.01001	0.0	0.01297	0.01259	0.01171	0.0011	0.02171	0.02135	0.02067	0.0106	0.00338	0.00284	0.00245	0.0
oyster_0.004_4x	0.00356	0.00324	0.00283	0.0	0.00474	0.00439	0.00371	0.0	0.0	0.0	0.0	0.0	0.00856	0.00812	0.00735	0.0	0.01074	0.01022	0.00937	0.00041	0.01245	0.01202	0.0111	0.00231	0.02146	0.02091	0.02011	0.0117	0.0027	0.00215	0.00173	0.0
oyster_0.004_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00061	0.0	0.0	0.00159	0.00262	0.0	0.00976	0.01127	0.01245	0.00391	0.0	0.0	0.0	0.0
oyster_0.006_1x	0.00674	0.00661	0.00622	0.0	0.00761	0.00757	0.00698	0.0	0.00943	0.00941	0.00872	0.0	0.0	0.0	0.0	0.0	0.0132	0.013	0.0124	0.0	0.01522	0.01497	0.01414	0.00146	0.02409	0.02361	0.02292	0.01081	0.00561	0.00536	0.00504	0.0
oyster_0.006_2x	0.00626	0.00593	0.00549	0.0	0.00719	0.00694	0.00626	0.0	0.00912	0.0088	0.0081	0.0	0.0	0.0	0.0	0.0	0.01292	0.01255	0.0119	0.00138	0.01471	0.01436	0.01362	0.00315	0.02333	0.02313	0.02237	0.0124	0.00524	0.00479	0.00437	0.0
oyster_0.006_4x	0.00552	0.00516	0.00471	0.0	0.00643	0.00617	0.00553	0.0	0.0085	0.008	0.00735	0.0	0.0	0.0	0.0	0.0	0.01234	0.01194	0.01123	0.00242	0.01415	0.0137	0.01288	0.00419	0.02299	0.02245	0.02163	0.01334	0.00452	0.00397	0.00361	0.0
oyster_0.006_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00143	0.00251	0.0	0.00179	0.00337	0.00439	0.0	0.01134	0.01291	0.01401	0.00558	0.0	0.0	0.0	0.0
oyster_0.008_1x	0.00875	0.00877	0.00843	0.0	0.00947	0.00971	0.00922	0.0	0.01151	0.01158	0.01094	0.0	0.01319	0.0132	0.01258	0.0	0.0	0.0	0.0	0.0	0.01691	0.01678	0.0162	0.00362	0.02551	0.02504	0.02461	0.01258	0.00773	0.00764	0.00735	0.0
oyster_0.008_2x	0.00818	0.00803	0.00765	0.0	0.00904	0.009	0.00848	0.0	0.01096	0.01077	0.01019	0.0	0.01272	0.01254	0.01191	0.0014	0.0	0.0	0.0	0.0	0.01635	0.01618	0.0154	0.00515	0.02521	0.02479	0.02417	0.01429	0.00721	0.00689	0.00647	0.0
oyster_0.008_4x	0.00748	0.0072	0.00676	0.0	0.0083	0.00831	0.00765	0.0	0.01029	0.01003	0.00936	0.00059	0.01217	0.01192	0.01122	0.00245	0.0	0.0	0.0	0.0	0.01582	0.01552	0.01469	0.00624	0.0248	0.02434	0.02372	0.01537	0.00639	0.006	0.0057	0.0
oyster_0.008_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00042	0.0	0.0	0.00141	0.00247	0.0	0.0	0.0	0.0	0.0	0.00369	0.00537	0.00641	0.0	0.01323	0.01484	0.01601	0.00768	0.0	0.0	0.0	0.0
oyster_0.01_1x	0.01065	0.01051	0.01019	0.0	0.01133	0.0116	0.011	0.0	0.01336	0.01325	0.01269	0.0	0.01522	0.01503	0.01442	0.00178	0.01691	0.01671	0.01614	0.00367	0.0	0.0	0.0	0.0	0.02697	0.02677	0.02619	0.01434	0.00958	0.00934	0.009	0.0
oyster_0.01_2x	0.01001	0.00972	0.00946	0.0	0.01095	0.01089	0.01033	0.0	0.01285	0.01258	0.01199	0.00155	0.01465	0.01436	0.01368	0.00329	0.01642	0.01618	0.0155	0.00524	0.0	0.0	0.0	0.0	0.0267	0.02651	0.02558	0.01595	0.00897	0.00865	0.00838	0.0
oyster_0.01_4x	0.00933	0.00898	0.00856	0.0	0.01029	0.0101	0.00948	0.00083	0.01202	0.01172	0.0111	0.00257	0.01387	0.01364	0.01288	0.0043	0.01589	0.01542	0.01469	0.00628	0.0	0.0	0.0	0.0	0.02645	0.02583	0.02503	0.01696	0.00822	0.00791	0.00756	0.0
oyster_0.01_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.00058	0.0	0.0	0.00113	0.00236	0.0	0.00147	0.00322	0.00428	0.0	0.00364	0.00528	0.00637	0.0	0.0	0.0	0.0	0.0	0.01502	0.01662	0.01756	0.00948	0.0	0.0	0.0	0.0
oyster_0.02_1x	0.01952	0.01976	0.01962	0.00716	0.02031	0.02068	0.02042	0.00791	0.0219	0.0222	0.0219	0.00973	0.02412	0.02386	0.02347	0.01132	0.02554	0.02579	0.02533	0.01321	0.027	0.02731	0.02701	0.01501	0.0	0.0	0.0	0.0	0.01849	0.01857	0.01853	0.00621
oyster_0.02_2x	0.01854	0.0187	0.01845	0.0084	0.01944	0.01974	0.01926	0.00922	0.02118	0.02136	0.0209	0.01101	0.02312	0.02315	0.02244	0.01262	0.02453	0.02481	0.02433	0.01452	0.02621	0.02653	0.02582	0.01628	0.0	0.0	0.0	0.0	0.01755	0.0177	0.01744	0.00758
oyster_0.02_4x	0.018	0.01794	0.01766	0.00958	0.01909	0.01904	0.01852	0.01045	0.02066	0.02069	0.02011	0.0122	0.02249	0.02241	0.02164	0.01374	0.02414	0.02421	0.02373	0.01571	0.02569	0.02563	0.02505	0.01724	0.0	0.0	0.0	0.0	0.01706	0.01701	0.01665	0.0088
oyster_0.02_8x	0.00587	0.00782	0.00913	0.00115	0.00701	0.00891	0.01014	0.00204	0.00876	0.01083	0.01193	0.0039	0.01083	0.01267	0.0136	0.00557	0.0126	0.01461	0.01567	0.00768	0.01436	0.0163	0.01729	0.00948	0.0	0.0	0.0	0.0	0.00482	0.00673	0.00815	0.0
oyster_0.0_1x	0.00099	0.00062	0.0	0.0	0.00185	0.00161	0.00105	0.0	0.00381	0.00346	0.00276	0.0	0.00562	0.00537	0.00462	0.0	0.00776	0.00738	0.00652	0.0	0.0096	0.00919	0.0084	0.0	0.01852	0.01797	0.01743	0.00481	0.0	0.0	0.0	0.0
oyster_0.0_2x	0.0	0.0	0.0	0.0	0.00129	0.00104	0.0	0.0	0.00331	0.00285	0.00215	0.0	0.00528	0.00481	0.00398	0.0	0.00752	0.00693	0.00601	0.0	0.00919	0.00869	0.00793	0.0	0.01824	0.01778	0.01706	0.0066	0.0	0.0	0.0	0.0
oyster_0.0_4x	0.0	0.0	0.0	0.0	0.001	0.00059	0.0	0.0	0.00304	0.00247	0.00173	0.0	0.00498	0.0044	0.00363	0.0	0.00725	0.00652	0.00573	0.0	0.00888	0.00844	0.0076	0.0	0.01824	0.01754	0.01673	0.00803	0.0	0.0	0.0	0.0
oyster_0.0_8x	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00628	0.00781	0.00904	0.0	0.0	0.0	0.0	0.0
