sample	nematode_0.001_1x_1	nematode_0.001_2x_1	nematode_0.001_4x_1	nematode_0.001_8x_1	nematode_0.002_1x_1	nematode_0.002_2x_1	nematode_0.002_4x_1	nematode_0.002_8x_1	nematode_0.004_1x_1	nematode_0.004_2x_1	nematode_0.004_4x_1	nematode_0.004_8x_1	nematode_0.006_1x_1	nematode_0.006_2x_1	nematode_0.006_4x_1	nematode_0.006_8x_1	nematode_0.008_1x_1	nematode_0.008_2x_1	nematode_0.008_4x_1	nematode_0.008_8x_1	nematode_0.01_1x_1	nematode_0.01_2x_1	nematode_0.01_4x_1	nematode_0.01_8x_1	nematode_0.02_1x_1	nematode_0.02_2x_1	nematode_0.02_4x_1	nematode_0.02_8x_1	nematode_0.0_1x_1	nematode_0.0_2x_1	nematode_0.0_4x_1	nematode_0.0_8x_1	
nematode_0.001_1x_1	0.0	0.0196261	0.0202372	0.0134581	0.0266995	0.0228769	0.0232988	0.0165639	0.0286295	0.0248747	0.0253865	0.0186191	0.0307732	0.0268116	0.0270101	0.0205065	0.032313	0.0286998	0.0291033	0.0225165	0.0341774	0.0305928	0.0309718	0.0244909	0.0441618	0.0403102	0.0407217	0.034508	0.0248451	0.0207385	0.0212487	0.0144453	
nematode_0.001_2x_1	0.0196261	0.0	0.0133988	0.00768376	0.0228724	0.0173368	0.0165142	0.010805	0.0248459	0.0194107	0.0186073	0.0128502	0.0269133	0.0214172	0.0204618	0.0148575	0.0283692	0.023216	0.0222585	0.0166568	0.0305279	0.0251913	0.0243515	0.0186864	0.0405526	0.0347858	0.0341063	0.0286315	0.0209544	0.0153338	0.0145259	0.00870648	
nematode_0.001_4x_1	0.0202372	0.0133988	0.0	0.00671823	0.0232532	0.0165649	0.0149074	0.00986546	0.0251955	0.0186739	0.0169493	0.0118761	0.0273022	0.0206221	0.0188471	0.0138773	0.0287048	0.022278	0.0206241	0.0156377	0.0308388	0.0242986	0.022704	0.0177025	0.0404012	0.0338428	0.032347	0.0274915	0.0213193	0.0145532	0.0128791	0.0078194	
nematode_0.001_8x_1	0.0134581	0.00768376	0.00671823	0.0	0.0165332	0.0107882	0.00983403	0.00403304	0.0185379	0.0128672	0.0119064	0.00608751	0.0206859	0.0148935	0.0138295	0.00818188	0.0221929	0.0167529	0.0157353	0.0100732	0.0243074	0.0187038	0.0177959	0.0121561	0.0342539	0.0286276	0.0276834	0.0222289	0.0145772	0.00868614	0.00773617	0.00193315	
nematode_0.002_1x_1	0.0266995	0.0228724	0.0232532	0.0165332	0.0	0.019667	0.0201059	0.013557	0.0296768	0.0257947	0.0262916	0.0195653	0.0317261	0.0277895	0.0280245	0.0215365	0.0332515	0.0296281	0.0298498	0.0234004	0.0354297	0.0315579	0.0319553	0.0255734	0.0450527	0.0412071	0.0416569	0.035372	0.0257542	0.0218541	0.0221692	0.0155107	
nematode_0.002_2x_1	0.0228769	0.0173368	0.0165649	0.0107882	0.019667	0.0	0.0133283	0.00770091	0.0259055	0.0203989	0.0195803	0.0138331	0.0279114	0.0224092	0.0213903	0.0158482	0.0294404	0.02417	0.0232578	0.0176613	0.0315116	0.0261042	0.0252458	0.0196682	0.0411403	0.0357136	0.0349642	0.0295155	0.021852	0.0163257	0.0155526	0.00979536	
nematode_0.002_4x_1	0.0232988	0.0165142	0.0149074	0.00983403	0.0201059	0.0133283	0.0	0.00666702	0.02617	0.0195972	0.0178927	0.0128859	0.0283127	0.0215087	0.0197756	0.0148403	0.0296913	0.0232737	0.021574	0.016618	0.0318072	0.0252055	0.023595	0.0186364	0.0413084	0.0347389	0.0332491	0.028338	0.0222975	0.0155042	0.013848	0.00885389	
nematode_0.002_8x_1	0.0165639	0.010805	0.00986546	0.00403304	0.013557	0.00770091	0.00666702	0.0	0.0195446	0.013876	0.0129186	0.00716329	0.0217497	0.015867	0.0148436	0.00922908	0.0231933	0.0177154	0.0166973	0.0110665	0.0253341	0.0197029	0.0187732	0.0131753	0.0351838	0.0294548	0.0285664	0.0231275	0.0156051	0.00972905	0.00877707	0.00300658	
nematode_0.004_1x_1	0.0286295	0.0248459	0.0251955	0.0185379	0.0296768	0.0259055	0.02617	0.0195446	0.0	0.0197667	0.0202482	0.013707	0.0336767	0.0297777	0.030114	0.0236803	0.0350182	0.0316555	0.0318404	0.0254424	0.0370907	0.0334958	0.0337702	0.0273887	0.0464883	0.0429327	0.0431396	0.0369956	0.0278313	0.0237098	0.0242218	0.0174941	
nematode_0.004_2x_1	0.0248747	0.0194107	0.0186739	0.0128672	0.0257947	0.0203989	0.0195972	0.013876	0.0197667	0.0	0.0132555	0.00763754	0.0299043	0.0243813	0.023541	0.0179527	0.0312791	0.026134	0.0252718	0.0197496	0.0332686	0.0280831	0.0273701	0.0217561	0.043097	0.0375762	0.0367028	0.0313709	0.0238801	0.0183255	0.0175584	0.0118097	
nematode_0.004_4x_1	0.0253865	0.0186073	0.0169493	0.0119064	0.0262916	0.0195803	0.0178927	0.0129186	0.0202482	0.0132555	0.0	0.00658682	0.0302351	0.0235904	0.0218089	0.0169369	0.0316203	0.0252458	0.0235757	0.0186864	0.0336618	0.0272078	0.0255862	0.0206706	0.0431897	0.0364712	0.0349392	0.0301819	0.0244175	0.0175019	0.0158756	0.0109009	
